                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r24.08.1"          1.8800000000000001E+001          6.9999999999999984E-001          2.6500000000000000E+003                       "gfortran"                         "13.3.0"            "x86_64-macos-24.7.1"                       "20240911" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46 
                    model_number                              age                      period_days                binary_separation                     eccentricity                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                             edot                       edot_tidal                     edot_enhance                       extra_edot                      star_1_mass                      star_2_mass                    sum_of_masses                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                         J_spin_1                         J_spin_2                          J_total                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      lg_t_sync_1                      lg_t_sync_2                P_rot_div_P_orb_1                P_rot_div_P_orb_2                      donor_index                 point_mass_index 
                              96          5.4901130921882167E+006          2.6957223966440192E+003          2.1877341229688491E+003          0.0000000000000000E+000          1.4865708990847528E+000          3.9572347346723852E+001          8.4506511729907086E+000          1.0015412470987373E+000          1.4196692564453992E+003          3.3759912646508201E+002         -9.9404745074627476E-001         -9.9703334171037217E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8633919956163094E+001          6.9999999999999984E-001          1.9333919956163093E+001         -9.8999999999999986E+001         -7.4024932367766079E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.4024932367766079E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3832478630061693E+053          1.1635607455957556E+049          0.0000000000000000E+000          8.3833642190807283E+053         -2.0430970750837361E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0430970750835593E+036         -1.7693570049597469E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.8007755258778115E+001         -9.8999999999999986E+001          4.9340064923348255E+000         -9.9999999999999997E+098                                1                                0 
                              97          5.5996171943049030E+006          2.6969417840879828E+003          2.1882288665264969E+003          0.0000000000000000E+000          1.4865709019408253E+000          3.9563064124833957E+001          8.5642200235488293E+000          9.9853397449906756E-001          1.4199570427058375E+003          3.3769970752630428E+002         -9.9396867668107125E-001         -9.9704313047288839E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8629548615022038E+001          6.9999999999999984E-001          1.9329548615022041E+001         -9.8999999999999986E+001         -7.3988156882094884E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3988156882094884E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3831766273690457E+053          1.1624656768801776E+049          0.0000000000000000E+000          8.3832928739367339E+053         -2.0614032543076975E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0614032543074995E+036         -1.9799885987671928E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7964278107065539E+001         -9.8999999999999986E+001          5.0867271235190170E+000         -9.9999999999999997E+098                                1                                0 
                              98          5.7068368068924472E+006          2.6981457447593802E+003          2.1887172412667524E+003          0.0000000000000000E+000          1.4865709047232307E+000          3.9553904522724316E+001          8.6807573836462062E+000          9.9563150802935074E-001          1.4202411147418679E+003          3.3779900085963203E+002         -9.9388782841621659E-001         -9.9705259190969875E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8625235485193297E+001          6.9999999999999984E-001          1.9325235485193300E+001         -9.8999999999999986E+001         -7.3954817027101623E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3954817027101623E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3831063089693748E+053          1.1613897588860356E+049          0.0000000000000000E+000          8.3832224479452640E+053         -2.0782164474916902E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0782164474914594E+036         -2.3073749420166107E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7924887826219805E+001         -9.8999999999999986E+001          5.2424684031372806E+000         -9.9999999999999997E+098                                1                                0 
                              99          5.8118314359154757E+006          2.6993337313640441E+003          2.1891990295213750E+003          0.0000000000000000E+000          1.4865709074305093E+000          3.9544872457447305E+001          8.8006849597273096E+000          9.9282951312438228E-001          1.4205213463226225E+003          3.3789696193020291E+002         -9.9380460914402291E-001         -9.9706173885834037E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8620982411164999E+001          6.9999999999999984E-001          1.9320982411165001E+001         -9.8999999999999986E+001         -7.3924641413629519E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3924641413629519E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3830369391493659E+053          1.1603326060374682E+049          0.0000000000000000E+000          8.3831529724099704E+053         -2.0936279965405778E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0936279965403199E+036         -2.5802867485892359E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7880253558497678E+001         -9.8999999999999986E+001          5.4084366619639255E+000         -9.9999999999999997E+098                                1                                0 
                             100          5.9146913128992366E+006          2.7005055956064921E+003          2.1896741755159233E+003          0.0000000000000000E+000          1.4865709100630944E+000          3.9535968808209560E+001          8.9237914036466943E+000          9.9012151728695807E-001          1.4207977053892778E+003          3.3799357911575436E+002         -9.9371916820403239E-001         -9.9707059074945370E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8616789806933646E+001          6.9999999999999984E-001          1.9316789806933645E+001         -9.8999999999999986E+001         -7.3897621322808842E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3897621322808842E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3829685259351350E+053          1.1592948169129289E+049          0.0000000000000000E+000          8.3830844554168264E+053         -2.1076089178463519E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1076089178460523E+036         -2.9945431136963681E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7837408865367216E+001         -9.8999999999999986E+001          5.5821583225676292E+000         -9.9999999999999997E+098                                1                                0 
                             101          6.0154839357184377E+006          2.7016609219026564E+003          2.1901425151243370E+003          0.0000000000000000E+000          1.4865709126202618E+000          3.9527196483955571E+001          9.0503613977545498E+000          9.8750344868722484E-001          1.4210700968644937E+003          3.3808881876008689E+002         -9.9363130543825839E-001         -9.9707915969445893E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8612659042277954E+001          6.9999999999999984E-001          1.9312659042277954E+001         -9.8999999999999986E+001         -7.3873982941474958E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3873982941474958E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3829010929570331E+053          1.1582766887432278E+049          0.0000000000000000E+000          8.3830169206259068E+053         -2.1200183821882738E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1200183821879214E+036         -3.5228173866343063E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7777130179886555E+001         -9.8999999999999986E+001          5.7634608874147490E+000         -9.9999999999999997E+098                                1                                0 
                             102          6.1141901929344116E+006          2.7027982707317428E+003          2.1906034693541387E+003          0.0000000000000000E+000          1.4865709150969042E+000          3.9518566156786633E+001          9.1804291194101157E+000          9.8497216493606621E-001          1.4213381843986385E+003          3.3818256282774075E+002         -9.9354099592892153E-001         -9.9708745431254608E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8608595142564990E+001          6.9999999999999984E-001          1.9308595142564990E+001         -9.8999999999999986E+001         -7.3854017023752636E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3854017023752636E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3828347235919898E+053          1.1572792624269192E+049          0.0000000000000000E+000          8.3829504515182319E+053         -2.1306838360172619E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1306838360168644E+036         -3.9746935864687653E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7738078431584068E+001         -9.8999999999999986E+001          5.9513304441158725E+000         -9.9999999999999997E+098                                1                                0 
                             103          6.2108412643154850E+006          2.7039168502194525E+003          2.1910567220296157E+003          0.0000000000000000E+000          1.4865709174909929E+000          3.9510083565803221E+001          9.3138810599892370E+000          9.8252505487924202E-001          1.4216017845230667E+003          3.3827474671100634E+002         -9.9344831924003674E-001         -9.9709548210609222E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8604600810260251E+001          6.9999999999999984E-001          1.9304600810260254E+001         -9.8999999999999986E+001         -7.3837624798026935E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3837624798026935E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3827694633658098E+053          1.1563027845702258E+049          0.0000000000000000E+000          8.3828850936442666E+053         -2.1396263366683764E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1396263366679181E+036         -4.5829583192901963E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7685280985433323E+001         -9.8999999999999986E+001          6.1435601775980890E+000         -9.9999999999999997E+098                                1                                0 
                             104          6.3055060608433308E+006          2.7050163115679952E+003          2.1915021366380483E+003          0.0000000000000000E+000          1.4865709198025339E+000          3.9501751083147170E+001          9.4510142156855803E+000          9.8015682373518975E-001          1.4218608182672972E+003          3.3836534233461265E+002         -9.9335306656301081E-001         -9.9710325881199169E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8600677162362370E+001          6.9999999999999984E-001          1.9300677162362373E+001         -9.8999999999999986E+001         -7.3824984782217093E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3824984782217093E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3827053319294730E+053          1.1553467851396250E+049          0.0000000000000000E+000          8.3828208666079876E+053         -2.1467352815494230E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1467352815488793E+036         -5.4372623666350457E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7648631020428166E+001         -9.8999999999999986E+001          6.3460449913438834E+000         -9.9999999999999997E+098                                1                                0 
                             105          6.3982387873537671E+006          2.7060961553929965E+003          2.1919395157073518E+003          0.0000000000000000E+000          1.4865709220309864E+000          3.9493572219843550E+001          9.5918911054320564E+000          9.7786490933242887E-001          1.4221151712134863E+003          3.3845430922146835E+002         -9.9325519388331440E-001         -9.9711079196603591E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8596825852156840E+001          6.9999999999999984E-001          1.9296825852156839E+001         -9.8999999999999986E+001         -7.3816245285387279E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3816245285387279E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3826423577123751E+053          1.1544117849341332E+049          0.0000000000000000E+000          8.3827577988908692E+053         -2.1519183102812841E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1519183102806799E+036         -6.0427885906500329E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7596206462238648E+001         -9.8999999999999986E+001          6.5554929125279315E+000         -9.9999999999999997E+098                                1                                0 
                             106          6.4890999179322449E+006          2.7071560045298315E+003          2.1923687113249962E+003          0.0000000000000000E+000          1.4865709241764167E+000          3.9485549558282479E+001          9.7373892249410154E+000          9.7564474539876156E-001          1.4223647577692932E+003          3.3854161697187783E+002         -9.9315408430098329E-001         -9.9711809509824667E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8593048095643780E+001          6.9999999999999984E-001          1.9293048095643780E+001         -9.8999999999999986E+001         -7.3811441734092718E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3811441734092718E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3825805620061421E+053          1.1534976443149547E+049          0.0000000000000000E+000          8.3826959117705737E+053         -2.1551435175700052E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1551435175692883E+036         -7.1705772956640585E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7550466756293062E+001         -9.8999999999999986E+001          6.7768048525827380E+000         -9.9999999999999997E+098                                1                                0 
                             107          6.5781159953370513E+006          2.7081952597941004E+003          2.1927894857210954E+003          0.0000000000000000E+000          1.4865709262380915E+000          3.9477687358804324E+001          9.8892493861205235E+000          9.7349414268841039E-001          1.4226094400927973E+003          3.3862721690393067E+002         -9.9304851415475248E-001         -9.9712517454565808E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8589345898950441E+001          6.9999999999999984E-001          1.9289345898950440E+001         -9.8999999999999986E+001         -7.3810089641022021E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3810089641022021E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3825199790421932E+053          1.1526049040544460E+049          0.0000000000000000E+000          8.3826352395325981E+053         -2.1566421904920071E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1566421904911668E+036         -8.4029409739334825E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7490017414970282E+001         -9.8999999999999986E+001          7.0094006519959109E+000         -9.9999999999999997E+098                                1                                0 
                             108          6.6652645128806205E+006          2.7092127647071843E+003          2.1932013756400620E+003          0.0000000000000000E+000          1.4865709282132564E+000          3.9469994089552266E+001          1.0047409288869686E+001          9.7141146344840978E-001          1.4228489492343292E+003          3.3871101445441383E+002         -9.9293852710487907E-001         -9.9713203461950262E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8585723249609423E+001          6.9999999999999984E-001          1.9285723249609426E+001         -9.8999999999999986E+001         -7.3812337058813737E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3812337058813737E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3824606755228805E+053          1.1517341197625138E+049          0.0000000000000000E+000          8.3825758489348576E+053         -2.1563363102664685E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1563363102654931E+036         -9.7556158143929295E+023          0.0000000000000000E+000          0.0000000000000000E+000          1.7447647740603518E+001         -9.8999999999999986E+001          7.2498985911982823E+000         -9.9999999999999997E+098                                1                                0 
                             109          6.7505682448810656E+006          2.7102078779595145E+003          2.1936041265536010E+003          0.0000000000000000E+000          1.4865709301014012E+000          3.9462474313303872E+001          1.0222916777985839E+001          9.6939409009427291E-001          1.4230831376325254E+003          3.3879295751325276E+002         -9.9281636012145236E-001         -9.9713868287815177E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8582182296157537E+001          6.9999999999999984E-001          1.9282182296157540E+001         -9.8999999999999986E+001         -7.3818478140593475E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3818478140593475E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3824026880906548E+053          1.1508849949734319E+049          0.0000000000000000E+000          8.3825177765901523E+053         -2.1540802510891514E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1540802510880196E+036         -1.1319530858387472E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7393878550471705E+001         -9.8999999999999986E+001          7.5249325969932084E+000         -9.9999999999999997E+098                                1                                0 
                             110          6.8341039115602635E+006          2.7111812778976587E+003          2.1939980179642057E+003          0.0000000000000000E+000          1.4865709319070703E+000          3.9455122624682964E+001          1.0396416781677880E+001          9.6743918363228620E-001          1.4233121682432570E+003          3.3887310262838503E+002         -9.9269561729770794E-001         -9.9714512843855541E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8578720493240873E+001          6.9999999999999984E-001          1.9278720493240876E+001         -9.8999999999999986E+001         -7.3825696034700190E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3825696034700190E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3823459764835991E+053          1.1500573111125685E+049          0.0000000000000000E+000          8.3824609822147108E+053         -2.1512755639766190E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1512755639752749E+036         -1.3442197075922605E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7336375408230538E+001         -9.8999999999999986E+001          7.8052390515243575E+000         -9.9999999999999997E+098                                1                                0 
                             111          6.9159936308177980E+006          2.7121329729926788E+003          2.1943830580683443E+003          0.0000000000000000E+000          1.4865709336321995E+000          3.9447938691176383E+001          1.0565075520199384E+001          9.6554158604520535E-001          1.4235360462491683E+003          3.3895145116031227E+002         -9.9257828732329123E-001         -9.9715138677607096E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8575337684259793E+001          6.9999999999999984E-001          1.9275337684259796E+001         -9.8999999999999986E+001         -7.3839519072880675E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3839519072880675E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3822905395101042E+053          1.1492511582777548E+049          0.0000000000000000E+000          8.3824054646259327E+053         -2.1451919730122625E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1451919730106862E+036         -1.5763911282794227E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7283824040021781E+001         -9.8999999999999986E+001          8.0733592364343103E+000         -9.9999999999999997E+098                                1                                0 
                             112          6.9963453032595282E+006          2.7130628984797418E+003          2.1947592253273183E+003          0.0000000000000000E+000          1.4865709352784584E+000          3.9440922739178760E+001          1.0737748216668816E+001          9.6369790494433338E-001          1.4237547595343983E+003          3.3902799842580606E+002         -9.9245814762355533E-001         -9.9715746808694561E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8572033975797854E+001          6.9999999999999984E-001          1.9272033975797854E+001         -9.8999999999999986E+001         -7.3859932048901955E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3859932048901955E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3822363802605616E+053          1.1484653825232950E+049          0.0000000000000000E+000          8.3823512267988147E+053         -2.1358647596320101E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1358647596301580E+036         -1.8521183261450527E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7229127870264623E+001         -9.8999999999999986E+001          8.3583245448081573E+000         -9.9999999999999997E+098                                1                                0 
                             113          7.0751388714038925E+006          2.7139699663709689E+003          2.1951260843083442E+003          0.0000000000000000E+000          1.4865709368439921E+000          3.9434082714468303E+001          1.0915792962775273E+001          9.6190723950253443E-001          1.4239680553357407E+003          3.3910265551629129E+002         -9.9233424308791696E-001         -9.9716337450074521E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8568813109404068E+001          6.9999999999999984E-001          1.9268813109404068E+001         -9.8999999999999986E+001         -7.3885180577987937E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3885180577987937E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3821835614267641E+053          1.1477013064910133E+049          0.0000000000000000E+000          8.3822983315574139E+053         -2.1241934881541442E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1241934881519719E+036         -2.1722909678443334E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7173751548451982E+001         -9.8999999999999986E+001          8.6559206087201055E+000         -9.9999999999999997E+098                                1                                0 
                             114          7.1523376141426712E+006          2.7148530850450743E+003          2.1954831982855335E+003          0.0000000000000000E+000          1.4865709383272194E+000          3.9427426580517299E+001          1.1098135088512310E+001          9.6016864753968767E-001          1.4241756801534225E+003          3.3917533324878389E+002         -9.9220732719764138E-001         -9.9716910826520688E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8565678834955847E+001          6.9999999999999984E-001          1.9265678834955846E+001         -9.8999999999999986E+001         -7.3914732052913150E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3914732052913150E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3821321458849968E+053          1.1469595772581553E+049          0.0000000000000000E+000          8.3822468418427219E+053         -2.1104750475342826E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.1104750475317547E+036         -2.5278212990229809E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7124618601816895E+001         -9.8999999999999986E+001          8.9647503628014871E+000         -9.9999999999999997E+098                                1                                0 
                             115          7.2279583994803354E+006          2.7157119036193549E+003          2.1958304301569219E+003          0.0000000000000000E+000          1.4865709397292730E+000          3.9420956713114478E+001          1.1286050961424882E+001          9.5848130509009377E-001          1.4243775546951249E+003          3.3924600341271241E+002         -9.9207650322470819E-001         -9.9717467178552421E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8562632271155209E+001          6.9999999999999984E-001          1.9262632271155212E+001         -9.8999999999999986E+001         -7.3948309058099859E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3948309058099859E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3820821533642221E+053          1.1462402253776469E+049          0.0000000000000000E+000          8.3821967773867601E+053         -2.0948835445933166E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0948835445903678E+036         -2.9489490117623561E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7071500826319259E+001         -9.8999999999999986E+001          9.2891335429659456E+000         -9.9999999999999997E+098                                1                                0 
                             116          7.3020436403935561E+006          2.7165465079822193E+003          2.1961678193258481E+003          0.0000000000000000E+000          1.4865709410527652E+000          3.9414672202652788E+001          1.1476947690317779E+001          9.5684272559998540E-001          1.4245737022778194E+003          3.3931467372639275E+002         -9.9194359149550027E-001         -9.9718007265912834E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8559672989650917E+001          6.9999999999999984E-001          1.9259672989650916E+001         -9.8999999999999986E+001         -7.3985454176992471E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.3985454176992471E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3820335781765097E+053          1.1455430749708522E+049          0.0000000000000000E+000          8.3821481324840075E+053         -2.0776807834451348E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0776807834416883E+036         -3.4463361022292757E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.7017971857911409E+001         -9.8999999999999986E+001          9.6275555729919589E+000         -9.9999999999999997E+098                                1                                0 
                             117          7.3746168556091981E+006          2.7173567664312486E+003          2.1964953170977110E+003          0.0000000000000000E+000          1.4865709422996070E+000          3.9408573785792647E+001          1.1670518911056195E+001          9.5525096405120091E-001          1.4247640949890888E+003          3.3938133398600905E+002         -9.9180880613702893E-001         -9.9718531672666888E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8556801337298776E+001          6.9999999999999984E-001          1.9256801337298775E+001         -9.8999999999999986E+001         -7.4026445018710501E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.4026445018710501E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3819864273198670E+053          1.1448682890234637E+049          0.0000000000000000E+000          8.3821009141487691E+053         -2.0587767557735946E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0587767557695405E+036         -4.0541789156110678E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6959146862946337E+001         -9.8999999999999986E+001          9.9737824681437797E+000         -9.9999999999999997E+098                                1                                0 
                             118          7.4457042708569877E+006          2.7181427979210680E+003          2.1968129759641688E+003          0.0000000000000000E+000          1.4865709434724872E+000          3.9402660319827199E+001          1.1868186340659145E+001          9.5370515975723980E-001          1.4249487637305292E+003          3.3944599459186696E+002         -9.9167114871584006E-001         -9.9719040679533144E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8554016775984092E+001          6.9999999999999984E-001          1.9254016775984095E+001         -9.8999999999999986E+001         -7.4070359382000373E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.4070359382000373E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3819406932218235E+053          1.1442153921735395E+049          0.0000000000000000E+000          8.3820551147610406E+053         -2.0386535505166769E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0386535505119649E+036         -4.7119203900046701E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6913952779053563E+001         -9.8999999999999986E+001          1.0329378924743462E+001         -9.9999999999999997E+098                                1                                0 
                             119          7.5153389212080510E+006          2.7189049244856360E+003          2.1971209303066908E+003          0.0000000000000000E+000          1.4865709445746456E+000          3.9396929144462362E+001          1.2066029186215584E+001          9.5220323818672536E-001          1.4251277869939186E+003          3.3950868262494703E+002         -9.9153337034311362E-001         -9.9719534937715082E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8551318052980335E+001          6.9999999999999984E-001          1.9251318052980338E+001         -9.8999999999999986E+001         -7.4116670882911828E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.4116670882911828E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3818963565185433E+053          1.1435837167736357E+049          0.0000000000000000E+000          8.3820107148902207E+053         -2.0175951768651440E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.0175951768596519E+036         -5.4920533477306351E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6860340922636588E+001         -9.8999999999999986E+001          1.0683118049031750E+001         -9.9999999999999997E+098                                1                                0 
