                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r24.08.1"          1.8800000000000001E+001          6.9999999999999984E-001          2.6500000000000000E+003                       "gfortran"                         "13.3.0"            "x86_64-macos-24.7.1"                       "20240911" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46 
                    model_number                              age                      period_days                binary_separation                     eccentricity                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                             edot                       edot_tidal                     edot_enhance                       extra_edot                      star_1_mass                      star_2_mass                    sum_of_masses                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                         J_spin_1                         J_spin_2                          J_total                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      lg_t_sync_1                      lg_t_sync_2                P_rot_div_P_orb_1                P_rot_div_P_orb_2                      donor_index                 point_mass_index 
                             139          8.0798548993436499E+006          2.7272186959955643E+003          2.2004774974663724E+003          0.0000000000000000E+000          1.4865709558014686E+000          3.9334565899660056E+001          1.2284630057500625E+001          9.4045324950746878E-001          1.4270788178264497E+003          3.4019213471717819E+002         -9.9139176483874170E-001         -9.9723552324250730E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521952162665031E+001          6.9999999999999984E-001          1.9221952162665030E+001         -9.8999999999999986E+001         -7.2978100814393949E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2978100814393949E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814131106775109E+053          1.1369072341880905E+049          0.0000000000000000E+000          8.3815268014009299E+053         -2.6303708820013167E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.6303708819931845E+036         -8.1322453818363321E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6687331201036386E+001         -9.8999999999999986E+001          1.2563526695277398E+001         -9.9999999999999997E+098                                1                                0 
                             140          8.0824916203618590E+006          2.7272575036488765E+003          2.2004931535361807E+003          0.0000000000000000E+000          1.4865709558043132E+000          3.9334275465333839E+001          1.2192748254498881E+001          9.4040006371462614E-001          1.4270879170007399E+003          3.4019532331543263E+002         -9.9145620384753597E-001         -9.9723570549251006E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521815402236452E+001          6.9999999999999984E-001          1.9221815402236452E+001         -9.8999999999999986E+001         -7.2851037280057014E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2851037280057014E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814108569693887E+053          1.1368791390949497E+049          0.0000000000000000E+000          8.3815245448832987E+053         -2.7085042511646320E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.7085042511571217E+036         -7.5105055309917412E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6710753537216597E+001         -9.8999999999999986E+001          1.2441288505254153E+001         -9.9999999999999997E+098                                1                                0 
                             141          8.0846900923215738E+006          2.7272908020805694E+003          2.2005065869466230E+003          0.0000000000000000E+000          1.4865709558064069E+000          3.9334026266663443E+001          1.2105720522026980E+001          9.4035573015852358E-001          1.4270957243766711E+003          3.4019805924075536E+002         -9.9151723299618555E-001         -9.9723585804029224E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521698058959036E+001          6.9999999999999984E-001          1.9221698058959035E+001         -9.8999999999999986E+001         -7.2726627168396361E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2726627168396361E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814089232175792E+053          1.1368551602312424E+049          0.0000000000000000E+000          8.3815226087336027E+053         -2.7872494294126797E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.7872494294056811E+036         -6.9987205898409275E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6732683396751231E+001         -9.8999999999999986E+001          1.2336876861280322E+001         -9.9999999999999997E+098                                1                                0 
                             142          8.0865273105118144E+006          2.7273194154525627E+003          2.2005181302228498E+003          0.0000000000000000E+000          1.4865709558079523E+000          3.9333812133673639E+001          1.2024041743984283E+001          9.4031869000552537E-001          1.4271024332181207E+003          3.4020041021469939E+002         -9.9157450687203297E-001         -9.9723598601949925E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521597227497949E+001          6.9999999999999984E-001          1.9221597227497949E+001         -9.8999999999999986E+001         -7.2605646763551990E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2605646763551990E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814072615538658E+053          1.1368346780345131E+049          0.0000000000000000E+000          8.3815209450216686E+053         -2.8660148220349857E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.8660148220286323E+036         -6.3531804982937597E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6753084093983837E+001         -9.8999999999999986E+001          1.2223630219091659E+001         -9.9999999999999997E+098                                1                                0 
                             143          8.0880658604226038E+006          2.7273440316384749E+003          2.2005280608962144E+003          0.0000000000000000E+000          1.4865709558090971E+000          3.9333627916998594E+001          1.1948020957158784E+001          9.4028767723528106E-001          1.4271082048260557E+003          3.4020243275921649E+002         -9.9162781005900325E-001         -9.9723609361165044E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521510483105942E+001          6.9999999999999984E-001          1.9221510483105941E+001         -9.8999999999999986E+001         -7.2488701819905428E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2488701819905428E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814058320267338E+053          1.1368171344218005E+049          0.0000000000000000E+000          8.3815195137401768E+053         -2.9442646608344882E+036          0.0000000000000000E+000          0.0000000000000000E+000         -2.9442646608290586E+036         -5.4297570102079639E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6772104072447277E+001         -9.8999999999999986E+001          1.2133454515911419E+001         -9.9999999999999997E+098                                1                                0 
                             144          8.0893570548152011E+006          2.7273652320818746E+003          2.2005366135533004E+003          0.0000000000000000E+000          1.4865709558099454E+000          3.9333469264234473E+001          1.1877828429080784E+001          9.4026165460855371E-001          1.4271131755416166E+003          3.4020417465040964E+002         -9.9167702419636550E-001         -9.9723618425442673E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521435776311652E+001          6.9999999999999984E-001          1.9221435776311655E+001         -9.8999999999999986E+001         -7.2376315303163574E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2376315303163574E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814046008668044E+053          1.1368021061365484E+049          0.0000000000000000E+000          8.3815182810774175E+053         -3.0214740861011917E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.0214740860946541E+036         -6.5377132913897821E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6789539331850818E+001         -9.8999999999999986E+001          1.2037537262652998E+001         -9.9999999999999997E+098                                1                                0 
                             145          8.0904433041088246E+006          2.7273835133573948E+003          2.2005439885366159E+003          0.0000000000000000E+000          1.4865709558105766E+000          3.9333332458446144E+001          1.1813457851671783E+001          9.4023976536573994E-001          1.4271174618030889E+003          3.4020567669041162E+002         -9.9172215450524570E-001         -9.9723626079813654E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521371356874997E+001          6.9999999999999984E-001          1.9221371356874997E+001         -9.8999999999999986E+001         -7.2269125844182884E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2269125844182884E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814035392343048E+053          1.1367891981600395E+049          0.0000000000000000E+000          8.3815172181541214E+053         -3.0969966156390835E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.0969966156339208E+036         -5.1626149968289563E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6805408806570927E+001         -9.8999999999999986E+001          1.1963852456600389E+001         -9.9999999999999997E+098                                1                                0 
                             146          8.0913598262809962E+006          2.7273993037508894E+003          2.2005503586351224E+003          0.0000000000000000E+000          1.4865709558110474E+000          3.9333214293990515E+001          1.1754747618349194E+001          9.4022129841565705E-001          1.4271211640345291E+003          3.4020697406990854E+002         -9.9176331490655079E-001         -9.9723632561917308E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521315715314572E+001          6.9999999999999984E-001          1.9221315715314571E+001         -9.8999999999999986E+001         -7.2167436747732667E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2167436747732667E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814026222559226E+053          1.1367781028113881E+049          0.0000000000000000E+000          8.3815163000662044E+053         -3.1703860966522649E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.1703860966471376E+036         -5.1271636120086390E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6819760177361903E+001         -9.8999999999999986E+001          1.1885592924024145E+001         -9.9999999999999997E+098                                1                                0 
                             147          8.0921350041156504E+006          2.7274129578454922E+003          2.2005558669014968E+003          0.0000000000000000E+000          1.4865709558113991E+000          3.9333112116956094E+001          1.1701524763641089E+001          9.4020568089220569E-001          1.4271243653772910E+003          3.4020809592350309E+002         -9.9180062715799289E-001         -9.9723638063832665E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521267601949830E+001          6.9999999999999984E-001          1.9221267601949833E+001         -9.8999999999999986E+001         -7.2071356163227431E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2071356163227431E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814018293389755E+053          1.1367685424194013E+049          0.0000000000000000E+000          8.3815155061932169E+053         -3.2413235709575702E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.2413235709511820E+036         -6.3879151055809515E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6832739512564842E+001         -9.8999999999999986E+001          1.1816146729085339E+001         -9.9999999999999997E+098                                1                                0 
                             148          8.0927929337295219E+006          2.7274247894257464E+003          2.2005606399271519E+003          0.0000000000000000E+000          1.4865709558116633E+000          3.9333023578877416E+001          1.1653418242611247E+001          9.4019242664038627E-001          1.4271271394054115E+003          3.4020906803333725E+002         -9.9183435174005130E-001         -9.9723642749420116E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521225910929484E+001          6.9999999999999984E-001          1.9221225910929483E+001         -9.8999999999999986E+001         -7.1981369105319182E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1981369105319182E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814011422604443E+053          1.1367602860674274E+049          0.0000000000000000E+000          8.3815148182890518E+053         -3.3091997069074202E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.3091997069041376E+036         -3.2827926661217348E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6844356432699513E+001         -9.8999999999999986E+001          1.1771527574662006E+001         -9.9999999999999997E+098                                1                                0 
                             149          8.0933533383467011E+006          2.7274350641494693E+003          2.2005647848866388E+003          0.0000000000000000E+000          1.4865709558118627E+000          3.9332946691535007E+001          1.1610059266589092E+001          9.4018113784220048E-001          1.4271295484079042E+003          3.4020991222709017E+002         -9.9186474747191566E-001         -9.9723646753356598E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521189706035816E+001          6.9999999999999984E-001          1.9221189706035819E+001         -9.8999999999999986E+001         -7.1897344284933267E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1897344284933267E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814005455924165E+053          1.1367531496297656E+049          0.0000000000000000E+000          8.3815142209073787E+053         -3.3738602946933718E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.3738602946895585E+036         -3.8133159011743476E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6863167482634932E+001         -9.8999999999999986E+001          1.1719434323442899E+001         -9.9999999999999997E+098                                1                                0 
                             150          8.0938318307961300E+006          2.7274439963574514E+003          2.2005683882511871E+003          0.0000000000000000E+000          1.4865709558120130E+000          3.9332879850798321E+001          1.1571161621676286E+001          9.4017149964725100E-001          1.4271316426411356E+003          3.4021064611593300E+002         -9.9189201523115134E-001         -9.9723650182502843E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521158231911905E+001          6.9999999999999984E-001          1.9221158231911907E+001         -9.8999999999999986E+001         -7.1819214387517372E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1819214387517372E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3814000268872628E+053          1.1367469659467558E+049          0.0000000000000000E+000          8.3815137015838570E+053         -3.4351167913423232E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.4351167913364203E+036         -5.9029003457102916E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6872448908557381E+001         -9.8999999999999986E+001          1.1693822944528204E+001         -9.9999999999999997E+098                                1                                0 
                             151          8.0942422711140942E+006          2.7274517864926406E+003          2.2005715308844651E+003          0.0000000000000000E+000          1.4865709558121278E+000          3.9332821556591625E+001          1.1536369897571589E+001          9.4016323262881274E-001          1.4271334691023369E+003          3.4021128616902178E+002         -9.9191640435366701E-001         -9.9723653132376755E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521130782198423E+001          6.9999999999999984E-001          1.9221130782198426E+001         -9.8999999999999986E+001         -7.1747121997729444E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1747121997729444E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813995745045834E+053          1.1367415993073000E+049          0.0000000000000000E+000          8.3815132486645149E+053         -3.4926252284209214E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.4926252284183454E+036         -2.5758519514253930E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6880687838161801E+001         -9.8999999999999986E+001          1.1662091215456259E+001         -9.9999999999999997E+098                                1                                0 
                             152          8.0945965075619724E+006          2.7274586132935760E+003          2.2005742848935565E+003          0.0000000000000000E+000          1.4865709558122153E+000          3.9332770471297962E+001          1.1505170786275107E+001          9.4015609796635535E-001          1.4271350696994484E+003          3.4021184707212774E+002         -9.9193827477822538E-001         -9.9723655685109924E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521106727035065E+001          6.9999999999999984E-001          1.9221106727035068E+001         -9.8999999999999986E+001         -7.1680849337190722E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1680849337190722E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813991780645072E+053          1.1367369138740691E+049          0.0000000000000000E+000          8.3815128517558955E+053         -3.5463397488009851E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.5463397487950437E+036         -5.9413908082228775E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6887983743603098E+001         -9.8999999999999986E+001          1.1651698561049304E+001         -9.9999999999999997E+098                                1                                0 
                             153          8.0949037381146699E+006          2.7274646176722040E+003          2.2005767071252985E+003          0.0000000000000000E+000          1.4865709558122837E+000          3.9332725540390321E+001          1.1477134168231023E+001          9.4014991027841588E-001          1.4271364774712904E+003          3.4021234040303705E+002         -9.9195792809629035E-001         -9.9723657904600205E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521085569863594E+001          6.9999999999999984E-001          1.9221085569863593E+001         -9.8999999999999986E+001         -7.1620067962529630E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1620067962529630E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813988293838932E+053          1.1367328135430024E+049          0.0000000000000000E+000          8.3815125026652480E+053         -3.5963291514520642E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.5963291514471943E+036         -4.8701547783019553E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6894461769959982E+001         -9.8999999999999986E+001          1.1638870536426127E+001         -9.9999999999999997E+098                                1                                0 
                             154          8.0951707117926991E+006          2.7274699027293495E+003          2.2005788391727192E+003          0.0000000000000000E+000          1.4865709558123368E+000          3.9332685992305279E+001          1.1452042859840089E+001          9.4014453354637584E-001          1.4271377165913168E+003          3.4021277463284923E+002         -9.9197551663956229E-001         -9.9723659837711576E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521066947368379E+001          6.9999999999999984E-001          1.9221066947368378E+001         -9.8999999999999986E+001         -7.1564305733699554E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1564305733699554E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813985224753983E+053          1.1367292201060907E+049          0.0000000000000000E+000          8.3815121953974081E+053         -3.6428098128892390E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.6428098128831537E+036         -6.0852585214397263E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6900281761581176E+001         -9.8999999999999986E+001          1.1624047688240763E+001         -9.9999999999999997E+098                                1                                0 
                             155          8.0954035253967028E+006          2.7274745658109673E+003          2.2005807203069839E+003          0.0000000000000000E+000          1.4865709558123772E+000          3.9332651098558920E+001          1.1429625116700288E+001          9.4013984491530522E-001          1.4271388098835205E+003          3.4021315775979303E+002         -9.9199123095977382E-001         -9.9723661527053842E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521050516519182E+001          6.9999999999999984E-001          1.9221050516519181E+001         -9.8999999999999986E+001         -7.1513483442603309E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1513483442603309E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813982516859166E+053          1.1367260613142772E+049          0.0000000000000000E+000          8.3815119242920474E+053         -3.6856956444144213E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.6856956444103937E+036         -4.0277460829791347E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6905454758160325E+001         -9.8999999999999986E+001          1.1640176152720569E+001         -9.9999999999999997E+098                                1                                0 
                             156          8.0956079023687942E+006          2.7274787030309158E+003          2.2005823893019920E+003          0.0000000000000000E+000          1.4865709558124096E+000          3.9332620139899880E+001          1.1409548245183712E+001          9.4013572907077525E-001          1.4271397798828687E+003          3.4021349768083468E+002         -9.9200530431145273E-001         -9.9723663012937613E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521035938633176E+001          6.9999999999999984E-001          1.9221035938633179E+001         -9.8999999999999986E+001         -7.1467374108652910E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1467374108652910E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813980114339292E+053          1.1367232754217746E+049          0.0000000000000000E+000          8.3815116837614708E+053         -3.7250410373519660E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.7250410373490599E+036         -2.9061360833111817E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6910047071992302E+001         -9.8999999999999986E+001          1.1646009903887062E+001         -9.9999999999999997E+098                                1                                0 
                             157          8.0957884159675464E+006          2.7274823925512310E+003          2.2005838776895221E+003          0.0000000000000000E+000          1.4865709558124358E+000          3.9332592531419571E+001          1.1391533547063954E+001          9.4013209387773677E-001          1.4271406449152817E+003          3.4021380081796275E+002         -9.9201793208843825E-001         -9.9723664327661776E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521022938287235E+001          6.9999999999999984E-001          1.9221022938287234E+001         -9.8999999999999986E+001         -7.1425550153030883E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1425550153030883E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813977971804231E+053          1.1367208028163605E+049          0.0000000000000000E+000          8.3815114692607054E+053         -3.7610927602565651E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.7610927602523758E+036         -4.1894061898422957E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6914139226134466E+001         -9.8999999999999986E+001          1.1658594888478971E+001         -9.9999999999999997E+098                                1                                0 
                             158          8.0959487748684641E+006          2.7274856988635747E+003          2.2005852114864642E+003          0.0000000000000000E+000          1.4865709558124565E+000          3.9332567790511362E+001          1.1375335159815599E+001          9.4012886462339840E-001          1.4271414201014838E+003          3.4021407246996728E+002         -9.9202928665681445E-001         -9.9723665497491609E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521011288230394E+001          6.9999999999999984E-001          1.9221011288230393E+001         -9.8999999999999986E+001         -7.1387650268204439E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1387650268204439E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813976051802592E+053          1.1367185981290003E+049          0.0000000000000000E+000          8.3815112770400725E+053         -3.7940631880630760E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.7940631880596038E+036         -3.4720557384903786E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6917796751319717E+001         -9.8999999999999986E+001          1.1662132506282344E+001         -9.9999999999999997E+098                                1                                0 
                             159          8.0960920081235776E+006          2.7274886755185762E+003          2.2005864122958992E+003          0.0000000000000000E+000          1.4865709558124729E+000          3.9332545516444917E+001          1.1360730107190868E+001          9.4012598028917826E-001          1.4271421179969404E+003          3.4021431703669157E+002         -9.9203952433052978E-001         -9.9723666543936829E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8521000799765808E+001          6.9999999999999984E-001          1.9221000799765807E+001         -9.8999999999999986E+001         -7.1353319456377688E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1353319456377688E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813974323236684E+053          1.1367166211592299E+049          0.0000000000000000E+000          8.3815111039857845E+053         -3.8241781407006706E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.8241781407047956E+036          4.1251021976577819E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6921074563468952E+001         -9.8999999999999986E+001          1.1686403285321536E+001         -9.9999999999999997E+098                                1                                0 
                             160          8.0962202896283995E+006          2.7274913606325476E+003          2.2005874954944961E+003          0.0000000000000000E+000          1.4865709558124869E+000          3.9332525423987498E+001          1.1347575492618914E+001          9.4012339708290504E-001          1.4271427475383969E+003          3.4021453764986165E+002         -9.9204874529041209E-001         -9.9723667482413558E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8520991338582412E+001          6.9999999999999984E-001          1.9220991338582412E+001         -9.8999999999999986E+001         -7.1322185848027440E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1322185848027440E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813972763971734E+053          1.1367148476980308E+049          0.0000000000000000E+000          8.3815109478819428E+053         -3.8516951177716398E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.8516951177601727E+036         -1.1467336677807344E+025          0.0000000000000000E+000          0.0000000000000000E+000          1.6924026646876754E+001         -9.8999999999999986E+001          1.1710387593194195E+001         -9.9999999999999997E+098                                1                                0 
                             161          8.0963356592233172E+006          2.7274937911748566E+003          2.2005884759961855E+003          0.0000000000000000E+000          1.4865709558124978E+000          3.9332507236491701E+001          1.1335708567822000E+001          9.4012107391600397E-001          1.4271433173936571E+003          3.4021473734696082E+002         -9.9205706362516977E-001         -9.9723668327466597E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8520982774411820E+001          6.9999999999999984E-001          1.9220982774411819E+001         -9.8999999999999986E+001         -7.1294060582214316E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1294060582214316E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813971352539107E+053          1.1367132512057447E+049          0.0000000000000000E+000          8.3815108065790315E+053         -3.8767234089738595E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.8767234089680698E+036         -5.7895731156378575E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6926683599012055E+001         -9.8999999999999986E+001          1.1764167159039930E+001         -9.9999999999999997E+098                                1                                0 
                             162          8.0964399087880654E+006          2.7274960003333358E+003          2.2005893671893541E+003          0.0000000000000000E+000          1.4865709558125073E+000          3.9332490705609217E+001          1.1324985273140820E+001          9.4011897469630890E-001          1.4271438353438939E+003          3.4021491885477087E+002         -9.9206458032282929E-001         -9.9723669091919631E-001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          1.8520974990311192E+001          6.9999999999999984E-001          1.9220974990311191E+001         -9.8999999999999986E+001         -7.1268658089174517E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1268658089174517E+000         -9.8999999999999986E+001          1.0000000000000000E+000          0.0000000000000000E+000          8.3813970069666196E+053          1.1367118116947956E+049          0.0000000000000000E+000          8.3815106781477890E+053         -3.8994685116088688E+036          0.0000000000000000E+000          0.0000000000000000E+000         -3.8994685116049410E+036         -3.9279487412757821E+024          0.0000000000000000E+000          0.0000000000000000E+000          1.6929081706336827E+001         -9.8999999999999986E+001          1.1835772656837815E+001         -9.9999999999999997E+098                                1                                0 
