JD,RV,RV_err,source
2458457.650473,19.530014,0.0111209413,STELLA
2458457.6505,19.530014,0.011120941,STELLA
2458458.531488,19.395197,0.0121802413,STELLA
2458458.5315,19.395197,0.012180241,STELLA
2458458.598,19.396229,0.011358312,STELLA
2458458.598049,19.396229,0.0113583118,STELLA
2458458.7335,19.496942,0.011035553,STELLA
2458458.733519,19.496942,0.011035553,STELLA
2458464.4887,19.825797,0.0080447972,STELLA
2458464.488716,19.825797,0.0080447972,STELLA
2458464.581666,20.031801,0.007714405,STELLA
2458464.5817,20.031801,0.007714405,STELLA
2458464.5968,20.017363,0.0083507208,STELLA
2458464.596846,20.017363,0.0083507208,STELLA
2458465.497057,20.015907,0.0091541993,STELLA
2458465.4971,20.015907,0.0091541993,STELLA
2458468.6678,20.289475,0.0077744048,STELLA
2458468.667817,20.289475,0.0077744048,STELLA
2458469.5847,20.347749,0.0082460001,STELLA
2458469.584717,20.347749,0.0082460001,STELLA
2458469.6131,20.391088,0.0082010098,STELLA
2458469.613112,20.391088,0.0082010098,STELLA
2458469.6164,20.354435,0.0086186007,STELLA
2458469.616426,20.354435,0.0086186007,STELLA
2458469.7122,20.347229,0.0084705072,STELLA
2458469.71224,20.347229,0.0084705072,STELLA
2458470.489669,20.3897,0.008082631,STELLA
2458470.4897,20.3897,0.008082631,STELLA
2458470.5527,20.397149,0.0075763344,STELLA
2458470.552716,20.397149,0.0075763344,STELLA
2458470.5844,20.398336,0.0062463189,STELLA
2458470.5844,20.398336,0.0062463189,STELLA
2458470.5877,20.457563,0.0082423411,STELLA
2458470.587715,20.457563,0.0082423411,STELLA
2458470.625075,20.389844,0.0080136104,STELLA
2458470.6251,20.389844,0.0080136104,STELLA
2458470.632165,20.45337,0.0081407345,STELLA
2458470.6322,20.45337,0.0081407345,STELLA
2458470.63548,20.457218,0.0076417398,STELLA
2458470.6355,20.457218,0.0076417398,STELLA
2458470.638799,20.439634,0.0076152681,STELLA
2458470.6388,20.439634,0.0076152681,STELLA
2458470.6421,20.388348,0.0082272555,STELLA
2458470.642113,20.388348,0.0082272555,STELLA
2458470.6492,20.473072,0.0074599807,STELLA
2458470.649212,20.473072,0.0074599807,STELLA
2458470.6525,20.506377,0.0081001841,STELLA
2458470.652539,20.506377,0.0081001841,STELLA
2458471.4596,20.47644,0.0081087154,STELLA
2458471.459636,20.47644,0.0081087154,STELLA
2458471.515574,20.505611,0.0076498613,STELLA
2458471.5156,20.505611,0.0076498613,STELLA
2458471.6458,20.496586,0.0077025166,STELLA
2458471.645804,20.496586,0.0077025166,STELLA
2458472.4642,20.548301,0.0075993215,STELLA
2458472.464213,20.548301,0.0075993215,STELLA
2458472.555683,20.558508,0.0072691586,STELLA
2458472.5557,20.558508,0.0072691586,STELLA
2458472.572759,20.565692,0.0077654963,STELLA
2458472.5728,20.565692,0.0077654963,STELLA
2458472.583158,20.589389,0.0074507057,STELLA
2458472.5832,20.589389,0.0074507057,STELLA
2458472.586463,20.561931,0.0074284196,STELLA
2458472.5865,20.561931,0.0074284196,STELLA
2458472.589781,20.49946,0.0070691422,STELLA
2458472.5898,20.49946,0.0070691422,STELLA
2458472.623079,20.579284,0.0072182318,STELLA
2458472.6231,20.579284,0.0072182318,STELLA
2458473.4491,20.638705,0.0083172167,STELLA
2458473.449103,20.638705,0.0083172167,STELLA
2458473.472958,20.615066,0.0073741526,STELLA
2458473.473,20.615066,0.0073741526,STELLA
2458473.501968,20.64579,0.007994672,STELLA
2458473.502,20.64579,0.007994672,STELLA
2458473.5163,20.628523,0.0072419165,STELLA
2458473.516334,20.628523,0.0072419165,STELLA
2458473.5265,20.615019,0.0076129261,STELLA
2458473.526548,20.615019,0.0076129261,STELLA
2458473.5393,20.640898,0.0074468928,STELLA
2458473.539345,20.640898,0.0074468928,STELLA
2458473.5462,20.64361,0.0069398478,STELLA
2458473.54621,20.64361,0.0069398478,STELLA
2458473.5609,20.647998,0.0067774271,STELLA
2458473.560924,20.647998,0.0067774271,STELLA
2458473.564267,20.635405,0.0075575472,STELLA
2458473.5643,20.635405,0.0075575472,STELLA
2458473.575,20.669256,0.0074174981,STELLA
2458473.575047,20.669256,0.0074174981,STELLA
2458473.5878,20.59303,0.0073323454,STELLA
2458473.587828,20.59303,0.0073323454,STELLA
2458473.597477,20.644132,0.0080387652,STELLA
2458473.5975,20.644132,0.0080387652,STELLA
2458474.4551,20.706314,0.0085371137,STELLA
2458474.455147,20.706314,0.0085371137,STELLA
2458474.4762,20.696669,0.0080403573,STELLA
2458474.476212,20.696669,0.0080403573,STELLA
2458474.504393,20.666045,0.0076605585,STELLA
2458474.5044,20.666045,0.0076605585,STELLA
2458474.5187,20.669129,0.0081105884,STELLA
2458474.518703,20.669129,0.0081105884,STELLA
2458474.5383,20.77264,0.0080521825,STELLA
2458474.538339,20.77264,0.0080521825,STELLA
2458474.545,20.72019,0.0077701721,STELLA
2458474.545011,20.72019,0.0077701721,STELLA
2458474.55297,20.743887,0.0071749356,STELLA
2458474.553,20.743887,0.0071749356,STELLA
2458474.5598,20.687363,0.0078756782,STELLA
2458474.55981,20.687363,0.0078756782,STELLA
2458474.5671,20.717131,0.0077256337,STELLA
2458474.567104,20.717131,0.0077256337,STELLA
2458474.5739,20.745172,0.0080358911,STELLA
2458474.573935,20.745172,0.0080358911,STELLA
2458474.577269,20.764493,0.0077331963,STELLA
2458474.5773,20.764493,0.0077331963,STELLA
2458474.580589,20.716861,0.0076637249,STELLA
2458474.5806,20.716861,0.0076637249,STELLA
2458474.5839,20.727081,0.0071631994,STELLA
2458474.583911,20.727081,0.0071631994,STELLA
2458474.590888,20.78096,0.0072610416,STELLA
2458474.5909,20.78096,0.0072610416,STELLA
2458474.600663,20.727914,0.0076475846,STELLA
2458474.6007,20.727914,0.0076475846,STELLA
2458474.603986,20.764346,0.0075448484,STELLA
2458474.604,20.764346,0.0075448484,STELLA
2458474.623951,20.755412,0.0074238235,STELLA
2458474.624,20.755412,0.0074238235,STELLA
2458474.6274,20.754152,0.0073570125,STELLA
2458474.627434,20.754152,0.0073570125,STELLA
2458474.6309,20.698243,0.0067864543,STELLA
2458474.630911,20.698243,0.0067864543,STELLA
2458474.645998,20.758902,0.0076200915,STELLA
2458474.646,20.758902,0.0076200915,STELLA
2458475.4583,20.73581,0.0073193074,STELLA
2458475.458346,20.73581,0.0073193074,STELLA
2458475.482088,20.729755,0.006570325,STELLA
2458475.4821,20.729755,0.006570325,STELLA
2458475.494868,20.757794,0.006705353,STELLA
2458475.4949,20.757794,0.006705353,STELLA
2458475.5018,20.512782,0.0073155522,STELLA
2458475.501802,20.512782,0.0073155522,STELLA
2458475.528079,20.787417,0.0070728544,STELLA
2458475.5281,20.787417,0.0070728544,STELLA
2458475.5408,20.803678,0.0077054085,STELLA
2458475.540844,20.803678,0.0077054085,STELLA
2458475.547697,20.791157,0.0071530133,STELLA
2458475.5477,20.791157,0.0071530133,STELLA
2458475.555,20.814586,0.0065641448,STELLA
2458475.555016,20.814586,0.0065641448,STELLA
2458475.566291,20.819381,0.0078322655,STELLA
2458475.5663,20.819381,0.0078322655,STELLA
2458475.5696,20.763618,0.006644904,STELLA
2458475.569625,20.763618,0.006644904,STELLA
2458475.572958,20.795535,0.0074100803,STELLA
2458475.573,20.795535,0.0074100803,STELLA
2458475.576281,20.784702,0.0076562691,STELLA
2458475.5763,20.784702,0.0076562691,STELLA
2458475.5831,20.742562,0.007092136,STELLA
2458475.583102,20.742562,0.007092136,STELLA
2458475.592887,20.749428,0.0067625755,STELLA
2458475.5929,20.749428,0.0067625755,STELLA
2458475.600894,20.535111,0.0062615434,STELLA
2458475.6009,20.535111,0.0062615434,STELLA
2458475.604383,20.568763,0.0066307181,STELLA
2458475.6044,20.568763,0.0066307181,STELLA
2458475.6187,20.793674,0.0080808703,STELLA
2458475.618741,20.793674,0.0080808703,STELLA
2458475.629796,20.660747,0.0065068124,STELLA
2458475.6298,20.660747,0.0065068124,STELLA
2458475.6331,20.796882,0.0076366453,STELLA
2458475.633113,20.796882,0.0076366453,STELLA
2458475.640051,20.745668,0.00833974,STELLA
2458475.6401,20.745668,0.00833974,STELLA
2458475.6435,20.787019,0.0066173086,STELLA
2458475.643534,20.787019,0.0066173086,STELLA
2458477.4809,20.881234,0.0069584582,STELLA
2458477.480921,20.881234,0.0069584582,STELLA
2458477.520751,20.931796,0.0076122728,STELLA
2458477.5208,20.931796,0.0076122728,STELLA
2458477.549351,20.926687,0.007689501,STELLA
2458477.5494,20.926687,0.007689501,STELLA
2458477.560791,20.894549,0.0066615286,STELLA
2458477.5608,20.894549,0.0066615286,STELLA
2458477.5674,20.878491,0.0076697263,STELLA
2458477.56744,20.878491,0.0076697263,STELLA
2458477.57077,20.930738,0.0075610877,STELLA
2458477.5708,20.930738,0.0075610877,STELLA
2458477.57409,20.907477,0.0073954784,STELLA
2458477.5741,20.907477,0.0073954784,STELLA
2458477.58909,20.949284,0.0074882794,STELLA
2458477.5891,20.949284,0.0074882794,STELLA
2458477.602484,20.94481,0.007972361,STELLA
2458477.6025,20.94481,0.007972361,STELLA
2458477.6058,20.950621,0.0076943787,STELLA
2458477.605801,20.950621,0.0076943787,STELLA
2458477.6134,20.888804,0.0073545066,STELLA
2458477.613445,20.888804,0.0073545066,STELLA
2458477.616763,20.892552,0.0069506617,STELLA
2458477.6168,20.892552,0.0069506617,STELLA
2458477.620083,20.869301,0.007517631,STELLA
2458477.6201,20.869301,0.007517631,STELLA
2458477.6267,20.908492,0.0074849265,STELLA
2458477.626714,20.908492,0.0074849265,STELLA
2458477.633664,20.890116,0.0075507822,STELLA
2458477.6337,20.890116,0.0075507822,STELLA
2458477.640489,20.875918,0.007750736,STELLA
2458477.6405,20.875918,0.007750736,STELLA
2458478.4569,20.999962,0.0075348448,STELLA
2458478.456945,20.999962,0.0075348448,STELLA
2458478.474152,20.99349,0.0080403009,STELLA
2458478.4742,20.99349,0.0080403009,STELLA
2458478.490754,21.020291,0.0082610979,STELLA
2458478.4908,21.020291,0.0082610979,STELLA
2458478.519758,20.992093,0.0080226208,STELLA
2458478.5198,20.992093,0.0080226208,STELLA
2458478.5391,20.993864,0.0072984458,STELLA
2458478.53915,20.993864,0.0072984458,STELLA
2458478.564299,21.030697,0.0078430864,STELLA
2458478.5643,21.030697,0.0078430864,STELLA
2458478.5676,21.011357,0.0072290989,STELLA
2458478.567632,21.011357,0.0072290989,STELLA
2458478.580269,20.999495,0.0069227001,STELLA
2458478.5803,20.999495,0.0069227001,STELLA
2458478.587084,20.996753,0.007982063,STELLA
2458478.5871,20.996753,0.007982063,STELLA
2458478.5904,21.048533,0.008151755,STELLA
2458478.590414,21.048533,0.008151755,STELLA
2458478.5937,21.007031,0.0077145168,STELLA
2458478.593733,21.007031,0.0077145168,STELLA
2458478.606679,21.019348,0.007595844,STELLA
2458478.6067,21.019348,0.007595844,STELLA
2458478.6259,21.006394,0.007386188,STELLA
2458478.625903,21.006394,0.007386188,STELLA
2458478.632999,20.996086,0.0073938843,STELLA
2458478.633,20.996086,0.0073938843,STELLA
2458478.6406,21.00512,0.0071385085,STELLA
2458478.640634,21.00512,0.0071385085,STELLA
2458479.4699,21.075541,0.0070640533,STELLA
2458479.469938,21.075541,0.0070640533,STELLA
2458480.4244,21.10576,0.0069718336,STELLA
2458480.42441,21.10576,0.0069718336,STELLA
2458480.4368,21.076007,0.0076936247,STELLA
2458480.436811,21.076007,0.0076936247,STELLA
2458480.453363,21.120095,0.0069801836,STELLA
2458480.4534,21.120095,0.0069801836,STELLA
2458480.461162,21.085396,0.0069975312,STELLA
2458480.4612,21.085396,0.0069975312,STELLA
2458480.474091,21.115281,0.0071568282,STELLA
2458480.4741,21.115281,0.0071568282,STELLA
2458480.485688,21.162721,0.0071165551,STELLA
2458480.4857,21.162721,0.0071165551,STELLA
2458480.492996,21.092148,0.0072549607,STELLA
2458480.493,21.092148,0.0072549607,STELLA
2458480.500472,21.160267,0.007206279,STELLA
2458480.5005,21.160267,0.007206279,STELLA
2458480.5229,21.218048,0.0074040559,STELLA
2458480.522929,21.218048,0.0074040559,STELLA
2458480.536084,21.150452,0.0068860413,STELLA
2458480.5361,21.150452,0.0068860413,STELLA
2458480.5427,21.177113,0.0077573441,STELLA
2458480.542709,21.177113,0.0077573441,STELLA
2458480.546,21.160492,0.007593887,STELLA
2458480.546032,21.160492,0.007593887,STELLA
2458480.549355,21.157947,0.0071562088,STELLA
2458480.5494,21.157947,0.0071562088,STELLA
2458480.552689,21.157945,0.0070957274,STELLA
2458480.5527,21.157945,0.0070957274,STELLA
2458480.5595,21.165393,0.0064912988,STELLA
2458480.559503,21.165393,0.0064912988,STELLA
2458480.5628,21.186297,0.0070413621,STELLA
2458480.562825,21.186297,0.0070413621,STELLA
2458480.566159,21.183654,0.0071336447,STELLA
2458480.5662,21.183654,0.0071336447,STELLA
2458480.578791,21.143362,0.0069434606,STELLA
2458480.5788,21.143362,0.0069434606,STELLA
2458480.5856,21.150957,0.00699832,STELLA
2458480.5856,21.150957,0.00699832,STELLA
2458480.5959,21.167897,0.0070938878,STELLA
2458480.595934,21.167897,0.0070938878,STELLA
2458480.599273,21.109877,0.0074758923,STELLA
2458480.5993,21.109877,0.0074758923,STELLA
2458480.6026,21.178503,0.0070278146,STELLA
2458480.602604,21.178503,0.0070278146,STELLA
2458480.613782,21.096102,0.0071978885,STELLA
2458480.6138,21.096102,0.0071978885,STELLA
2458480.6171,21.120049,0.0070696603,STELLA
2458480.617102,21.120049,0.0070696603,STELLA
2458480.6204,21.125153,0.0064247872,STELLA
2458480.620423,21.125153,0.0064247872,STELLA
2458480.6275,21.144863,0.0078716931,STELLA
2458480.627518,21.144863,0.0078716931,STELLA
2458480.6308,21.1036,0.0068801551,STELLA
2458480.630849,21.1036,0.0068801551,STELLA
2458480.634169,21.106539,0.0067677098,STELLA
2458480.6342,21.106539,0.0067677098,STELLA
2458480.637489,21.154088,0.0071370048,STELLA
2458480.6375,21.154088,0.0071370048,STELLA
2458480.6444,21.070414,0.0071663041,STELLA
2458480.644406,21.070414,0.0071663041,STELLA
2458480.6477,21.097072,0.007391467,STELLA
2458480.647725,21.097072,0.007391467,STELLA
2458480.6547,21.085945,0.0073091582,STELLA
2458480.654738,21.085945,0.0073091582,STELLA
2458480.6618,21.100326,0.0066963865,STELLA
2458480.661814,21.100326,0.0066963865,STELLA
2458480.668958,21.127415,0.0080126509,STELLA
2458480.669,21.127415,0.0080126509,STELLA
2458480.679253,21.066541,0.0067253767,STELLA
2458480.6793,21.066541,0.0067253767,STELLA
2458480.6863,20.971311,0.0061635477,STELLA
2458480.686314,20.971311,0.0061635477,STELLA
2458481.442357,21.139166,0.0064945958,STELLA
2458481.4424,21.139166,0.0064945958,STELLA
2458481.5524,21.149697,0.0065935859,STELLA
2458481.552447,21.149697,0.0065935859,STELLA
2458482.4195,21.27491,0.0072210827,STELLA
2458482.419514,21.27491,0.0072210827,STELLA
2458483.5136,21.336981,0.0072596849,STELLA
2458483.513646,21.336981,0.0072596849,STELLA
2458484.434456,21.402123,0.0073176809,STELLA
2458484.4345,21.402123,0.0073176809,STELLA
2458484.5447,21.347119,0.0069815364,STELLA
2458484.544733,21.347119,0.0069815364,STELLA
2458484.544733,21.347119,0.0069815364,STELLA
2458485.675252,21.391414,0.0069846618,STELLA
2458485.675252,21.391414,0.0069846618,STELLA
2458485.6753,21.391414,0.0069846618,STELLA
2458486.43789,21.472441,0.0070335244,STELLA
2458486.43789,21.472441,0.0070335244,STELLA
2458486.4379,21.472441,0.0070335244,STELLA
2458486.5461,21.564778,0.0071320423,STELLA
2458486.546148,21.564778,0.0071320423,STELLA
2458486.546148,21.564778,0.0071320423,STELLA
2458487.4344,21.569178,0.0062772505,STELLA
2458487.434438,21.569178,0.0062772505,STELLA
2458487.434438,21.569178,0.0062772505,STELLA
2458488.415679,21.600883,0.006963645,STELLA
2458488.415679,21.600883,0.006963645,STELLA
2458488.4157,21.600883,0.006963645,STELLA
2458488.5955,21.511704,0.0060935855,STELLA
2458488.5955,21.511704,0.0060935855,STELLA
2458488.5955,21.511704,0.0060935855,STELLA
2458489.436,21.657959,0.0060358603,STELLA
2458489.436012,21.657959,0.0060358603,STELLA
2458489.436012,21.657959,0.0060358603,STELLA
2458489.5279,21.70073,0.0064679893,STELLA
2458489.527914,21.70073,0.0064679893,STELLA
2458489.527914,21.70073,0.0064679893,STELLA
2458489.624,21.671101,0.0064047371,STELLA
2458489.624031,21.671101,0.0064047371,STELLA
2458489.624031,21.671101,0.0064047371,STELLA
2458490.436295,21.526281,0.006194866,STELLA
2458490.436295,21.526281,0.006194866,STELLA
2458490.4363,21.526281,0.006194866,STELLA
2458490.5294,21.684912,0.0070762678,STELLA
2458490.529426,21.684912,0.0070762678,STELLA
2458490.529426,21.684912,0.0070762678,STELLA
2458491.424085,21.501209,0.0154091665,STELLA
2458491.424085,21.501209,0.0154091665,STELLA
2458491.4241,21.501209,0.015409167,STELLA
2458491.452366,21.719215,0.0057788895,STELLA
2458491.452366,21.719215,0.0057788895,STELLA
2458491.4524,21.719215,0.0057788895,STELLA
2458491.6214,21.774643,0.0063136787,STELLA
2458491.62143,21.774643,0.0063136787,STELLA
2458491.62143,21.774643,0.0063136787,STELLA
2458492.406696,21.775982,0.0062150766,STELLA
2458492.406696,21.775982,0.0062150766,STELLA
2458492.4067,21.775982,0.0062150766,STELLA
2458492.497363,21.79145,0.0059019887,STELLA
2458492.497363,21.79145,0.0059019887,STELLA
2458492.4974,21.79145,0.0059019887,STELLA
2458493.4202,21.917451,0.0060786965,STELLA
2458493.420212,21.917451,0.0060786965,STELLA
2458493.6439,21.852126,0.0058670122,STELLA
2458493.64391,21.852126,0.0058670122,STELLA
2458493.64391,21.852126,0.0058670122,STELLA
2458494.482991,21.872178,0.0054218916,STELLA
2458494.483,21.872178,0.0054218916,STELLA
2458494.5798,21.909045,0.0061736566,STELLA
2458494.579801,21.909045,0.0061736566,STELLA
2458495.4079,21.871632,0.0057302569,STELLA
2458495.407941,21.871632,0.0057302569,STELLA
2458495.4993,21.898877,0.0056991201,STELLA
2458495.499331,21.898877,0.0056991201,STELLA
2458496.4213,21.883061,0.0059111995,STELLA
2458496.421339,21.883061,0.0059111995,STELLA
2458496.5135,21.889172,0.0056179755,STELLA
2458496.513512,21.889172,0.0056179755,STELLA
2458497.455,21.847088,0.0048393999,STELLA
2458497.455023,21.847088,0.0048393999,STELLA
2458497.546988,21.980141,0.0047701953,STELLA
2458497.547,21.980141,0.0047701953,STELLA
2458498.409467,21.953656,0.004344606,STELLA
2458498.4095,21.953656,0.004344606,STELLA
2458498.5096,21.920169,0.0051129023,STELLA
2458498.509641,21.920169,0.0051129023,STELLA
2458498.627064,21.95669,0.0055416762,STELLA
2458498.6271,21.95669,0.0055416762,STELLA
2458499.4114,22.000887,0.0050082855,STELLA
2458499.411437,22.000887,0.0050082855,STELLA
2458499.5099,21.998912,0.0053813167,STELLA
2458499.509914,21.998912,0.0053813167,STELLA
2458499.6017,21.95553,0.0047404585,STELLA
2458499.601747,21.95553,0.0047404585,STELLA
2458502.4114,21.976087,0.0042125812,STELLA
2458502.411427,21.976087,0.0042125812,STELLA
2458502.5771,21.918195,0.0043515215,STELLA
2458502.577135,21.918195,0.0043515215,STELLA
2458503.4406,22.02593,0.0046346955,STELLA
2458503.440633,22.02593,0.0046346955,STELLA
2458503.533265,22.033477,0.0041198658,STELLA
2458503.5333,22.033477,0.0041198658,STELLA
2458506.413077,21.921491,0.0033421593,STELLA
2458506.4131,21.921491,0.0033421593,STELLA
2458506.536581,21.913501,0.0038430864,STELLA
2458506.5366,21.913501,0.0038430864,STELLA
2458507.4134,21.944099,0.0038980244,STELLA
2458507.41345,21.944099,0.0038980244,STELLA
2458507.503416,21.518185,0.013344549,STELLA
2458507.5067,21.823483,0.0038060363,STELLA
2458507.506729,21.823483,0.0038060363,STELLA
2458508.4143,21.88893,0.002998674,STELLA
2458508.414301,21.88893,0.002998674,STELLA
2458508.5059,21.902215,0.0029623974,STELLA
2458508.505946,21.902215,0.0029623974,STELLA
2458508.6032,21.894536,0.0042639343,STELLA
2458508.603224,21.894536,0.0042639343,STELLA
2458509.414475,21.841307,0.0027265719,STELLA
2458509.4145,21.841307,0.0027265719,STELLA
2458509.5173,21.947538,0.0038019654,STELLA
2458509.517343,21.947538,0.0038019654,STELLA
2458510.4147,21.716539,0.0033047898,STELLA
2458510.41474,21.716539,0.0033047898,STELLA
2458511.415271,21.753778,0.0030153882,STELLA
2458511.4153,21.753778,0.0030153882,STELLA
2458511.5431,21.749098,0.0029664068,STELLA
2458511.543141,21.749098,0.0029664068,STELLA
2458512.4157,21.764732,0.0032114579,STELLA
2458512.415724,21.764732,0.0032114579,STELLA
2458512.508166,21.75827,0.003616992,STELLA
2458512.5082,21.75827,0.003616992,STELLA
2458513.416,21.730296,0.0032534657,STELLA
2458513.416005,21.730296,0.0032534657,STELLA
2458513.5073,21.67224,0.0032065876,STELLA
2458513.507347,21.67224,0.0032065876,STELLA
2458514.4166,21.657064,0.003296389,STELLA
2458514.416627,21.657064,0.003296389,STELLA
2458514.5088,21.64027,0.0030535997,STELLA
2458514.508845,21.64027,0.0030535997,STELLA
2458515.4173,21.550779,0.0031807682,STELLA
2458515.417305,21.550779,0.0031807682,STELLA
2458515.508585,21.639363,0.0038707549,STELLA
2458515.5086,21.639363,0.0038707549,STELLA
2458517.4184,21.447642,0.0038816249,STELLA
2458517.418436,21.447642,0.0038816249,STELLA
2458517.5785,21.485568,0.003476256,STELLA
2458517.578536,21.485568,0.003476256,STELLA
2458518.4185,21.466328,0.0037831656,STELLA
2458518.418503,21.466328,0.0037831656,STELLA
2458518.5099,21.394448,0.0040066708,STELLA
2458518.509935,21.394448,0.0040066708,STELLA
2458519.419,21.423627,0.003867339,STELLA
2458519.419038,21.423627,0.003867339,STELLA
2458519.525993,21.326662,0.0040293189,STELLA
2458519.526,21.326662,0.0040293189,STELLA
2458520.4195,21.358721,0.0042158739,STELLA
2458520.419531,21.358721,0.0042158739,STELLA
2458520.5112,21.323492,0.0038311822,STELLA
2458520.51121,21.323492,0.0038311822,STELLA
2458521.41977,21.308572,0.004386271,STELLA
2458521.4198,21.308572,0.004386271,STELLA
2458522.4203,21.231987,0.0038148494,STELLA
2458522.420349,21.231987,0.0038148494,STELLA
2458522.542989,21.265489,0.0045929189,STELLA
2458522.543,21.265489,0.0045929189,STELLA
2458523.4207,21.246479,0.0045564775,STELLA
2458523.420719,21.246479,0.0045564775,STELLA
2458523.527796,21.146105,0.0048782626,STELLA
2458523.5278,21.146105,0.0048782626,STELLA
2458525.4218,21.07961,0.0042631848,STELLA
2458525.421819,21.07961,0.0042631848,STELLA
2458525.543494,21.01076,0.0050125669,STELLA
2458525.5435,21.01076,0.0050125669,STELLA
2458526.4616,21.057832,0.0053255474,STELLA
2458526.461622,21.057832,0.0053255474,STELLA
2458528.423,21.016808,0.004720005,STELLA
2458528.423008,21.016808,0.004720005,STELLA
2458528.514679,21.011758,0.0046612699,STELLA
2458528.5147,21.011758,0.0046612699,STELLA
2458540.3454,20.24248,0.0064279549,STELLA
2458540.345439,20.24248,0.0064279549,STELLA
2458542.4573,20.002663,0.0078205075,STELLA
2458542.457345,20.002663,0.0078205075,STELLA
2458543.488373,20.01981,0.0083836074,STELLA
2458543.4884,20.01981,0.0083836074,STELLA
2458545.409356,19.294565,0.0088446276,STELLA
2458545.4094,19.294565,0.0088446276,STELLA
2458546.44025,18.558035,0.0084348625,STELLA
2458547.429951,19.421095,0.0118670891,STELLA
2458547.43,19.421095,0.011867089,STELLA
2458548.429565,20.105195,0.0079046301,STELLA
2458548.4296,20.105195,0.0079046301,STELLA
2458549.4396,20.069162,0.010820203,STELLA
2458549.439623,20.069162,0.0108202026,STELLA
2458551.39468,19.087725,0.0095049437,STELLA
2458551.3947,19.087725,0.0095049437,STELLA
2458553.351688,18.857499,0.0099353572,STELLA
2458553.3517,18.857499,0.0099353572,STELLA
2458556.349467,18.468444,0.0112667647,STELLA
2458556.3495,18.468444,0.011266765,STELLA
2458557.3501,18.666069,0.01027527,STELLA
2458557.350133,18.666069,0.0102752702,STELLA
2458558.369275,18.445257,0.0109870517,STELLA
2458558.3693,18.445257,0.010987052,STELLA
2458559.3467,18.405142,0.010543173,STELLA
2458559.346748,18.405142,0.0105431734,STELLA
2458560.347095,18.270431,0.0114638448,STELLA
2458560.3471,18.270431,0.011463845,STELLA
2458560.4523,18.114834,0.0111663,STELLA
2458560.452331,18.114834,0.0111662995,STELLA
2458561.349458,17.869186,0.0091124871,STELLA
2458561.3495,17.869186,0.0091124871,STELLA
2458562.35657,18.057502,0.0094586286,STELLA
2458562.3566,18.057502,0.0094586286,STELLA
2458563.349795,18.039032,0.0099011671,STELLA
2458563.3498,18.039032,0.0099011671,STELLA
2458563.440686,17.96569,0.0102468445,STELLA
2458563.4407,17.96569,0.010246845,STELLA
2458564.3504,18.002507,0.0098761602,STELLA
2458564.350416,18.002507,0.0098761602,STELLA
2458580.3588,16.642535,0.0091655455,STELLA
2458580.358804,16.642535,0.0091655455,STELLA
2458582.362886,16.854098,0.0237388437,STELLA
2458582.3629,16.854098,0.023738844,STELLA
2458583.367068,16.597557,0.0095684771,STELLA
2458583.3671,16.597557,0.0095684771,STELLA
2458584.3598,16.557969,0.0095967995,STELLA
2458584.359817,16.557969,0.0095967995,STELLA
2458586.360786,16.861348,0.0099935657,STELLA
2458586.3608,16.861348,0.0099935657,STELLA
2458587.3615,16.577334,0.0086090726,STELLA
2458587.361531,16.577334,0.0086090726,STELLA
2458588.3614,16.434594,0.0094745522,STELLA
2458588.36143,16.434594,0.0094745522,STELLA
2458589.3583,16.568744,0.010062809,STELLA
2458589.358316,16.568744,0.0100628091,STELLA
2458590.3599,16.402758,0.0091484605,STELLA
2458590.359913,16.402758,0.0091484605,STELLA
2458591.360775,16.438355,0.0092651172,STELLA
2458591.3608,16.438355,0.0092651172,STELLA
2458592.358867,16.490637,0.0089178873,STELLA
2458592.3589,16.490637,0.0089178873,STELLA
2458593.3633,16.453211,0.0090122851,STELLA
2458593.363348,16.453211,0.0090122851,STELLA
2458594.363873,16.508033,0.0079838232,STELLA
2458594.3639,16.508033,0.0079838232,STELLA
2458595.363959,16.509763,0.0087860526,STELLA
2458595.364,16.509763,0.0087860526,STELLA
2458597.364992,16.473302,0.0087371956,STELLA
2458597.365,16.473302,0.0087371956,STELLA
2458598.365063,16.515173,0.009353584,STELLA
2458598.3651,16.515173,0.009353584,STELLA
2458710.7266,15.484811,0.008962612,STELLA
2458710.726624,15.484811,0.008962612,STELLA
2458711.7,15.49727,0.010250089,STELLA
2458711.700033,15.49727,0.010250089,STELLA
2458713.7064,15.234872,0.010933216,STELLA
2458713.706441,15.234872,0.0109332159,STELLA
2458713.706892,15.257021,0.0105972614,STELLA
2458713.706893,15.216281,0.0090669814,STELLA
2458713.7069,15.257021,0.010597261,STELLA
2458713.7069,15.216281,0.0090669814,STELLA
2458713.7073,15.257014,0.0088793287,STELLA
2458713.707345,15.257014,0.0088793287,STELLA
2458714.703,15.395743,0.0092512571,STELLA
2458714.703012,15.395743,0.0092512571,STELLA
2458714.703487,15.432058,0.0093644414,STELLA
2458714.703499,15.40703,0.0093040839,STELLA
2458714.7035,15.40703,0.0093040839,STELLA
2458714.7035,15.432058,0.0093644414,STELLA
2458714.703998,15.421659,0.0095807022,STELLA
2458714.704,15.421659,0.0095807022,STELLA
2458715.7012,15.226671,0.010237833,STELLA
2458715.701237,15.226671,0.0102378335,STELLA
2458715.701657,15.260311,0.0104622157,STELLA
2458715.701677,15.235371,0.0103989217,STELLA
2458715.7017,15.235371,0.010398922,STELLA
