JD,RV,RV_err,source
2459304.332226,23.395283,0.0093369391,STELLA
2459304.332235,23.362631,0.0092538973,STELLA
2459304.332664,23.381887,0.0092663909,STELLA
2459305.332023,23.193861,0.0100443949,STELLA
2459305.332444,23.285465,0.0097438302,STELLA
2459305.332452,23.269115,0.0103592442,STELLA
2459305.332881,23.345588,0.0101994138,STELLA
2459306.332302,23.316821,0.0098885188,STELLA
2459306.332721,23.346774,0.0097800618,STELLA
2459306.332733,23.405718,0.0097027499,STELLA
2459306.333161,23.38215,0.0097922277,STELLA
2459307.33272,23.371778,0.0096882844,STELLA
2459307.333218,23.425051,0.0094321645,STELLA
2459307.33323,23.377286,0.0098705183,STELLA
2459307.33374,23.413182,0.0103048244,STELLA
2459308.333074,23.47318,0.0095196707,STELLA
2459308.333565,23.488714,0.0095002458,STELLA
2459308.333572,23.463002,0.0093148177,STELLA
2459308.334082,23.460386,0.0097356479,STELLA
2459309.337284,23.51866,0.0099232289,STELLA
2459309.33772,23.526125,0.009525444,STELLA
2459309.337724,23.480149,0.0086420927,STELLA
2459309.338164,23.539268,0.0096508777,STELLA
2459310.334079,23.293945,0.0096796123,STELLA
2459310.33455,23.3153,0.0101236617,STELLA
2459310.334554,23.331688,0.0098570753,STELLA
2459310.33503,23.295743,0.0101278601,STELLA
2459312.384071,23.420991,0.0092483583,STELLA
2459312.384512,23.268531,0.0096597257,STELLA
2459312.384583,23.273619,0.0091386628,STELLA
2459312.417542,23.297003,0.0098215357,STELLA
2459312.417971,23.314191,0.0098962332,STELLA
2459312.417982,23.2556,0.0101391945,STELLA
2459312.418422,23.336074,0.0109332746,STELLA
2459314.396289,23.590412,0.0098957227,STELLA
2459314.396716,23.521434,0.0098367519,STELLA
2459314.396718,23.550886,0.0102567108,STELLA
2459314.397147,23.52765,0.0099854639,STELLA
2459317.405831,23.517276,0.0097439901,STELLA
2459317.406265,23.565208,0.0079503442,STELLA
2459317.406271,23.56009,0.0098002009,STELLA
2459317.406712,23.553354,0.0082741651,STELLA
2459321.343661,23.715328,0.0098726539,STELLA
2459321.344085,23.731754,0.009661854,STELLA
2459321.34409,23.713413,0.0101246657,STELLA
2459321.344518,23.591282,0.0105884079,STELLA
2459322.337677,23.931253,0.0094787205,STELLA
2459322.338098,23.902764,0.0092072029,STELLA
2459322.338105,23.883969,0.0091820888,STELLA
2459322.338534,23.853781,0.0097222896,STELLA
2459323.372114,23.869833,0.0087191957,STELLA
2459323.372537,23.889262,0.0094036101,STELLA
2459323.372543,23.858415,0.0088126815,STELLA
2459323.372972,23.851665,0.0094605172,STELLA
2459324.338404,23.873993,0.0096123913,STELLA
2459324.338823,23.888339,0.0094354867,STELLA
2459324.338832,23.902902,0.009643557,STELLA
2459324.339261,23.877044,0.0094423425,STELLA
2459325.338762,23.969204,0.0099794758,STELLA
2459325.339181,23.966939,0.0089655523,STELLA
2459325.339191,23.971543,0.0091907251,STELLA
2459325.33962,23.968661,0.0090713545,STELLA
2459326.360147,23.92548,0.0096149438,STELLA
2459326.360568,23.930296,0.0096058572,STELLA
2459326.360576,23.937239,0.0096708137,STELLA
2459326.361005,23.887855,0.0098139517,STELLA
2459327.362748,23.99146,0.0100943882,STELLA
2459327.363173,24.006327,0.0095116335,STELLA
2459327.363177,23.966836,0.0091842819,STELLA
2459327.363606,23.992259,0.0095039666,STELLA
2459328.339886,23.813099,0.0097247794,STELLA
2459328.340306,23.887836,0.0096697274,STELLA
2459328.340314,23.793024,0.0102622807,STELLA
2459328.340742,23.851577,0.0102650967,STELLA
2459330.360141,24.046606,0.0097584963,STELLA
2459330.360565,23.981019,0.0098569618,STELLA
2459330.36057,23.967929,0.0094980943,STELLA
2459330.360999,23.897112,0.0106961492,STELLA
2459331.341131,23.904825,0.0096611674,STELLA
2459331.341555,23.980712,0.0101585066,STELLA
2459331.34156,23.95996,0.0102348834,STELLA
2459331.341989,24.061893,0.0100983169,STELLA
2459332.341469,24.083376,0.0086191785,STELLA
2459332.341897,24.092429,0.0095095839,STELLA
2459332.341898,24.052569,0.0090595384,STELLA
2459332.342326,24.099575,0.0093092163,STELLA
2459339.344289,24.061788,0.0111599653,STELLA
2459339.344708,24.14045,0.0111002432,STELLA
2459339.344717,24.141634,0.0108884404,STELLA
2459339.345158,24.076897,0.0110964467,STELLA
2459340.338086,24.20207,0.0109690398,STELLA
2459340.338507,24.226347,0.0108570431,STELLA
2459340.338515,24.199828,0.0111735999,STELLA
2459340.338943,24.241043,0.0106365359,STELLA
2459341.338143,24.247166,0.0108198418,STELLA
2459341.338569,24.232457,0.0104806035,STELLA
2459341.338571,24.249431,0.0106418953,STELLA
2459341.339,24.204699,0.0108155888,STELLA
2459342.338486,24.255072,0.0115380958,STELLA
2459342.33891,24.26593,0.0114019513,STELLA
2459342.338914,24.248924,0.0107390124,STELLA
2459342.339344,24.262126,0.011679596,STELLA
2459343.338957,24.198447,0.0113559141,STELLA
2459343.339379,24.193812,0.0105518095,STELLA
2459343.339386,24.238879,0.0112631146,STELLA
2459343.339814,24.214492,0.011008419,STELLA
2459345.339719,24.296447,0.0119678306,STELLA
2459345.340136,24.29998,0.0113992168,STELLA
2459345.340148,24.312449,0.0112093103,STELLA
2459345.340577,24.280124,0.0112882653,STELLA
2459346.340096,24.127316,0.0109695399,STELLA
2459346.340516,24.227468,0.0108369565,STELLA
2459346.340525,24.245157,0.011417893,STELLA
2459346.340954,24.199669,0.0108835734,STELLA
2459347.340518,24.299929,0.01104999,STELLA
2459347.340944,24.348258,0.0109567664,STELLA
2459347.340946,24.339661,0.0110671237,STELLA
2459347.341375,24.318906,0.0111966705,STELLA
2459349.341332,24.202134,0.012860644,STELLA
2459349.341758,24.238778,0.01247395,STELLA
2459349.34176,24.261758,0.0133483237,STELLA
2459349.342189,24.223952,0.01147217,STELLA
2459422.744984,22.119526,0.0114534299,STELLA
2459422.745215,22.12683,0.0111765475,STELLA
2459423.74227,22.148303,0.0120411756,STELLA
2459423.74269,22.168222,0.0112970755,STELLA
2459423.742699,22.147023,0.0119195118,STELLA
2459423.743128,22.173791,0.0117629103,STELLA
2459424.739441,22.109189,0.0102937732,STELLA
2459424.739865,22.115338,0.0112229245,STELLA
2459424.73987,22.103468,0.0111204609,STELLA
2459424.740299,22.12419,0.0111228641,STELLA
2459428.736539,22.081478,0.0103993023,STELLA
2459428.736956,22.094963,0.0104543961,STELLA
2459428.736968,22.100691,0.0105497197,STELLA
2459428.737397,22.082246,0.0111363734,STELLA
2459429.729512,22.127606,0.0110557607,STELLA
2459429.729935,22.099102,0.0108269309,STELLA
2459429.729941,22.096841,0.0105388991,STELLA
2459429.73037,22.06264,0.0107097942,STELLA
2459430.73039,22.036227,0.0101499965,STELLA
2459430.73081,22.037195,0.010591302,STELLA
2459430.730819,22.06022,0.0106558173,STELLA
2459430.731248,22.007145,0.0098339898,STELLA
2459431.721586,22.062922,0.0114161955,STELLA
2459431.722009,22.068858,0.0119147496,STELLA
2459431.722014,22.067327,0.0115261956,STELLA
2459431.722443,22.07522,0.011827661,STELLA
2459433.731123,22.08216,0.0106075656,STELLA
2459433.731542,22.081986,0.0103028787,STELLA
2459433.731552,22.085459,0.0101506724,STELLA
2459433.731981,22.096445,0.0103349716,STELLA
2459436.721388,22.080377,0.01031297,STELLA
2459436.721808,22.073503,0.0102511236,STELLA
2459436.721817,22.080489,0.0107604743,STELLA
2459436.722246,22.078778,0.0098911551,STELLA
2459437.708105,22.115917,0.0100858126,STELLA
2459437.708523,22.095274,0.010145819,STELLA
2459437.708534,22.098428,0.0104211016,STELLA
2459437.708963,22.057134,0.0103559172,STELLA
2459438.729404,22.112355,0.0100564272,STELLA
2459438.729824,22.091762,0.0100783846,STELLA
2459438.729833,22.089277,0.0103799428,STELLA
2459438.730262,22.086303,0.0098598116,STELLA
2459439.725821,22.020758,0.0109556126,STELLA
2459439.72624,22.014143,0.0107135152,STELLA
2459439.726249,22.030219,0.0112488572,STELLA
2459439.726678,22.015711,0.011571736,STELLA
2459449.685689,22.114308,0.0110930162,STELLA
2459449.686113,22.116347,0.0109424589,STELLA
2459449.686118,22.124979,0.0112810009,STELLA
2459449.686547,22.113825,0.0112135456,STELLA
2459450.701098,22.121556,0.0121331086,STELLA
2459450.701522,22.112417,0.0110452669,STELLA
2459450.701527,22.108954,0.0114984451,STELLA
2459450.701956,22.105188,0.0112460118,STELLA
2459451.716046,22.197565,0.0119428521,STELLA
2459451.716249,22.170339,0.010895331,STELLA
2459451.716475,22.167343,0.0116670855,STELLA
2459451.716904,22.176724,0.0113333575,STELLA
2459452.725811,22.147597,0.0123022627,STELLA
2459452.726231,22.157163,0.0116635561,STELLA
2459452.72624,22.176737,0.0118424811,STELLA
2459452.726669,22.173304,0.0122245176,STELLA
2459453.738008,22.165392,0.012245167,STELLA
2459453.738424,22.180111,0.0117005538,STELLA
2459453.738436,22.20853,0.011944933,STELLA
2459453.738865,22.217687,0.0119794468,STELLA
2459454.714108,22.278045,0.0181341419,STELLA
2459454.714527,22.186691,0.014257616,STELLA
2459454.714537,22.276861,0.0159439437,STELLA
2459454.714966,22.155234,0.012904258,STELLA
2459455.725581,22.154757,0.012175506,STELLA
2459455.726004,22.170867,0.0119892027,STELLA
2459455.72601,22.178866,0.0124410096,STELLA
2459455.726439,22.160542,0.0123287277,STELLA
2459456.716815,22.201299,0.0119260573,STELLA
2459456.717237,22.194008,0.0110398996,STELLA
2459456.717244,22.203655,0.0112731591,STELLA
2459456.717672,22.192484,0.011866603,STELLA
2459457.728517,22.188409,0.0120674328,STELLA
2459457.728936,22.179175,0.0115316002,STELLA
2459457.728946,22.165779,0.0121452695,STELLA
2459457.729375,22.176258,0.0117372428,STELLA
2459458.737697,22.190239,0.0127969513,STELLA
2459458.738123,22.227462,0.0119745415,STELLA
2459458.738126,22.220216,0.0128029028,STELLA
2459458.738555,22.214268,0.0118801614,STELLA
2459459.736833,22.259286,0.0118346244,STELLA
2459459.737251,22.211691,0.01234554,STELLA
2459459.737262,22.201934,0.0130070152,STELLA
2459459.737691,22.223205,0.0125125099,STELLA
2459460.722501,22.241929,0.0128720884,STELLA
2459460.722919,22.226065,0.0122775349,STELLA
2459460.72293,22.252666,0.0129183931,STELLA
2459460.723359,22.228762,0.0124236501,STELLA
2459461.700482,22.233873,0.0123728723,STELLA
2459461.700901,22.21138,0.0129128665,STELLA
2459461.700911,22.208517,0.0127142563,STELLA
2459461.701339,22.226165,0.0126768306,STELLA
2459462.741101,22.157078,0.0138148486,STELLA
2459462.741528,22.156539,0.0127116255,STELLA
2459462.74153,22.140991,0.0134684572,STELLA
2459462.741958,22.144615,0.0132169594,STELLA
2459463.71754,22.275962,0.0135465056,STELLA
2459463.71796,22.274405,0.0122472896,STELLA
2459463.717969,22.28378,0.0129062668,STELLA
2459463.718398,22.222115,0.013183489,STELLA
2459470.687915,22.224786,0.0130707135,STELLA
2459470.688342,22.215525,0.0129266668,STELLA
2459470.688343,22.220916,0.0123864621,STELLA
2459470.688772,22.223928,0.012414809,STELLA
2459471.738833,22.274706,0.0125615029,STELLA
2459471.739251,22.264216,0.0125288091,STELLA
2459471.739262,22.270951,0.013903048,STELLA
2459471.739691,22.29384,0.0133077116,STELLA
2459472.719459,22.30078,0.013333044,STELLA
2459472.719876,22.290143,0.0127708852,STELLA
2459472.719888,22.297757,0.0130468496,STELLA
2459472.720317,22.303249,0.012854788,STELLA
2459476.749763,22.356857,0.0142402058,STELLA
2459476.750188,22.326487,0.0136978611,STELLA
2459476.750192,22.343201,0.0144686032,STELLA
2459476.750621,22.306429,0.0143737417,STELLA
2459477.749628,22.332346,0.0144876242,STELLA
2459477.750052,22.336367,0.0143188082,STELLA
2459477.750056,22.358431,0.0144219361,STELLA
2459477.750485,22.319986,0.0144030254,STELLA
2459478.745837,22.353583,0.0141528778,STELLA
2459478.746258,22.333592,0.0139857751,STELLA
2459478.746266,22.304214,0.0142592291,STELLA
2459478.746695,22.337788,0.0146709893,STELLA
2459479.722404,22.314898,0.0154822696,STELLA
2459479.722832,22.367189,0.0146413126,STELLA
2459479.722833,22.366876,0.0153064494,STELLA
2459479.723262,22.393737,0.0149563452,STELLA
2459480.768223,22.25234,0.0154223812,STELLA
2459480.768649,22.283134,0.0155941993,STELLA
2459480.768652,22.228688,0.0175326821,STELLA
2459480.769081,22.367948,0.0195971265,STELLA
2459481.745601,22.316046,0.0149381952,STELLA
2459481.746022,22.326527,0.0149520824,STELLA
2459481.74603,22.345992,0.0149351793,STELLA
2459481.746459,22.327043,0.0144758111,STELLA
2459482.676788,22.339896,0.0152559488,STELLA
2459482.67721,22.327652,0.0151393739,STELLA
2459482.677217,22.338478,0.0153600756,STELLA
2459482.677646,22.333472,0.015128184,STELLA
2459483.675871,22.264644,0.0145168823,STELLA
2459483.676298,22.278795,0.0141391417,STELLA
2459483.6763,22.274032,0.0145053419,STELLA
2459483.676729,22.285785,0.015036527,STELLA
2459484.672395,22.306071,0.0155561094,STELLA
2459484.672816,22.304445,0.0152391862,STELLA
2459484.672824,22.320833,0.0166286918,STELLA
2459484.673253,22.358545,0.0149694533,STELLA
2459486.764954,22.273069,0.0140886515,STELLA
2459486.765375,22.275547,0.014345617,STELLA
2459486.765383,22.286524,0.0140410846,STELLA
2459486.765812,22.292068,0.0144173251,STELLA
2459487.7334,22.31331,0.0147439119,STELLA
2459487.733822,22.305153,0.0144218927,STELLA
2459487.733828,22.308635,0.0152360667,STELLA
2459487.734257,22.283154,0.0146494734,STELLA
2459489.724042,22.323334,0.014831299,STELLA
2459489.72446,22.306259,0.0147717179,STELLA
2459489.724471,22.310425,0.0148458001,STELLA
2459489.7249,22.306997,0.0151792494,STELLA
2459490.714889,22.28794,0.0150210385,STELLA
2459490.715317,22.28356,0.0152333112,STELLA
2459490.715318,22.298474,0.0153750867,STELLA
2459490.715747,22.240244,0.0152374657,STELLA
2459492.746689,22.229587,0.0155118422,STELLA
2459492.747114,22.226338,0.0143925535,STELLA
2459492.747118,22.239824,0.0148984539,STELLA
2459492.747547,22.191569,0.014920341,STELLA
2459493.648989,22.199443,0.0148906692,STELLA
2459493.649408,22.240322,0.0146564086,STELLA
2459493.649418,22.281247,0.0153866615,STELLA
2459493.649847,22.243302,0.0151236347,STELLA
2459494.673287,22.123711,0.0164388797,STELLA
2459494.673704,22.158933,0.0160543643,STELLA
2459494.673716,22.175513,0.0156533221,STELLA
2459494.674144,22.186285,0.0158661784,STELLA
2459495.645991,22.204747,0.0153404334,STELLA
2459495.646409,22.192519,0.0154570952,STELLA
2459495.64642,22.199905,0.0158290358,STELLA
2459495.646849,22.177335,0.0152575897,STELLA
2459496.638636,22.115702,0.0149404478,STELLA
2459496.639057,22.173892,0.0148189956,STELLA
2459496.639065,22.152364,0.0153096142,STELLA
2459496.639494,22.161208,0.0153154699,STELLA
2459497.638105,22.244123,0.014837719,STELLA
2459497.638523,22.242774,0.0145135964,STELLA
2459497.638534,22.248078,0.0151464238,STELLA
2459497.638963,22.248999,0.0147337809,STELLA
2459498.635532,22.256421,0.0145113496,STELLA
2459498.635951,22.256173,0.0142362268,STELLA
2459498.635961,22.240468,0.0148260403,STELLA
2459498.63639,22.248208,0.0146340526,STELLA
2459499.632983,22.234179,0.0144838612,STELLA
2459499.633401,22.204131,0.0143995098,STELLA
2459499.633411,22.181951,0.0151133298,STELLA
2459499.63384,22.206087,0.014541809,STELLA
2459500.768275,22.253951,0.0142438801,STELLA
2459500.768699,22.225807,0.013427438,STELLA
2459500.768704,22.249785,0.0139972684,STELLA
2459500.769133,22.23569,0.0141201638,STELLA
2459501.68561,22.323446,0.0145595935,STELLA
2459501.686037,22.300007,0.0144413509,STELLA
2459501.686039,22.314859,0.0146114316,STELLA
2459501.686468,22.256202,0.0141604421,STELLA
2459503.750879,22.333577,0.0135762817,STELLA
2459503.751299,22.32948,0.013208965,STELLA
2459503.751308,22.334632,0.0137246484,STELLA
2459503.751737,22.347371,0.0138798789,STELLA
2459504.689162,22.312556,0.0133643548,STELLA
2459504.689586,22.308494,0.0131229924,STELLA
2459504.689591,22.291323,0.0136335115,STELLA
2459504.69002,22.359639,0.014475899,STELLA
2459505.615925,22.349482,0.0140608036,STELLA
2459505.616343,22.322993,0.0135642518,STELLA
2459505.616354,22.331101,0.0142355795,STELLA
2459505.616783,22.319825,0.0143743125,STELLA
2459506.615444,22.356489,0.0144949948,STELLA
2459506.615861,22.382693,0.0142556075,STELLA
2459506.615873,22.333373,0.0142399308,STELLA
2459506.616302,22.38855,0.0149678128,STELLA
2459507.611789,22.303906,0.0141705985,STELLA
2459507.612207,22.270888,0.0141710862,STELLA
2459507.612218,22.283362,0.0144478346,STELLA
2459507.612647,22.248999,0.0146358457,STELLA
2459508.609239,22.348286,0.0137080019,STELLA
2459508.609663,22.358954,0.0134792716,STELLA
2459508.609668,22.326287,0.0143587866,STELLA
2459508.610097,22.348214,0.0137391185,STELLA
2459509.613455,22.316246,0.0130283984,STELLA
2459509.613878,22.309692,0.0121135833,STELLA
2459509.613884,22.309795,0.0126057107,STELLA
2459509.614313,22.289152,0.0117801256,STELLA
2459510.602706,22.318313,0.0134684407,STELLA
2459510.603126,22.337201,0.0123791092,STELLA
2459510.603135,22.318486,0.0124872006,STELLA
2459510.603564,22.336147,0.012944077,STELLA
2459511.671311,22.502272,0.0110693467,STELLA
2459511.671731,22.413157,0.016408908,STELLA
2459511.672169,22.432709,0.0125832149,STELLA
2459514.750916,22.353235,0.0113934961,STELLA
2459514.751338,22.323658,0.0116039317,STELLA
2459514.751345,22.320339,0.0121732074,STELLA
2459514.751774,22.346185,0.0110029421,STELLA
2459515.658026,22.465707,0.011693378,STELLA
2459515.658446,22.473648,0.0114410167,STELLA
2459515.658455,22.45686,0.0113848149,STELLA
2459515.658884,22.475095,0.0113288941,STELLA
2459516.58734,22.40333,0.0118137212,STELLA
2459516.587764,22.406106,0.0115922807,STELLA
2459516.587769,22.400709,0.0113500919,STELLA
2459516.588198,22.406099,0.0116724348,STELLA
2459517.585556,22.391021,0.0104115271,STELLA
2459517.585756,22.427369,0.0105082256,STELLA
2459517.585985,22.411667,0.0105083633,STELLA
2459517.586414,22.382508,0.0114627787,STELLA
2459518.580683,22.487925,0.011201579,STELLA
2459518.581108,22.486918,0.0117627691,STELLA
2459518.581112,22.474662,0.0118554689,STELLA
2459518.581541,22.50813,0.0118858429,STELLA
2459519.579296,22.448284,0.0114640752,STELLA
2459519.579723,22.482802,0.0114028487,STELLA
2459519.579725,22.494304,0.0110990882,STELLA
2459519.580154,22.48267,0.0110156568,STELLA
2459520.576913,22.501166,0.0113497949,STELLA
2459520.57733,22.512944,0.0113757495,STELLA
2459520.577341,22.472667,0.0105146491,STELLA
2459520.57777,22.519472,0.0108105324,STELLA
2459521.700903,22.713053,0.0086346633,STELLA
2459521.701322,22.581906,0.0070935881,STELLA
2459521.701332,22.289224,0.0098758829,STELLA
2459521.701761,22.8493,0.0288295185,STELLA
2459521.728329,22.665513,0.009437696,STELLA
2459521.728755,22.638843,0.0091876048,STELLA
2459521.728758,22.526263,0.0095738971,STELLA
2459521.729187,22.609874,0.0103118103,STELLA
2459522.629407,22.676279,0.0106248933,STELLA
2459522.629825,22.613616,0.0099574598,STELLA
2459522.629836,22.644333,0.0089469485,STELLA
2459522.630265,22.613887,0.0091949339,STELLA
2459523.781216,22.656918,0.0114664686,STELLA
2459523.781641,22.648451,0.011364667,STELLA
2459523.781645,22.625329,0.0110871381,STELLA
2459523.782074,22.667204,0.0111240276,STELLA
2459524.682169,22.662629,0.0118274636,STELLA
2459524.682593,22.633878,0.0113203382,STELLA
2459524.682598,22.651545,0.0110639149,STELLA
2459524.683027,22.578746,0.0113018,STELLA
2459525.583027,22.635498,0.0113576492,STELLA
2459525.583451,22.627314,0.0111575744,STELLA
2459525.583455,22.702208,0.0114840122,STELLA
2459525.583884,22.563919,0.0109338082,STELLA
2459526.561036,22.598598,0.0102076808,STELLA
2459526.561455,22.616071,0.0108556186,STELLA
2459526.561465,22.559094,0.0104382233,STELLA
2459526.561894,22.61938,0.0117067909,STELLA
2459527.556889,22.786498,0.0124265989,STELLA
2459527.557306,22.769435,0.0121071407,STELLA
2459527.557318,22.7381,0.0118426764,STELLA
2459527.557747,22.752742,0.012276972,STELLA
2459528.553463,22.707217,0.0118294368,STELLA
2459528.553885,22.732934,0.0124836108,STELLA
2459528.553892,22.671809,0.0122213932,STELLA
2459528.554321,22.720635,0.0121145182,STELLA
2459529.698088,22.920256,0.0243869625,STELLA
2459529.698516,22.825234,0.0169115903,STELLA
2459529.698517,22.992326,0.0194277072,STELLA
2459529.698946,22.828013,0.0189527619,STELLA
2459529.702705,22.869207,0.0177553664,STELLA
2459529.703123,22.951528,0.0228479391,STELLA
2459529.703134,22.861131,0.0224631614,STELLA
2459529.703563,22.953796,0.0159625098,STELLA
2459529.707938,23.308872,0.0246198663,STELLA
2459530.664783,22.790728,0.0122909739,STELLA
2459530.665207,22.789677,0.0118157448,STELLA
2459530.665212,22.779264,0.015135034,STELLA
2459530.665641,22.738264,0.0116016985,STELLA
2459531.565297,22.901843,0.0134807837,STELLA
2459531.565723,22.886541,0.0130674955,STELLA
2459531.565726,22.875669,0.0131085693,STELLA
2459531.566155,22.888778,0.0129086776,STELLA
2459532.543285,22.908252,0.013182608,STELLA
2459532.543708,22.899417,0.0125503505,STELLA
2459532.543714,22.867156,0.0131959337,STELLA
2459532.544143,22.914279,0.0133323142,STELLA
2459533.540958,22.975767,0.0130487236,STELLA
2459533.54138,22.973351,0.0128584686,STELLA
2459533.541387,22.944296,0.013689131,STELLA
2459533.541816,22.996531,0.0131268268,STELLA
2459534.537873,23.002305,0.0140237316,STELLA
2459534.538298,23.000582,0.0137199303,STELLA
2459534.538302,22.977912,0.0137246365,STELLA
2459534.538731,23.018216,0.0133262806,STELLA
2459535.753763,23.034496,0.0139685706,STELLA
2459535.754186,23.042712,0.013880114,STELLA
2459535.754192,23.046612,0.0136938416,STELLA
2459535.754621,23.056323,0.0140615625,STELLA
2459538.551073,23.137748,0.013652753,STELLA
2459538.551492,23.148063,0.0137266847,STELLA
2459538.551502,23.18089,0.0142885898,STELLA
2459538.55193,23.152991,0.0141000642,STELLA
2459539.526098,23.085053,0.0142093678,STELLA
2459539.526516,23.118903,0.0141708861,STELLA
2459539.526527,23.088109,0.0136712078,STELLA
2459539.526956,23.195664,0.0144345394,STELLA
2459541.527019,23.305424,0.0151675115,STELLA
2459541.527442,23.345408,0.0146709543,STELLA
2459541.527449,23.41098,0.0148292335,STELLA
2459541.527878,23.362554,0.0147011534,STELLA
2459543.516574,23.239036,0.0133634396,STELLA
2459543.516995,23.299931,0.0126301793,STELLA
2459543.517003,23.246983,0.0130171548,STELLA
2459543.517432,23.248066,0.0128902828,STELLA
2459548.69346,23.669204,0.014375259,STELLA
2459548.69388,23.637533,0.0133951018,STELLA
2459548.693889,23.619996,0.014684111,STELLA
2459548.694318,23.637215,0.0142912697,STELLA
2459559.470604,24.045,0.0145581671,STELLA
2459559.471023,24.102105,0.013407483,STELLA
2459559.471033,24.030109,0.0133565244,STELLA
2459559.471462,24.092757,0.0145094567,STELLA
2459560.501088,24.170836,0.0139638715,STELLA
2459560.501513,24.192874,0.0139711298,STELLA
2459560.501517,24.212512,0.0144098053,STELLA
2459560.501946,24.187295,0.0137344763,STELLA
2459562.463196,24.291747,0.0133671604,STELLA
2459562.463621,24.299807,0.013906615,STELLA
2459562.463625,24.313702,0.0136973006,STELLA
2459562.464054,24.228518,0.0135041603,STELLA
2459563.471516,24.239091,0.0132644273,STELLA
2459563.471942,24.276955,0.0131862387,STELLA
2459563.471945,24.237561,0.0126639576,STELLA
2459563.472374,24.255025,0.0129250898,STELLA
2459564.638868,24.369985,0.0130563476,STELLA
2459564.639289,24.367097,0.0131231561,STELLA
2459564.639297,24.376431,0.0135206449,STELLA
2459564.639725,24.349407,0.0125794631,STELLA
2459565.540572,24.417617,0.0139451887,STELLA
2459565.540997,24.392577,0.0136079471,STELLA
2459565.541,24.382158,0.0133639704,STELLA
2459565.541429,24.411363,0.0139691784,STELLA
2459566.488107,24.470146,0.0136081571,STELLA
2459566.488525,24.449307,0.0135659486,STELLA
2459566.488536,24.459555,0.0133829678,STELLA
2459566.488965,24.43679,0.0138281014,STELLA
2459567.450598,24.406972,0.0129406151,STELLA
2459567.451016,24.447366,0.0133927202,STELLA
2459567.451027,24.425409,0.013205665,STELLA
2459567.451455,24.451718,0.0131628586,STELLA
2459568.44832,24.515253,0.013493804,STELLA
2459568.448738,24.489669,0.0140519523,STELLA
2459568.448749,24.505654,0.0139399799,STELLA
2459568.449178,24.464895,0.0132433716,STELLA
2459569.443461,24.304563,0.0119350172,STELLA
2459569.443889,24.384041,0.0131251452,STELLA
2459569.443891,24.364521,0.0129986299,STELLA
2459569.44432,24.377011,0.0126335406,STELLA
2459571.461149,24.569758,0.0130756228,STELLA
2459571.461569,24.55415,0.0126604654,STELLA
2459571.461578,24.556013,0.0128760547,STELLA
2459571.462007,24.559734,0.0130652627,STELLA
2459572.441835,24.517981,0.0132289133,STELLA
2459572.442258,24.522861,0.0133504294,STELLA
2459572.442264,24.50913,0.0129019066,STELLA
2459572.442693,24.600504,0.0135051822,STELLA
2459573.433859,24.478397,0.0119893249,STELLA
2459573.434277,24.584882,0.012548873,STELLA
2459573.434288,24.595812,0.0130484244,STELLA
2459573.434717,24.611058,0.0129035728,STELLA
2459574.405004,24.705456,0.01349746,STELLA
2459574.405426,24.695396,0.0134504624,STELLA
2459574.405432,24.704772,0.013476052,STELLA
2459574.405861,24.694533,0.0134596727,STELLA
2459575.648957,24.717904,0.0137654371,STELLA
2459575.649383,24.714967,0.0137889619,STELLA
2459575.649386,24.722168,0.0140248298,STELLA
2459575.649815,24.755336,0.0140596491,STELLA
2459577.422196,24.756171,0.0141106928,STELLA
2459577.422613,24.745779,0.0144397402,STELLA
2459577.422625,24.732761,0.013627613,STELLA
2459577.423054,24.711336,0.0137534285,STELLA
2459578.596221,24.793154,0.0131517826,STELLA
2459578.596646,24.773373,0.0144224411,STELLA
2459578.59665,24.776448,0.0138895213,STELLA
2459578.597079,24.743364,0.0139199888,STELLA
2459579.537538,24.846291,0.0136953528,STELLA
2459579.537961,24.84195,0.0134408618,STELLA
2459579.537967,24.835326,0.0138497111,STELLA
2459579.538396,24.814472,0.0136738489,STELLA
2459580.440682,24.839338,0.0148980645,STELLA
2459580.441104,24.860869,0.0144187206,STELLA
2459580.441112,24.883967,0.0142455372,STELLA
2459580.441541,24.81253,0.013702968,STELLA
2459581.420212,24.845103,0.0144257455,STELLA
2459581.420633,24.839138,0.0141993402,STELLA
2459581.420641,24.850031,0.0140127496,STELLA
2459581.42107,24.813228,0.0140093672,STELLA
2459582.420638,24.860191,0.0140613502,STELLA
2459582.421062,24.83818,0.0149283847,STELLA
2459582.421067,24.856696,0.0142182789,STELLA
2459582.421495,24.844647,0.0141622892,STELLA
2459583.421048,24.919605,0.0144098752,STELLA
2459583.421467,24.952115,0.0145200405,STELLA
2459583.421477,24.967509,0.0146722772,STELLA
2459583.421906,24.922414,0.0146430741,STELLA
2459584.419178,25.003977,0.0136899401,STELLA
2459584.419602,24.97991,0.0139696719,STELLA
2459584.419606,24.987077,0.0141648832,STELLA
2459584.420035,24.94169,0.0139118275,STELLA
2459585.325625,24.966595,0.0141778263,STELLA
2459585.326048,24.955564,0.0140607262,STELLA
2459585.326053,24.989224,0.0142206806,STELLA
2459585.326482,24.952198,0.0142214139,STELLA
2459586.313476,25.016568,0.0141118313,STELLA
2459586.313902,25.022346,0.0140950911,STELLA
2459586.313905,25.012088,0.0149379516,STELLA
2459586.314334,25.015172,0.013099798,STELLA
2459587.304295,24.925133,0.0133556718,STELLA
