# JD     RV     RV_err 
 2458835.490300  17.362351  0.0142116900 
 2458835.490700  17.353647  0.0146627840 
 2458835.490700  17.342531  0.0154176610 
 2458835.490733  17.353647  0.0146627842 
 2458835.490742  17.342531  0.0154176611 
 2458835.491194  17.346877  0.0139815258 
 2458835.491200  17.346877  0.0139815260 
 2458836.533568  18.393670  0.0110952189 
 2458836.533989  18.372973  0.0130707265 
 2458836.533997  18.369937  0.0118368691 
 2458836.534426  18.326595  0.0131947687 
 2458837.553604  18.484646  0.0141209200 
 2458837.554026  18.446900  0.0145896190 
 2458837.554033  18.499416  0.0124433462 
 2458837.554461  18.392060  0.0124425347 
 2458838.515447  18.704191  0.0133115090 
 2458838.515868  18.787346  0.0165520981 
 2458838.515876  18.731087  0.0100418737 
 2458838.516305  18.759052  0.0126004546 
 2458839.508254  18.824829  0.0144327378 
 2458839.508679  18.846700  0.0152143418 
 2458839.508682  18.775333  0.0124979607 
 2458839.509111  18.897123  0.0151835758 
 2458841.438200  17.920558  0.0144092630 
 2458841.438220  17.920558  0.0144092631 
 2458841.438600  17.861816  0.0104026320 
 2458841.438649  17.861816  0.0104026322 
 2458841.438661  17.928659  0.0162466631 
 2458841.438700  17.928659  0.0162466630 
 2458841.439100  17.866874  0.0124410350 
 2458841.439101  17.866874  0.0124410350 
 2458842.560190  18.295231  0.0097373572 
 2458842.560200  18.295231  0.0097373572 
 2458842.560600  18.294503  0.0076628634 
 2458842.560600  18.261031  0.0104307260 
 2458842.560610  18.294503  0.0076628634 
 2458842.560618  18.261031  0.0104307257 
 2458842.561000  18.279570  0.0117066690 
 2458842.561048  18.279570  0.0117066694 
 2458843.485200  18.610044  0.0107908970 
 2458843.485210  18.610044  0.0107908968 
 2458843.485600  18.485432  0.0120673670 
 2458843.485650  18.485432  0.0120673668 
 2458843.485662  18.534580  0.0145220303 
 2458843.485700  18.534580  0.0145220300 
 2458843.486100  18.354233  0.0158125550 
 2458843.486103  18.354233  0.0158125554 
 2458844.492753  18.244786  0.0173261482 
 2458844.492800  18.244786  0.0173261480 
 2458844.493198  18.218499  0.0141001788 
 2458844.493200  18.218499  0.0141001790 
 2458844.493200  18.210837  0.0148937080 
 2458844.493205  18.210837  0.0148937076 
 2458844.493669  18.313509  0.0153811703 
 2458844.493700  18.313509  0.0153811700 
 2458847.420700  18.585157  0.0148088660 
 2458847.420750  18.585157  0.0148088657 
 2458847.421193  18.490565  0.0149874587 
 2458847.421200  18.490565  0.0149874590 
 2458847.421200  18.570888  0.0135069130 
 2458847.421202  18.570888  0.0135069129 
 2458847.421654  18.545350  0.0168477626 
 2458847.421700  18.545350  0.0168477630 
 2458848.482600  18.724206  0.0162010520 
 2458848.482612  18.724206  0.0162010516 
 2458848.483063  18.682345  0.0143241161 
 2458848.483064  18.758454  0.0152795133 
 2458848.483100  18.682345  0.0143241160 
 2458848.483100  18.758454  0.0152795130 
 2458848.483500  18.683027  0.0141783840 
 2458848.483516  18.683027  0.0141783836 
 2458849.485677  18.755178  0.0154921866 
 2458849.485700  18.755178  0.0154921870 
 2458849.486100  18.718540  0.0149948710 
 2458849.486100  18.774933  0.0136990850 
 2458849.486112  18.718540  0.0149948713 
 2458849.486129  18.774933  0.0136990848 
 2458849.486570  18.807177  0.0160345075 
 2458849.486600  18.807177  0.0160345080 
 2458850.501004  19.393992  0.0127905595 
 2458850.501428  19.491015  0.0145513533 
 2458850.501432  19.238838  0.0149619833 
 2458850.501861  19.507676  0.0119470075 
 2458850.508316  19.393573  0.0092273714 
 2458850.508743  19.577577  0.0098499408 
 2458850.508744  19.412716  0.0186653424 
 2458850.509173  19.527563  0.0143957195 
 2458850.518584  19.528538  0.0175653113 
 2458850.519009  19.485996  0.0098009365 
 2458850.519013  19.446400  0.0144615033 
 2458850.519442  19.864931  0.0125113845 
 2458851.483288  19.202970  0.0137453169 
 2458851.483300  19.202970  0.0137453170 
 2458851.483700  19.090817  0.0133321220 
 2458851.483700  19.128355  0.0146907180 
 2458851.483722  19.128355  0.0146907183 
 2458851.483728  19.090817  0.0133321219 
 2458851.484169  19.114954  0.0127567136 
 2458851.484200  19.114954  0.0127567140 
 2458852.477500  19.220360  0.0151478770 
 2458852.477546  19.220360  0.0151478770 
 2458852.477994  19.157034  0.0173628713 
 2458852.477998  19.153598  0.0153136452 
 2458852.478000  19.153598  0.0153136450 
 2458852.478000  19.157034  0.0173628710 
 2458852.478450  19.161523  0.0144586787 
 2458852.478500  19.161523  0.0144586790 
 2458853.473900  19.090582  0.0166812020 
 2458853.473939  19.090582  0.0166812021 
 2458853.474393  19.036946  0.0153980320 
 2458853.474400  19.036946  0.0153980320 
 2458853.474400  19.062791  0.0168497670 
 2458853.474403  19.062791  0.0168497667 
 2458853.474878  19.149474  0.0136136876 
 2458853.474900  19.149474  0.0136136880 
 2458854.474589  19.368093  0.0153283879 
 2458854.474600  19.368093  0.0153283880 
 2458854.475000  19.401240  0.0148671960 
 2458854.475000  19.412028  0.0148816890 
 2458854.475027  19.412028  0.0148816891 
 2458854.475041  19.401240  0.0148671960 
 2458854.475482  19.409523  0.0144546217 
 2458854.475500  19.409523  0.0144546220 
 2458856.411154  19.403702  0.0125308319 
 2458856.411200  19.403702  0.0125308320 
 2458856.411581  19.533654  0.0127303690 
 2458856.411583  19.453985  0.0125647707 
 2458856.411600  19.533654  0.0127303690 
 2458856.411600  19.453985  0.0125647710 
 2458856.412000  19.497806  0.0122333530 
 2458856.412012  19.497806  0.0122333527 
 2458857.586800  19.567930  0.0123028250 
 2458857.586830  19.567930  0.0123028251 
 2458857.587387  19.588031  0.0118583815 
 2458857.587400  19.712096  0.0123354020 
 2458857.587400  19.588031  0.0118583820 
 2458857.587401  19.712096  0.0123354019 
 2458857.588000  19.564762  0.0129904970 
 2458857.588003  19.564762  0.0129904966 
 2458858.494900  19.663714  0.0112306260 
 2458858.494909  19.663714  0.0112306259 
 2458858.495400  19.801978  0.0130498900 
 2458858.495438  19.801978  0.0130498900 
 2458858.495454  19.635039  0.0122459355 
 2458858.495500  19.635039  0.0122459360 
 2458858.495976  19.635897  0.0118157951 
 2458858.496000  19.635897  0.0118157950 
 2458859.491658  19.131136  0.0125460742 
 2458859.492083  19.215741  0.0137730882 
 2458859.492086  19.081356  0.0124873338 
 2458859.492515  19.007712  0.0123708528 
 2458860.482888  19.923844  0.0108145377 
 2458860.482900  19.923844  0.0108145380 
 2458860.483300  20.080806  0.0121099280 
 2458860.483343  20.080806  0.0121099279 
 2458860.483351  20.018562  0.0110184916 
 2458860.483400  20.018562  0.0110184920 
 2458860.483800  20.011968  0.0109717760 
 2458860.483826  20.011968  0.0109717760 
 2458861.477389  19.946790  0.0114218440 
 2458861.477400  19.946790  0.0114218440 
 2458861.477800  19.983865  0.0113903220 
 2458861.477800  20.056902  0.0120279220 
 2458861.477820  20.056902  0.0120279216 
 2458861.477830  19.983865  0.0113903219 
 2458861.478293  20.020755  0.0122372194 
 2458861.478300  20.020755  0.0122372190 
 2458862.522400  20.148384  0.0105883140 
 2458862.522434  20.148384  0.0105883143 
 2458862.522861  20.271573  0.0120016542 
 2458862.522863  20.103159  0.0098182480 
 2458862.522900  20.271573  0.0120016540 
 2458862.522900  20.103159  0.0098182480 
 2458862.523292  20.192554  0.0108994336 
 2458862.523300  20.192554  0.0108994340 
 2458863.463789  20.240704  0.0116103482 
 2458863.463800  20.240704  0.0116103480 
 2458863.464200  20.311175  0.0107377440 
 2458863.464200  20.267256  0.0115437140 
 2458863.464212  20.311175  0.0107377438 
 2458863.464218  20.267256  0.0115437136 
 2458863.464600  20.089856  0.0100187590 
 2458863.464647  20.089856  0.0100187595 
 2458863.489900  20.130557  0.0119955480 
 2458863.489919  20.130557  0.0119955481 
 2458863.490300  20.293485  0.0111411680 
 2458863.490300  20.246593  0.0109924040 
 2458863.490345  20.293485  0.0111411684 
 2458863.490348  20.246593  0.0109924038 
 2458863.490777  20.161479  0.0116319736 
 2458863.490800  20.161479  0.0116319740 
 2458863.514853  20.186668  0.0098443533 
 2458863.514900  20.186668  0.0098443533 
 2458863.515274  20.322636  0.0112540708 
 2458863.515282  20.210430  0.0108560175 
 2458863.515300  20.210430  0.0108560180 
 2458863.515300  20.322636  0.0112540710 
 2458863.515700  20.178644  0.0118660210 
 2458863.515711  20.178644  0.0118660208 
 2458863.596900  20.240195  0.0111421230 
 2458863.596946  20.240195  0.0111421233 
 2458863.597366  20.317570  0.0119847594 
 2458863.597375  20.191628  0.0106203932 
 2458863.597400  20.317570  0.0119847590 
 2458863.597400  20.191628  0.0106203930 
 2458863.597800  20.105642  0.0114656140 
 2458863.597804  20.105642  0.0114656139 
 2458864.418167  20.277752  0.0108146530 
 2458864.418200  20.277752  0.0108146530 
 2458864.418600  20.317022  0.0103493950 
 2458864.418600  20.384091  0.0108577930 
 2458864.418619  20.317022  0.0103493948 
 2458864.418628  20.384091  0.0108577925 
 2458864.419100  20.315556  0.0101392980 
 2458864.419130  20.315556  0.0101392982 
 2458864.512272  20.372984  0.0095607375 
 2458864.512300  20.372984  0.0095607375 
 2458864.512700  20.474971  0.0115315740 
 2458864.512700  20.376386  0.0100923240 
 2458864.512733  20.474971  0.0115315739 
 2458864.512736  20.376386  0.0100923245 
 2458864.513200  20.274079  0.0099443013 
 2458864.513211  20.274079  0.0099443013 
 2458864.606379  20.225528  0.0103490554 
 2458864.606400  20.225528  0.0103490550 
 2458864.606800  20.368620  0.0117732120 
 2458864.606800  20.240876  0.0102292420 
 2458864.606803  20.368620  0.0117732123 
 2458864.606807  20.240876  0.0102292417 
 2458864.607200  20.255225  0.0100033650 
 2458864.607237  20.255225  0.0100033646 
 2458864.631100  20.258301  0.0111587510 
 2458864.631120  20.258301  0.0111587510 
 2458864.631570  20.345190  0.0108346345 
 2458864.631572  20.180674  0.0116464411 
 2458864.631600  20.345190  0.0108346350 
 2458864.631600  20.180674  0.0116464410 
 2458864.632000  20.282698  0.0107264370 
 2458864.632036  20.282698  0.0107264374 
 2458865.304252  20.367157  0.0093369055 
 2458865.304300  20.367157  0.0093369055 
 2458865.304700  20.471970  0.0093247390 
 2458865.304700  20.424172  0.0100244950 
 2458865.304701  20.471970  0.0093247390 
 2458865.304704  20.424172  0.0100244953 
 2458865.305168  20.438015  0.0092151406 
 2458865.305200  20.438015  0.0092151406 
 2458865.409800  20.418654  0.0103002550 
 2458865.409831  20.418654  0.0103002553 
 2458865.410275  20.526021  0.0106781912 
 2458865.410295  20.429398  0.0102757438 
 2458865.410300  20.526021  0.0106781910 
 2458865.410300  20.429398  0.0102757440 
 2458865.410700  20.482453  0.0097149665 
 2458865.410737  20.482453  0.0097149665 
 2458865.436453  20.569320  0.0100516033 
 2458865.436500  20.569320  0.0100516030 
 2458865.436900  20.593236  0.0097021740 
 2458865.436900  20.607686  0.0094672053 
 2458865.436929  20.607686  0.0094672053 
 2458865.436940  20.593236  0.0097021740 
 2458865.437400  20.483107  0.0099232949 
 2458865.437415  20.483107  0.0099232949 
 2458865.459700  20.549540  0.0100427070 
 2458865.459726  20.549540  0.0100427071 
 2458865.460180  20.631743  0.0104315240 
 2458865.460200  20.566016  0.0101902490 
 2458865.460200  20.631743  0.0104315240 
 2458865.460202  20.566016  0.0101902486 
 2458865.460654  20.547163  0.0104767383 
 2458865.460700  20.547163  0.0104767380 
 2458865.547400  20.471195  0.0105340570 
 2458865.547434  20.471195  0.0105340574 
 2458865.547664  20.462795  0.0105639409 
 2458865.547700  20.462795  0.0105639410 
 2458865.547900  20.448032  0.0103209820 
 2458865.547909  20.448032  0.0103209815 
 2458865.548361  20.480823  0.0104283587 
 2458865.548400  20.480823  0.0104283590 
 2458865.572600  20.479270  0.0100299900 
 2458865.572641  20.479270  0.0100299896 
 2458865.573092  20.505082  0.0102075776 
 2458865.573100  20.370197  0.0100244250 
 2458865.573100  20.505082  0.0102075780 
 2458865.573105  20.370197  0.0100244252 
 2458865.573558  20.406710  0.0107194429 
 2458865.573600  20.406710  0.0107194430 
 2458865.597200  20.360999  0.0106352490 
 2458865.597208  20.360999  0.0106352485 
 2458865.597651  20.509458  0.0098557469 
 2458865.597672  20.400408  0.0106576442 
 2458865.597700  20.400408  0.0106576440 
 2458865.597700  20.509458  0.0098557469 
 2458865.598100  20.393618  0.0098645928 
 2458865.598124  20.393618  0.0098645928 
 2458865.621600  20.351813  0.0112004260 
 2458865.621643  20.351813  0.0112004261 
 2458865.622094  20.426153  0.0092126670 
 2458865.622100  20.426153  0.0092126670 
 2458865.622100  20.326679  0.0104889900 
 2458865.622106  20.326679  0.0104889896 
 2458865.622570  20.314595  0.0104648070 
 2458865.622600  20.314595  0.0104648070 
 2458866.304700  20.565990  0.0106953718 
 2458866.304700  20.565990  0.0106953720 
 2458866.305100  20.550531  0.0110666880 
 2458866.305100  20.623532  0.0105707160 
 2458866.305130  20.623532  0.0105707161 
 2458866.305140  20.550531  0.0110666883 
 2458866.305580  20.497741  0.0105046228 
 2458866.305600  20.497741  0.0105046230 
 2458866.417682  20.508476  0.0104831040 
 2458866.417700  20.508476  0.0104831040 
 2458866.418100  20.593609  0.0097152991 
 2458866.418100  20.661627  0.0099970303 
 2458866.418111  20.661627  0.0099970303 
 2458866.418123  20.593609  0.0097152991 
 2458866.418563  20.636181  0.0101046832 
 2458866.418600  20.636181  0.0101046830 
 2458866.442699  20.644662  0.0090481246 
 2458866.442700  20.644662  0.0090481246 
 2458866.443100  20.743343  0.0106050990 
 2458866.443100  20.656203  0.0097757717 
 2458866.443122  20.743343  0.0106050985 
 2458866.443128  20.656203  0.0097757717 
 2458866.443557  20.625092  0.0092308333 
 2458866.443600  20.625092  0.0092308333 
 2458866.465600  20.511713  0.0093905785 
 2458866.465627  20.511713  0.0093905785 
 2458866.466061  20.686482  0.0098809663 
 2458866.466067  20.661363  0.0089675118 
 2458866.466100  20.686482  0.0098809663 
 2458866.466100  20.661363  0.0089675118 
 2458866.466500  20.523023  0.0092398845 
 2458866.466508  20.523023  0.0092398845 
 2458866.488300  20.599764  0.0088436376 
 2458866.488318  20.599764  0.0088436376 
 2458866.488700  20.554031  0.0090711768 
 2458866.488700  20.678590  0.0093356525 
 2458866.488745  20.678590  0.0093356525 
 2458866.488747  20.554031  0.0090711768 
 2458866.489175  20.631374  0.0092864863 
 2458866.489200  20.631374  0.0092864863 
 2458866.512696  20.461112  0.0100422016 
 2458866.512700  20.461112  0.0100422020 
 2458866.513100  20.535918  0.0091402110 
 2458866.513100  20.628540  0.0104971930 
 2458866.513119  20.628540  0.0104971927 
 2458866.513124  20.535918  0.0091402110 
 2458866.513553  20.487980  0.0089734081 
 2458866.513600  20.487980  0.0089734081 
 2458866.587300  20.491766  0.0099502034 
 2458866.587339  20.491766  0.0099502034 
 2458866.587756  20.535417  0.0090720583 
 2458866.587768  20.490762  0.0094922338 
 2458866.587800  20.490762  0.0094922338 
 2458866.587800  20.535417  0.0090720583 
 2458866.588196  20.460259  0.0086019522 
 2458866.588200  20.460259  0.0086019522 
 2458866.611800  20.448508  0.0104795100 
 2458866.611837  20.448508  0.0104795104 
 2458866.612258  20.527387  0.0096609302 
 2458866.612266  20.487860  0.0096938228 
 2458866.612300  20.527387  0.0096609302 
 2458866.612300  20.487860  0.0096938228 
 2458866.612695  20.471227  0.0101424859 
 2458866.612700  20.471227  0.0101424860 
 2458867.305200  20.503336  0.0106023870 
 2458867.305242  20.503336  0.0106023870 
 2458867.305675  20.569127  0.0108021106 
 2458867.305682  20.595046  0.0109110719 
 2458867.305700  20.569127  0.0108021110 
 2458867.305700  20.595046  0.0109110720 
 2458867.306100  20.540431  0.0111814610 
 2458867.306123  20.540431  0.0111814612 
 2458867.418200  20.739967  0.0099358055 
 2458867.418225  20.739967  0.0099358055 
 2458867.418600  20.831232  0.0092546632 
 2458867.418644  20.831232  0.0092546632 
 2458867.418653  20.728008  0.0102251371 
 2458867.418700  20.728008  0.0102251370 
 2458867.419082  20.716687  0.0100687318 
 2458867.419100  20.716687  0.0100687320 
 2458867.443900  20.737164  0.0093614446 
 2458867.443912  20.737164  0.0093614446 
 2458867.444300  20.766511  0.0099605185 
 2458867.444300  20.802812  0.0103181730 
 2458867.444337  20.802812  0.0103181727 
 2458867.444340  20.766511  0.0099605185 
 2458867.444769  20.751798  0.0100364673 
 2458867.444800  20.751798  0.0100364670 
 2458867.467063  20.566842  0.0100911712 
 2458867.467100  20.566842  0.0100911710 
 2458867.467484  20.694362  0.0096666118 
 2458867.467491  20.591821  0.0096689276 
 2458867.467500  20.694362  0.0096666118 
 2458867.467500  20.591821  0.0096689276 
 2458867.467900  20.655319  0.0099892816 
 2458867.467920  20.655319  0.0099892816 
 2458867.490400  20.614989  0.0097113349 
 2458867.490414  20.614989  0.0097113349 
 2458867.490851  20.722632  0.0102152862 
 2458867.490854  20.610365  0.0098369198 
 2458867.490900  20.610365  0.0098369198 
 2458867.490900  20.722632  0.0102152860 
 2458867.491300  20.615487  0.0100171170 
 2458867.491306  20.615487  0.0100171174 
 2458867.514781  20.738882  0.0097457656 
 2458867.514800  20.738882  0.0097457656 
 2458867.515200  20.749209  0.0108649600 
 2458867.515200  20.786786  0.0098914866 
 2458867.515225  20.786786  0.0098914866 
 2458867.515233  20.749209  0.0108649598 
 2458867.515685  20.643717  0.0095602587 
 2458867.515700  20.643717  0.0095602587 
 2458867.608071  20.615596  0.0098106064 
 2458867.608100  20.615596  0.0098106064 
 2458867.608496  20.790534  0.0098843752 
 2458867.608500  20.696673  0.0097489467 
 2458867.608500  20.790534  0.0098843752 
 2458867.608500  20.696673  0.0097489467 
 2458867.608900  20.645577  0.0098520777 
 2458867.608929  20.645577  0.0098520777 
 2458868.306100  20.683589  0.0098169419 
 2458868.306119  20.683589  0.0098169419 
 2458868.306599  20.813295  0.0103277943 
 2458868.306600  20.813295  0.0103277940 
 2458868.306600  20.661146  0.0102441450 
 2458868.306608  20.661146  0.0102441453 
 2458868.307100  20.662480  0.0102716390 
 2458868.307106  20.662480  0.0102716387 
 2458868.411700  20.586791  0.0111121250 
 2458868.411703  20.586791  0.0111121246 
 2458868.412100  20.689988  0.0095722826 
 2458868.412150  20.689988  0.0095722826 
 2458868.412155  20.669570  0.0102003384 
 2458868.412200  20.669570  0.0102003380 
 2458868.412600  20.609409  0.0101299440 
 2458868.412607  20.609409  0.0101299444 
 2458868.437156  20.673963  0.0100525949 
 2458868.437200  20.673963  0.0100525950 
 2458868.437600  20.578005  0.0092682013 
 2458868.437600  20.578005  0.0092682013 
 2458868.437600  20.591940  0.0109408320 
 2458868.437609  20.591940  0.0109408323 
 2458868.438060  20.565185  0.0099097062 
 2458868.438100  20.565185  0.0099097062 
 2458868.461366  20.510637  0.0097361911 
 2458868.461400  20.510637  0.0097361911 
 2458868.461800  20.677696  0.0093736373 
 2458868.461800  20.696011  0.0097901156 
 2458868.461812  20.696011  0.0097901156 
 2458868.461818  20.677696  0.0093736373 
 2458868.462270  20.746350  0.0085039865 
 2458868.462300  20.746350  0.0085039865 
 2458868.484799  20.661710  0.0107900828 
 2458868.484800  20.661710  0.0107900830 
 2458868.485200  20.666041  0.0096820785 
 2458868.485248  20.666041  0.0096820785 
 2458868.485251  20.650375  0.0111754779 
 2458868.485300  20.650375  0.0111754780 
 2458868.485700  20.629502  0.0089041985 
 2458868.485703  20.629502  0.0089041985 
 2458868.582261  20.691328  0.0101221517 
 2458868.582300  20.691328  0.0101221520 
 2458868.582700  20.786679  0.0095961587 
 2458868.582700  20.683291  0.0086082633 
 2458868.582708  20.786679  0.0095961587 
 2458868.582713  20.683291  0.0086082633 
 2458868.583165  20.681012  0.0095711902 
 2458868.583200  20.681012  0.0095711902 
 2458868.607464  20.625342  0.0091122972 
 2458868.607500  20.625342  0.0091122972 
 2458868.607900  20.723323  0.0088232657 
 2458868.607900  20.746348  0.0089628147 
 2458868.607904  20.723323  0.0088232657 
 2458868.607905  20.746348  0.0089628147 
 2458868.608357  20.665623  0.0099019491 
 2458868.608400  20.665623  0.0099019491 
 2458868.641284  20.637206  0.0111125917 
 2458868.641300  20.637206  0.0111125920 
 2458868.641700  20.660751  0.0099934901 
 2458868.641700  20.674219  0.0103121840 
 2458868.641733  20.674219  0.0103121842 
 2458868.641736  20.660751  0.0099934901 
 2458868.642188  20.753867  0.0115312149 
 2458868.642200  20.753867  0.0115312150 
 2458869.306195  20.723716  0.0092897086 
 2458869.306200  20.723716  0.0092897086 
 2458869.306600  20.898377  0.0083020713 
 2458869.306600  20.756473  0.0098147342 
 2458869.306643  20.898377  0.0083020713 
 2458869.306647  20.756473  0.0098147342 
 2458869.307098  20.771236  0.0089201528 
 2458869.307100  20.771236  0.0089201528 
 2458869.411500  20.806763  0.0087549445 
 2458869.411533  20.806763  0.0087549445 
 2458869.411973  20.966149  0.0091060640 
 2458869.411985  20.752082  0.0089676000 
 2458869.412000  20.966149  0.0091060640 
 2458869.412000  20.752082  0.0089676000 
 2458869.412400  20.817125  0.0084328276 
 2458869.412437  20.817125  0.0084328276 
 2458869.437685  20.717998  0.0094409582 
 2458869.437700  20.717998  0.0094409582 
 2458869.438100  20.799671  0.0087876439 
 2458869.438100  20.778006  0.0101936850 
 2458869.438129  20.799671  0.0087876439 
 2458869.438137  20.778006  0.0101936850 
 2458869.438589  20.809919  0.0094188662 
 2458869.438600  20.809919  0.0094188662 
 2458869.461000  20.775098  0.0099170526 
 2458869.461022  20.775098  0.0099170526 
 2458869.461473  20.900745  0.0092539488 
 2458869.461474  20.773331  0.0094002875 
 2458869.461500  20.900745  0.0092539488 
 2458869.461500  20.773331  0.0094002875 
 2458869.461900  20.765955  0.0090810560 
 2458869.461926  20.765955  0.0090810560 
 2458869.484600  20.850491  0.0085118038 
 2458869.484605  20.850491  0.0085118038 
 2458869.485000  20.921338  0.0091347164 
 2458869.485048  20.921338  0.0091347164 
 2458869.485057  20.846267  0.0096435296 
 2458869.485100  20.846267  0.0096435296 
 2458869.485500  20.828280  0.0092151957 
 2458869.485509  20.828280  0.0092151957 
 2458869.510262  20.753718  0.0085537830 
 2458869.510300  20.753718  0.0085537830 
 2458869.510695  20.929485  0.0083550897 
 2458869.510700  20.743700  0.0093767573 
 2458869.510700  20.929485  0.0083550897 
 2458869.510703  20.743700  0.0093767573 
 2458869.511155  20.757139  0.0099940897 
 2458869.511200  20.757139  0.0099940897 
 2458869.603700  20.861590  0.0093657494 
 2458869.603733  20.861590  0.0093657494 
 2458869.604174  20.901162  0.0087888135 
 2458869.604185  20.865595  0.0096535378 
 2458869.604200  20.901162  0.0087888135 
 2458869.604200  20.865595  0.0096535378 
 2458869.604600  20.854239  0.0089698579 
 2458869.604637  20.854239  0.0089698579 
 2458869.628500  20.773760  0.0093392319 
 2458869.628515  20.773760  0.0093392319 
 2458869.628964  20.806191  0.0092201682 
 2458869.628967  20.799854  0.0096978453 
 2458869.629000  20.806191  0.0092201682 
 2458869.629000  20.799854  0.0096978453 
 2458869.629400  20.743684  0.0105054000 
 2458869.629419  20.743684  0.0105054002 
 2458873.596382  21.144924  0.0079005943 
 2458873.596400  21.144924  0.0079005943 
 2458873.596800  21.357957  0.0079878215 
 2458873.596844  21.357957  0.0079878215 
 2458873.596857  21.198303  0.0084499287 
 2458873.596900  21.198303  0.0084499287 
 2458873.597300  21.165964  0.0085590400 
 2458873.597321  21.165964  0.0085590400 
 2458874.524661  21.265058  0.0083752025 
 2458874.524700  21.265058  0.0083752025 
 2458874.525100  21.277452  0.0078577362 
 2458874.525100  21.217776  0.0082854641 
 2458874.525113  21.277452  0.0078577362 
 2458874.525136  21.217776  0.0082854641 
 2458874.525576  21.242726  0.0089168483 
 2458874.525600  21.242726  0.0089168483 
 2458875.483600  21.320658  0.0074605480 
 2458875.483626  21.320658  0.0074605480 
 2458875.484062  21.407223  0.0076436374 
 2458875.484067  21.294684  0.0084284035 
 2458875.484100  21.407223  0.0076436374 
 2458875.484100  21.294684  0.0084284035 
 2458875.484500  21.333189  0.0077463477 
 2458875.484507  21.333189  0.0077463477 
 2458876.483900  21.450792  0.0079683582 
 2458876.483908  21.450792  0.0079683582 
 2458876.484350  21.521189  0.0079144544 
 2458876.484372  21.501369  0.0080045704 
 2458876.484400  21.501369  0.0080045704 
 2458876.484400  21.521189  0.0079144544 
 2458876.484800  21.456993  0.0082203008 
 2458876.484823  21.456993  0.0082203008 
 2458877.484700  21.550557  0.0074342274 
 2458877.484702  21.550557  0.0074342274 
 2458877.485100  21.555035  0.0071883039 
 2458877.485100  21.642084  0.0078246994 
 2458877.485123  21.642084  0.0078246994 
 2458877.485142  21.555035  0.0071883039 
 2458877.485571  21.586981  0.0074030167 
 2458877.485600  21.586981  0.0074030167 
 2458881.311700  21.766695  0.0077398283 
 2458881.311736  21.766695  0.0077398283 
 2458881.312183  21.837893  0.0073937900 
 2458881.312188  21.794664  0.0073717050 
 2458881.312200  21.794664  0.0073717050 
 2458881.312200  21.837893  0.0073937900 
 2458881.312600  21.793065  0.0076477266 
 2458881.312640  21.793065  0.0076477266 
 2458883.312692  22.015084  0.0078277924 
 2458883.312700  22.015084  0.0078277924 
 2458883.313100  22.029027  0.0072023749 
 2458883.313100  22.199992  0.0076457744 
 2458883.313113  22.199992  0.0076457744 
 2458883.313132  22.029027  0.0072023749 
 2458883.313561  22.080052  0.0078227417 
 2458883.313600  22.080052  0.0078227417 
 2458885.597900  21.713041  0.0261125840 
 2458885.597919  21.713041  0.0261125843 
 2458885.602500  21.839194  0.0182435670 
 2458885.602500  22.038797  0.0198909650 
 2458885.602537  22.038797  0.0198909651 
 2458885.602548  21.839194  0.0182435668 
 2458885.602977  21.208905  0.0198510762 
 2458887.314400  22.389031  0.0074614140 
 2458887.314428  22.389031  0.0074614140 
 2458887.314900  22.431534  0.0071478306 
 2458887.314900  22.351591  0.0076756555 
 2458887.314925  22.431534  0.0071478306 
 2458887.314942  22.351591  0.0076756555 
 2458887.315400  22.344909  0.0069903646 
 2458887.315441  22.344909  0.0069903646 
 2458888.314967  22.516649  0.0074408239 
 2458888.315000  22.516649  0.0074408239 
 2458888.315500  22.496412  0.0071527648 
 2458888.315500  22.476110  0.0076046819 
 2458888.315511  22.496412  0.0071527648 
 2458888.315536  22.476110  0.0076046819 
 2458888.316069  22.522811  0.0072223692 
 2458888.316100  22.522811  0.0072223692 
 2458890.315690  22.701826  0.0068448783 
 2458890.315700  22.701826  0.0068448783 
 2458890.316165  22.633216  0.0068336377 
 2458890.316171  22.662114  0.0064189156 
 2458890.316200  22.633216  0.0068336377 
 2458890.316200  22.662114  0.0064189156 
 2458890.316675  22.704076  0.0065139640 
 2458890.316700  22.704076  0.0065139640 
 2458892.317000  22.966262  0.0084780320 
 2458892.317007  22.966262  0.0084780320 
 2458892.317400  22.875794  0.0079713350 
 2458892.317440  22.875794  0.0079713350 
 2458892.317461  22.885873  0.0074237951 
 2458892.317500  22.885873  0.0074237951 
 2458892.317900  22.837226  0.0086418997 
 2458892.317901  22.837226  0.0086418997 
 2458895.567400  23.185502  0.0069948672 
 2458895.567407  23.185502  0.0069948672 
 2458895.567853  23.282467  0.0073910931 
 2458895.567859  23.190237  0.0073306266 
 2458895.567900  23.282467  0.0073910931 
 2458895.567900  23.190237  0.0073306266 
 2458895.568300  23.205590  0.0080833920 
 2458895.568311  23.205590  0.0080833920 
 2458896.499500  23.304678  0.0086972737 
 2458896.499549  23.304678  0.0086972737 
 2458896.499976  23.325125  0.0083244959 
 2458896.499978  23.325105  0.0082983150 
 2458896.500000  23.325105  0.0082983150 
 2458896.500000  23.325125  0.0083244959 
 2458896.500400  23.347208  0.0077505555 
 2458896.500407  23.347208  0.0077505555 
 2458897.489595  23.416729  0.0066804282 
 2458897.489600  23.416729  0.0066804282 
 2458897.490000  23.416600  0.0073292571 
 2458897.490000  23.496633  0.0077260524 
