# JD     RV     RV_err 
 2458480.461162  21.085396  0.0069975312 
 2458480.461200  21.085396  0.0069975312 
 2458480.474091  21.115281  0.0071568282 
 2458480.474100  21.115281  0.0071568282 
 2458480.485688  21.162721  0.0071165551 
 2458480.485700  21.162721  0.0071165551 
 2458480.492996  21.092148  0.0072549607 
 2458480.493000  21.092148  0.0072549607 
 2458480.500472  21.160267  0.0072062790 
 2458480.500500  21.160267  0.0072062790 
 2458480.522900  21.218048  0.0074040559 
 2458480.522929  21.218048  0.0074040559 
 2458480.536084  21.150452  0.0068860413 
 2458480.536100  21.150452  0.0068860413 
 2458480.542700  21.177113  0.0077573441 
 2458480.542709  21.177113  0.0077573441 
 2458480.546000  21.160492  0.0075938870 
 2458480.546032  21.160492  0.0075938870 
 2458480.549355  21.157947  0.0071562088 
 2458480.549400  21.157947  0.0071562088 
 2458480.552689  21.157945  0.0070957274 
 2458480.552700  21.157945  0.0070957274 
 2458480.559500  21.165393  0.0064912988 
 2458480.559503  21.165393  0.0064912988 
 2458480.562800  21.186297  0.0070413621 
 2458480.562825  21.186297  0.0070413621 
 2458480.566159  21.183654  0.0071336447 
 2458480.566200  21.183654  0.0071336447 
 2458480.578791  21.143362  0.0069434606 
 2458480.578800  21.143362  0.0069434606 
 2458480.585600  21.150957  0.0069983200 
 2458480.585600  21.150957  0.0069983200 
 2458480.595900  21.167897  0.0070938878 
 2458480.595934  21.167897  0.0070938878 
 2458480.599273  21.109877  0.0074758923 
 2458480.599300  21.109877  0.0074758923 
 2458480.602600  21.178503  0.0070278146 
 2458480.602604  21.178503  0.0070278146 
 2458480.613782  21.096102  0.0071978885 
 2458480.613800  21.096102  0.0071978885 
 2458480.617100  21.120049  0.0070696603 
 2458480.617102  21.120049  0.0070696603 
 2458480.620400  21.125153  0.0064247872 
 2458480.620423  21.125153  0.0064247872 
 2458480.627500  21.144863  0.0078716931 
 2458480.627518  21.144863  0.0078716931 
 2458480.630800  21.103600  0.0068801551 
 2458480.630849  21.103600  0.0068801551 
 2458480.634169  21.106539  0.0067677098 
 2458480.634200  21.106539  0.0067677098 
 2458480.637489  21.154088  0.0071370048 
 2458480.637500  21.154088  0.0071370048 
 2458480.644400  21.070414  0.0071663041 
 2458480.644406  21.070414  0.0071663041 
 2458480.647700  21.097072  0.0073914670 
 2458480.647725  21.097072  0.0073914670 
 2458480.654700  21.085945  0.0073091582 
 2458480.654738  21.085945  0.0073091582 
 2458480.661800  21.100326  0.0066963865 
 2458480.661814  21.100326  0.0066963865 
 2458480.668958  21.127415  0.0080126509 
 2458480.669000  21.127415  0.0080126509 
 2458480.679253  21.066541  0.0067253767 
 2458480.679300  21.066541  0.0067253767 
 2458480.686300  20.971311  0.0061635477 
 2458480.686314  20.971311  0.0061635477 
 2458481.442357  21.139166  0.0064945958 
 2458481.442400  21.139166  0.0064945958 
 2458481.552400  21.149697  0.0065935859 
 2458481.552447  21.149697  0.0065935859 
 2458482.419500  21.274910  0.0072210827 
 2458482.419514  21.274910  0.0072210827 
 2458483.513600  21.336981  0.0072596849 
 2458483.513646  21.336981  0.0072596849 
 2458484.434456  21.402123  0.0073176809 
 2458484.434500  21.402123  0.0073176809 
 2458484.544700  21.347119  0.0069815364 
 2458484.544733  21.347119  0.0069815364 
 2458484.544733  21.347119  0.0069815364 
 2458485.675252  21.391414  0.0069846618 
 2458485.675252  21.391414  0.0069846618 
 2458485.675300  21.391414  0.0069846618 
 2458486.437890  21.472441  0.0070335244 
 2458486.437890  21.472441  0.0070335244 
 2458486.437900  21.472441  0.0070335244 
 2458486.546100  21.564778  0.0071320423 
 2458486.546148  21.564778  0.0071320423 
 2458486.546148  21.564778  0.0071320423 
 2458487.434400  21.569178  0.0062772505 
 2458487.434438  21.569178  0.0062772505 
 2458487.434438  21.569178  0.0062772505 
 2458488.415679  21.600883  0.0069636450 
 2458488.415679  21.600883  0.0069636450 
 2458488.415700  21.600883  0.0069636450 
 2458488.595500  21.511704  0.0060935855 
 2458488.595500  21.511704  0.0060935855 
 2458488.595500  21.511704  0.0060935855 
 2458489.436000  21.657959  0.0060358603 
 2458489.436012  21.657959  0.0060358603 
 2458489.436012  21.657959  0.0060358603 
 2458489.527900  21.700730  0.0064679893 
 2458489.527914  21.700730  0.0064679893 
 2458489.527914  21.700730  0.0064679893 
 2458489.624000  21.671101  0.0064047371 
 2458489.624031  21.671101  0.0064047371 
 2458489.624031  21.671101  0.0064047371 
 2458490.436295  21.526281  0.0061948660 
 2458490.436295  21.526281  0.0061948660 
 2458490.436300  21.526281  0.0061948660 
 2458490.529400  21.684912  0.0070762678 
 2458490.529426  21.684912  0.0070762678 
 2458490.529426  21.684912  0.0070762678 
 2458491.424085  21.501209  0.0154091665 
 2458491.424085  21.501209  0.0154091665 
 2458491.424100  21.501209  0.0154091670 
 2458491.452366  21.719215  0.0057788895 
 2458491.452366  21.719215  0.0057788895 
 2458491.452400  21.719215  0.0057788895 
 2458491.621400  21.774643  0.0063136787 
 2458491.621430  21.774643  0.0063136787 
 2458491.621430  21.774643  0.0063136787 
 2458492.406696  21.775982  0.0062150766 
 2458492.406696  21.775982  0.0062150766 
 2458492.406700  21.775982  0.0062150766 
 2458492.497363  21.791450  0.0059019887 
 2458492.497363  21.791450  0.0059019887 
 2458492.497400  21.791450  0.0059019887 
 2458493.420200  21.917451  0.0060786965 
 2458493.420212  21.917451  0.0060786965 
 2458493.643900  21.852126  0.0058670122 
 2458493.643910  21.852126  0.0058670122 
 2458493.643910  21.852126  0.0058670122 
 2458494.482991  21.872178  0.0054218916 
 2458494.483000  21.872178  0.0054218916 
 2458494.579800  21.909045  0.0061736566 
 2458494.579801  21.909045  0.0061736566 
 2458495.407900  21.871632  0.0057302569 
 2458495.407941  21.871632  0.0057302569 
 2458495.499300  21.898877  0.0056991201 
 2458495.499331  21.898877  0.0056991201 
 2458496.421300  21.883061  0.0059111995 
 2458496.421339  21.883061  0.0059111995 
 2458496.513500  21.889172  0.0056179755 
 2458496.513512  21.889172  0.0056179755 
 2458497.455000  21.847088  0.0048393999 
 2458497.455023  21.847088  0.0048393999 
 2458497.546988  21.980141  0.0047701953 
 2458497.547000  21.980141  0.0047701953 
 2458498.409467  21.953656  0.0043446060 
 2458498.409500  21.953656  0.0043446060 
 2458498.509600  21.920169  0.0051129023 
 2458498.509641  21.920169  0.0051129023 
 2458498.627064  21.956690  0.0055416762 
 2458498.627100  21.956690  0.0055416762 
 2458499.411400  22.000887  0.0050082855 
 2458499.411437  22.000887  0.0050082855 
 2458499.509900  21.998912  0.0053813167 
 2458499.509914  21.998912  0.0053813167 
 2458499.601700  21.955530  0.0047404585 
 2458499.601747  21.955530  0.0047404585 
 2458502.411400  21.976087  0.0042125812 
 2458502.411427  21.976087  0.0042125812 
 2458502.577100  21.918195  0.0043515215 
 2458502.577135  21.918195  0.0043515215 
 2458503.440600  22.025930  0.0046346955 
 2458503.440633  22.025930  0.0046346955 
 2458503.533265  22.033477  0.0041198658 
 2458503.533300  22.033477  0.0041198658 
 2458506.413077  21.921491  0.0033421593 
 2458506.413100  21.921491  0.0033421593 
 2458506.536581  21.913501  0.0038430864 
 2458506.536600  21.913501  0.0038430864 
 2458507.413400  21.944099  0.0038980244 
 2458507.413450  21.944099  0.0038980244 
 2458507.503416  21.518185  0.0133445490 
 2458507.506700  21.823483  0.0038060363 
 2458507.506729  21.823483  0.0038060363 
 2458508.414300  21.888930  0.0029986740 
 2458508.414301  21.888930  0.0029986740 
 2458508.505900  21.902215  0.0029623974 
 2458508.505946  21.902215  0.0029623974 
 2458508.603200  21.894536  0.0042639343 
 2458508.603224  21.894536  0.0042639343 
 2458509.414475  21.841307  0.0027265719 
 2458509.414500  21.841307  0.0027265719 
 2458509.517300  21.947538  0.0038019654 
 2458509.517343  21.947538  0.0038019654 
 2458510.414700  21.716539  0.0033047898 
 2458510.414740  21.716539  0.0033047898 
 2458511.415271  21.753778  0.0030153882 
 2458511.415300  21.753778  0.0030153882 
 2458511.543100  21.749098  0.0029664068 
 2458511.543141  21.749098  0.0029664068 
 2458512.415700  21.764732  0.0032114579 
 2458512.415724  21.764732  0.0032114579 
 2458512.508166  21.758270  0.0036169920 
 2458512.508200  21.758270  0.0036169920 
 2458513.416000  21.730296  0.0032534657 
 2458513.416005  21.730296  0.0032534657 
 2458513.507300  21.672240  0.0032065876 
 2458513.507347  21.672240  0.0032065876 
 2458514.416600  21.657064  0.0032963890 
 2458514.416627  21.657064  0.0032963890 
 2458514.508800  21.640270  0.0030535997 
 2458514.508845  21.640270  0.0030535997 
 2458515.417300  21.550779  0.0031807682 
 2458515.417305  21.550779  0.0031807682 
 2458515.508585  21.639363  0.0038707549 
 2458515.508600  21.639363  0.0038707549 
 2458517.418400  21.447642  0.0038816249 
 2458517.418436  21.447642  0.0038816249 
 2458517.578500  21.485568  0.0034762560 
 2458517.578536  21.485568  0.0034762560 
 2458518.418500  21.466328  0.0037831656 
 2458518.418503  21.466328  0.0037831656 
 2458518.509900  21.394448  0.0040066708 
 2458518.509935  21.394448  0.0040066708 
 2458519.419000  21.423627  0.0038673390 
 2458519.419038  21.423627  0.0038673390 
 2458519.525993  21.326662  0.0040293189 
 2458519.526000  21.326662  0.0040293189 
 2458520.419500  21.358721  0.0042158739 
 2458520.419531  21.358721  0.0042158739 
 2458520.511200  21.323492  0.0038311822 
 2458520.511210  21.323492  0.0038311822 
 2458521.419770  21.308572  0.0043862710 
 2458521.419800  21.308572  0.0043862710 
 2458522.420300  21.231987  0.0038148494 
 2458522.420349  21.231987  0.0038148494 
 2458522.542989  21.265489  0.0045929189 
 2458522.543000  21.265489  0.0045929189 
 2458523.420700  21.246479  0.0045564775 
 2458523.420719  21.246479  0.0045564775 
 2458523.527796  21.146105  0.0048782626 
 2458523.527800  21.146105  0.0048782626 
 2458525.421800  21.079610  0.0042631848 
 2458525.421819  21.079610  0.0042631848 
 2458525.543494  21.010760  0.0050125669 
 2458525.543500  21.010760  0.0050125669 
 2458526.461600  21.057832  0.0053255474 
 2458526.461622  21.057832  0.0053255474 
 2458528.423000  21.016808  0.0047200050 
 2458528.423008  21.016808  0.0047200050 
 2458528.514679  21.011758  0.0046612699 
 2458528.514700  21.011758  0.0046612699 
 2458540.345400  20.242480  0.0064279549 
 2458540.345439  20.242480  0.0064279549 
 2458542.457300  20.002663  0.0078205075 
 2458542.457345  20.002663  0.0078205075 
 2458543.488373  20.019810  0.0083836074 
 2458543.488400  20.019810  0.0083836074 
 2458545.409356  19.294565  0.0088446276 
 2458545.409400  19.294565  0.0088446276 
 2458546.440250  18.558035  0.0084348625 
 2458547.429951  19.421095  0.0118670891 
 2458547.430000  19.421095  0.0118670890 
 2458548.429565  20.105195  0.0079046301 
 2458548.429600  20.105195  0.0079046301 
 2458549.439600  20.069162  0.0108202030 
 2458549.439623  20.069162  0.0108202026 
 2458551.394680  19.087725  0.0095049437 
 2458551.394700  19.087725  0.0095049437 
 2458553.351688  18.857499  0.0099353572 
 2458553.351700  18.857499  0.0099353572 
 2458556.349467  18.468444  0.0112667647 
 2458556.349500  18.468444  0.0112667650 
 2458557.350100  18.666069  0.0102752700 
 2458557.350133  18.666069  0.0102752702 
 2458558.369275  18.445257  0.0109870517 
 2458558.369300  18.445257  0.0109870520 
 2458559.346700  18.405142  0.0105431730 
 2458559.346748  18.405142  0.0105431734 
 2458560.347095  18.270431  0.0114638448 
 2458560.347100  18.270431  0.0114638450 
 2458560.452300  18.114834  0.0111663000 
 2458560.452331  18.114834  0.0111662995 
 2458561.349458  17.869186  0.0091124871 
 2458561.349500  17.869186  0.0091124871 
 2458562.356570  18.057502  0.0094586286 
 2458562.356600  18.057502  0.0094586286 
 2458563.349795  18.039032  0.0099011671 
 2458563.349800  18.039032  0.0099011671 
 2458563.440686  17.965690  0.0102468445 
 2458563.440700  17.965690  0.0102468450 
 2458564.350400  18.002507  0.0098761602 
 2458564.350416  18.002507  0.0098761602 
 2458580.358800  16.642535  0.0091655455 
 2458580.358804  16.642535  0.0091655455 
 2458582.362886  16.854098  0.0237388437 
 2458582.362900  16.854098  0.0237388440 
 2458583.367068  16.597557  0.0095684771 
 2458583.367100  16.597557  0.0095684771 
 2458584.359800  16.557969  0.0095967995 
 2458584.359817  16.557969  0.0095967995 
 2458586.360786  16.861348  0.0099935657 
 2458586.360800  16.861348  0.0099935657 
 2458587.361500  16.577334  0.0086090726 
 2458587.361531  16.577334  0.0086090726 
 2458588.361400  16.434594  0.0094745522 
 2458588.361430  16.434594  0.0094745522 
 2458589.358300  16.568744  0.0100628090 
 2458589.358316  16.568744  0.0100628091 
 2458590.359900  16.402758  0.0091484605 
 2458590.359913  16.402758  0.0091484605 
 2458591.360775  16.438355  0.0092651172 
 2458591.360800  16.438355  0.0092651172 
 2458592.358867  16.490637  0.0089178873 
 2458592.358900  16.490637  0.0089178873 
 2458593.363300  16.453211  0.0090122851 
 2458593.363348  16.453211  0.0090122851 
 2458594.363873  16.508033  0.0079838232 
 2458594.363900  16.508033  0.0079838232 
 2458595.363959  16.509763  0.0087860526 
 2458595.364000  16.509763  0.0087860526 
 2458597.364992  16.473302  0.0087371956 
 2458597.365000  16.473302  0.0087371956 
 2458598.365063  16.515173  0.0093535840 
 2458598.365100  16.515173  0.0093535840 
 2458710.726600  15.484811  0.0089626120 
 2458710.726624  15.484811  0.0089626120 
 2458711.700000  15.497270  0.0102500890 
 2458711.700033  15.497270  0.0102500890 
 2458713.706400  15.234872  0.0109332160 
 2458713.706441  15.234872  0.0109332159 
 2458713.706892  15.257021  0.0105972614 
 2458713.706893  15.216281  0.0090669814 
 2458713.706900  15.257021  0.0105972610 
 2458713.706900  15.216281  0.0090669814 
 2458713.707300  15.257014  0.0088793287 
 2458713.707345  15.257014  0.0088793287 
 2458714.703000  15.395743  0.0092512571 
 2458714.703012  15.395743  0.0092512571 
 2458714.703487  15.432058  0.0093644414 
 2458714.703499  15.407030  0.0093040839 
 2458714.703500  15.407030  0.0093040839 
 2458714.703500  15.432058  0.0093644414 
 2458714.703998  15.421659  0.0095807022 
 2458714.704000  15.421659  0.0095807022 
 2458715.701200  15.226671  0.0102378330 
 2458715.701237  15.226671  0.0102378335 
 2458715.701657  15.260311  0.0104622157 
 2458715.701677  15.235371  0.0103989217 
 2458715.701700  15.235371  0.0103989220 
 2458715.701700  15.260311  0.0104622160 
 2458715.702100  15.287649  0.0108011450 
 2458715.702106  15.287649  0.0108011454 
 2458716.697985  15.279584  0.0107239528 
 2458716.698000  15.279584  0.0107239530 
 2458716.698400  15.301194  0.0107959680 
 2458716.698400  15.257860  0.0103319900 
 2458716.698405  15.301194  0.0107959680 
 2458716.698425  15.257860  0.0103319899 
 2458716.698853  15.283687  0.0104843510 
 2458716.698900  15.283687  0.0104843510 
 2458717.737365  15.331493  0.0110025218 
 2458717.737400  15.331493  0.0110025220 
 2458717.737784  15.353742  0.0111347203 
 2458717.737794  15.355829  0.0110690438 
 2458717.737800  15.353742  0.0111347200 
 2458717.737800  15.355829  0.0110690440 
 2458717.738200  15.313607  0.0108262650 
 2458717.738234  15.313607  0.0108262647 
 2458718.696084  14.822806  0.0119478635 
 2458718.696532  14.935426  0.0108321565 
 2458718.696536  14.900243  0.0118876453 
 2458718.696988  14.878397  0.0102338613 
 2458720.687500  15.231178  0.0108001820 
 2458720.687541  15.231178  0.0108001819 
 2458720.688000  15.224206  0.0108557990 
 2458720.688000  15.261616  0.0106349300 
 2458720.688006  15.261616  0.0106349298 
 2458720.688016  15.224206  0.0108557985 
 2458720.688491  15.227838  0.0104524679 
 2458720.688500  15.227838  0.0104524680 
 2458725.690000  15.181070  0.0107558110 
 2458725.690013  15.181070  0.0107558106 
 2458725.690452  15.169516  0.0107120159 
 2458725.690453  15.170431  0.0110289763 
 2458725.690500  15.170431  0.0110289760 
 2458725.690500  15.169516  0.0107120160 
 2458725.690893  15.127155  0.0108161521 
 2458725.690900  15.127155  0.0108161520 
 2458729.677300  15.118936  0.0103619110 
 2458729.677350  15.118936  0.0103619110 
 2458729.677774  15.135681  0.0102058047 
 2458729.677779  15.121012  0.0099723236 
 2458729.677800  15.121012  0.0099723236 
 2458729.677800  15.135681  0.0102058050 
 2458729.678200  15.126890  0.0106310330 
 2458729.678207  15.126890  0.0106310332 
 2458734.743100  15.276938  0.0109120740 
 2458734.743140  15.276938  0.0109120742 
 2458734.743560  15.276466  0.0108500152 
 2458734.743569  15.267677  0.0112023294 
 2458734.743600  15.276466  0.0108500150 
 2458734.743600  15.267677  0.0112023290 
 2458734.743997  15.255432  0.0111001450 
 2458734.744000  15.255432  0.0111001450 
 2458738.755356  15.465285  0.0112534406 
 2458738.755400  15.465285  0.0112534410 
 2458738.755774  15.605146  0.0111808271 
 2458738.755785  15.588108  0.0111811768 
 2458738.755800  15.605146  0.0111808270 
 2458738.755800  15.588108  0.0111811770 
 2458738.756200  15.575242  0.0110302020 
 2458738.756214  15.575242  0.0110302020 
 2458740.758700  15.054255  0.0106347160 
 2458740.758703  15.054255  0.0106347160 
 2458740.759200  15.099344  0.0100841700 
 2458740.759200  15.080157  0.0103103250 
 2458740.759203  15.080157  0.0103103255 
 2458740.759213  15.099344  0.0100841703 
 2458740.759700  15.073584  0.0115661980 
 2458740.759735  15.073584  0.0115661978 
 2458741.755479  15.156192  0.0111720991 
 2458741.755500  15.156192  0.0111720990 
 2458741.755900  15.199173  0.0109528750 
 2458741.755900  15.228614  0.0110524770 
 2458741.755906  15.228614  0.0110524765 
 2458741.755907  15.199173  0.0109528753 
 2458741.756300  15.250619  0.0100473970 
 2458741.756336  15.250619  0.0100473968 
 2458743.624763  15.281666  0.0112242351 
 2458743.624800  15.281666  0.0112242350 
 2458743.625284  15.320093  0.0108054715 
 2458743.625285  15.324831  0.0106668950 
 2458743.625300  15.320093  0.0108054720 
 2458743.625300  15.324831  0.0106668950 
 2458743.625800  15.295625  0.0109317880 
 2458743.625830  15.295625  0.0109317877 
 2458743.723880  15.290781  0.0101543824 
 2458743.723900  15.290781  0.0101543820 
 2458743.724400  15.378203  0.0100819840 
 2458743.724400  15.340416  0.0103693380 
 2458743.724425  15.378203  0.0100819840 
 2458743.724448  15.340416  0.0103693376 
 2458743.724982  15.361741  0.0100883703 
 2458743.725000  15.361741  0.0100883700 
 2458744.632291  15.243280  0.0114307150 
 2458744.632300  15.243280  0.0114307150 
 2458744.632856  15.212846  0.0111076307 
 2458744.632871  15.337619  0.0110713929 
 2458744.632900  15.337619  0.0110713930 
 2458744.632900  15.212846  0.0111076310 
 2458744.633400  15.243487  0.0116153050 
 2458744.633439  15.243487  0.0116153052 
 2458745.632100  15.419202  0.0118917740 
 2458745.632124  15.419202  0.0118917740 
 2458745.632500  15.415484  0.0115054090 
 2458745.632546  15.415484  0.0115054088 
 2458745.632553  15.384548  0.0114813329 
 2458745.632600  15.384548  0.0114813330 
 2458745.632981  15.389861  0.0113637543 
 2458745.633000  15.389861  0.0113637540 
 2458745.751260  15.276793  0.0108050548 
 2458745.751300  15.276793  0.0108050550 
 2458745.751700  15.281924  0.0104854650 
 2458745.751700  15.353387  0.0101976300 
 2458745.751701  15.353387  0.0101976303 
 2458745.751724  15.281924  0.0104854650 
 2458745.752176  15.407524  0.0105048768 
 2458745.752200  15.407524  0.0105048770 
 2458746.739189  15.414894  0.0107021059 
 2458746.739200  15.414894  0.0107021060 
 2458746.739600  15.432268  0.0107055970 
 2458746.739600  15.438442  0.0106699150 
 2458746.739631  15.438442  0.0106699149 
 2458746.739641  15.432268  0.0107055970 
 2458746.740100  15.424288  0.0105892290 
 2458746.740105  15.424288  0.0105892293 
 2458747.625374  15.352458  0.0109203990 
 2458747.625400  15.352458  0.0109203990 
 2458747.625800  15.364406  0.0110877310 
 2458747.625800  15.334124  0.0110847740 
 2458747.625803  15.364406  0.0110877306 
 2458747.625814  15.334124  0.0110847736 
 2458747.626200  15.281831  0.0110582650 
 2458747.626243  15.281831  0.0110582648 
 2458752.752087  15.342121  0.0102602511 
 2458752.752100  15.342121  0.0102602510 
 2458752.752500  15.394135  0.0101109100 
 2458752.752500  15.446817  0.0122414320 
 2458752.752505  15.446817  0.0122414316 
 2458752.752516  15.394135  0.0101109100 
 2458752.752900  15.419866  0.0124779320 
 2458752.752945  15.419866  0.0124779321 
 2458753.762000  15.166960  0.0112615750 
 2458753.762028  15.166960  0.0112615749 
 2458753.762500  15.248512  0.0111799370 
 2458753.762532  15.248512  0.0111799367 
 2458753.762550  15.238738  0.0105305975 
 2458753.762600  15.238738  0.0105305970 
 2458753.763060  15.238745  0.0104532479 
 2458753.763100  15.238745  0.0104532480 
 2458754.739271  15.216158  0.0107893098 
 2458754.739300  15.216158  0.0107893100 
 2458754.739788  15.241180  0.0105438333 
 2458754.739800  15.205726  0.0108673790 
 2458754.739800  15.241180  0.0105438330 
 2458754.739804  15.205726  0.0108673788 
 2458754.740300  15.237401  0.0104237240 
 2458754.740326  15.237401  0.0104237239 
 2458755.733600  15.119982  0.0146986520 
 2458755.733611  15.119982  0.0146986524 
 2458755.734100  15.090343  0.0129437950 
 2458755.734142  15.090343  0.0129437945 
 2458755.734156  15.120596  0.0113177024 
 2458755.734200  15.120596  0.0113177020 
 2458755.734690  15.226860  0.0111258241 
 2458755.734700  15.226860  0.0111258240 
 2458758.589600  15.289461  0.0105893540 
 2458758.589614  15.289461  0.0105893541 
 2458758.590000  15.290496  0.0104076170 
 2458758.590000  15.348963  0.0128039230 
 2458758.590036  15.348963  0.0128039233 
 2458758.590042  15.290496  0.0104076167 
 2458758.590472  15.307938  0.0129486702 
 2458758.590500  15.307938  0.0129486700 
 2458758.741800  15.215455  0.0125794770 
 2458758.741819  15.215455  0.0125794772 
 2458758.742200  15.353276  0.0122563150 
 2458758.742249  15.353276  0.0122563148 
 2458758.742271  15.290310  0.0121670257 
 2458758.742300  15.290310  0.0121670260 
 2458758.742700  15.325977  0.0125896419 
 2458758.742700  15.325977  0.0125896420 
 2458759.598076  15.355908  0.0122647309 
 2458759.598100  15.355908  0.0122647310 
 2458759.598498  15.351044  0.0122579167 
 2458759.598500  15.307364  0.0122544510 
 2458759.598500  15.351044  0.0122579170 
 2458759.598505  15.307364  0.0122544505 
 2458759.598900  15.331143  0.0127191580 
 2458759.598934  15.331143  0.0127191581 
 2458759.717900  15.411594  0.0120332890 
 2458759.717926  15.411594  0.0120332890 
 2458759.718300  15.424980  0.0124232190 
 2458759.718347  15.424980  0.0124232194 
 2458759.718355  15.430575  0.0119996084 
 2458759.718400  15.430575  0.0119996080 
 2458759.718784  15.308071  0.0124567148 
 2458759.718800  15.308071  0.0124567150 
 2458760.602300  15.191751  0.0127335570 
 2458760.602321  15.191751  0.0127335567 
 2458760.602700  15.275379  0.0120109110 
 2458760.602747  15.275379  0.0120109106 
 2458760.602750  15.208920  0.0096116402 
 2458760.602800  15.208920  0.0096116402 
 2458760.603179  15.233774  0.0099379751 
 2458760.603200  15.233774  0.0099379751 
 2458760.725700  15.265016  0.0125544130 
 2458760.725724  15.265016  0.0125544131 
 2458760.726100  15.272192  0.0124847080 
 2458760.726149  15.272192  0.0124847081 
 2458760.726153  15.259850  0.0118821437 
 2458760.726200  15.259850  0.0118821440 
 2458760.726581  15.315901  0.0124073332 
 2458760.726600  15.315901  0.0124073330 
 2458761.582800  15.436375  0.0121342550 
 2458761.582806  15.436375  0.0121342550 
 2458761.583200  15.438482  0.0122606070 
 2458761.583200  15.478315  0.0122382520 
 2458761.583231  15.478315  0.0122382520 
 2458761.583235  15.438482  0.0122606071 
 2458761.583664  15.439950  0.0123308363 
 2458761.583700  15.439950  0.0123308360 
 2458761.713556  15.247776  0.0122453709 
 2458761.713600  15.247776  0.0122453710 
 2458761.713973  15.389607  0.0116318196 
 2458761.713985  15.297085  0.0113879621 
 2458761.714000  15.297085  0.0113879620 
 2458761.714000  15.389607  0.0116318200 
 2458761.714400  15.396219  0.0118215300 
 2458761.714414  15.396219  0.0118215297 
 2458763.577200  15.384135  0.0117764680 
 2458763.577214  15.384135  0.0117764682 
 2458763.577600  15.363742  0.0121676040 
 2458763.577600  15.370373  0.0119065840 
 2458763.577640  15.370373  0.0119065838 
 2458763.577643  15.363742  0.0121676036 
 2458763.578071  15.374863  0.0117653914 
 2458763.578100  15.374863  0.0117653910 
 2458763.750400  15.148419  0.0123527320 
 2458763.750403  15.148419  0.0123527318 
 2458763.750800  15.082456  0.0120562290 
 2458763.750800  15.158481  0.0124289170 
 2458763.750828  15.158481  0.0124289171 
 2458763.750832  15.082456  0.0120562289 
 2458763.751261  15.101825  0.0122495919 
 2458763.751300  15.101825  0.0122495920 
 2458764.608500  15.329839  0.0117547350 
 2458764.608523  15.329839  0.0117547346 
 2458764.608950  15.386896  0.0117092799 
 2458764.608952  15.326846  0.0117352822 
 2458764.609000  15.386896  0.0117092800 
 2458764.609000  15.326846  0.0117352820 
 2458764.609381  15.360346  0.0114833193 
 2458764.609400  15.360346  0.0114833190 
 2458764.731683  15.204774  0.0116322598 
 2458764.731700  15.204774  0.0116322600 
 2458764.732100  15.081445  0.0124236240 
 2458764.732100  15.208471  0.0126142600 
 2458764.732110  15.208471  0.0126142597 
 2458764.732112  15.081445  0.0124236239 
 2458764.732552  15.214012  0.0123002323 
 2458764.732600  15.214012  0.0123002320 
 2458765.605600  15.441318  0.0121834490 
 2458765.605606  15.441318  0.0121834492 
 2458765.606000  15.453544  0.0128425930 
 2458765.606000  15.423965  0.0116735480 
 2458765.606044  15.453544  0.0128425933 
 2458765.606046  15.423965  0.0116735483 
 2458765.606486  15.381155  0.0132996611 
 2458765.606500  15.381155  0.0132996610 
 2458765.729200  15.309233  0.0129138410 
 2458765.729249  15.309233  0.0129138412 
 2458765.729666  15.381322  0.0124528854 
 2458765.729678  15.374515  0.0125729271 
 2458765.729700  15.374515  0.0125729270 
 2458765.729700  15.381322  0.0124528850 
 2458765.730100  15.443704  0.0124482770 
 2458765.730107  15.443704  0.0124482772 
 2458766.607900  15.424029  0.0127674210 
 2458766.607905  15.424029  0.0127674210 
 2458766.608300  15.430827  0.0128083450 
 2458766.608300  15.433261  0.0125457210 
 2458766.608322  15.433261  0.0125457207 
 2458766.608333  15.430827  0.0128083446 
 2458766.608763  15.350129  0.0130301808 
 2458766.608800  15.350129  0.0130301810 
 2458766.735200  15.125563  0.0127746880 
 2458766.735210  15.125563  0.0127746878 
 2458766.735600  15.169446  0.0123698110 
 2458766.735600  15.179446  0.0120751500 
 2458766.735637  15.179446  0.0120751500 
 2458766.735639  15.169446  0.0123698105 
 2458766.736068  15.188003  0.0123895262 
 2458766.736100  15.188003  0.0123895260 
 2458767.567200  15.377203  0.0129951900 
 2458767.567249  15.377203  0.0129951903 
 2458767.567668  15.361139  0.0126156364 
 2458767.567678  15.324410  0.0122395714 
 2458767.567700  15.361139  0.0126156360 
 2458767.567700  15.324410  0.0122395710 
 2458767.568100  15.320027  0.0126678110 
 2458767.568107  15.320027  0.0126678114 
 2458767.728973  15.212464  0.0118535744 
 2458767.729000  15.212464  0.0118535740 
 2458767.729396  15.245325  0.0118603057 
 2458767.729400  15.223108  0.0122155880 
 2458767.729400  15.245325  0.0118603060 
 2458767.729402  15.223108  0.0122155881 
 2458767.729800  15.326932  0.0121717140 
 2458767.729831  15.326932  0.0121717139 
 2458768.559362  15.149888  0.0103130182 
 2458768.559400  15.149888  0.0103130180 
 2458768.559795  15.329246  0.0123175593 
 2458768.559800  15.343896  0.0121866500 
 2458768.559800  15.329246  0.0123175590 
 2458768.559803  15.343896  0.0121866500 
 2458768.560200  15.335841  0.0126679590 
 2458768.560244  15.335841  0.0126679588 
 2458768.741370  15.315154  0.0119487150 
 2458768.741400  15.315154  0.0119487150 
 2458768.741790  15.363371  0.0118516361 
 2458768.741799  15.332176  0.0120010193 
