JD,RV,RV_err,NP
2458425.492661305,17.857958333333332,0.025052722278337627,6
2458435.493657752,17.628663,0.05665300000000073,4
2458445.4946541996,18.476333,0.013121723200000003,2
2458455.495650647,19.43310755555555,0.0799082401843392,36
2458465.4966470944,20.201054399999997,0.19581036276724445,20
2458475.4976435425,20.76681116964286,0.19398171859591967,224
2458485.4986399896,21.28041348514851,0.20471272798181064,101
2458495.499636437,21.843286058823526,0.12268930727421971,51
2458505.500632885,21.89699451724138,0.10521531994999953,29
2458515.501629332,21.57758152941176,0.14971145457458276,34
2458525.5026257797,21.154444727272733,0.1183594743107093,22
2458535.5036222273,20.24248,0.0064279549,2
2458545.5046186745,19.721770384615386,0.4616815076184573,13
2458555.5056151226,18.539425125,0.2963139783664609,16
2458565.50661157,17.9867834,0.06671184032119054,10
2458575.5076080174,16.642535,0.0091655455,2
2458585.508604465,16.60680025,0.15891248897172167,16
2458595.509600912,16.48406771428571,0.027782231241847814,14
2458715.521558283,15.285799708333334,0.14520881596973245,48
2458725.52255473,15.174627416666667,0.048446782695824066,24
2458735.523551178,15.41378675,0.1498895355409691,16
2458745.5245476253,15.298443333333333,0.10524255042519637,72
2458755.5255440725,15.29052171875,0.09254951098710415,64
2458765.5265405206,15.293429319444442,0.11468560578149034,144
2458775.527536968,15.331918203389831,0.15468231785658,59
2458785.528533416,15.338750625000001,0.09691984484992928,32
2458795.529529863,15.71571604761905,0.1547908560865968,84
2458805.53052631,15.943490120567375,0.33469543149071884,141
2458815.5315227583,16.559629072,0.19735064037815234,250
2458825.5325192055,17.124513375000003,0.27863745593928635,48
2458835.533515653,17.899668549999998,0.5888598555238739,40
2458845.5345121007,18.609129102941182,0.4857936970518132,68
2458855.535508548,19.425648073529413,0.30281066220748976,68
2458865.536504996,20.554003637755102,0.21293559750703964,392
2458875.537501443,21.3745457,0.1472172415575366,40
2458885.538497891,22.210307893617017,0.3583385027840287,47
2458895.5394943384,23.40637889285714,0.2753855264532849,56
2458905.5404907856,24.2421664,0.22184746547220227,40
2458915.5414872337,24.69524666666667,0.05852204527213073,72
2458925.542483681,24.56203585106383,0.22268039099933332,47
2458935.543480128,23.41527525,0.051829310881367614,16
2458955.5454730233,20.3362345,0.3394524139349283,24
2458965.546469471,19.30790035714286,0.41263026388032165,56
2458975.5474659186,18.371178750000002,0.14981580426572985,40
2459065.556433946,20.82022435,0.08114041203326143,20
2459075.557430394,21.112957156249998,0.13482269192793278,32
2459085.558426841,21.4358669,0.048206922693634094,20
2459095.5594232893,21.589216392857143,0.027790932959123552,28
2459105.5604197364,21.59543678125,0.06374149748384775,32
2459115.5614161836,21.770080749999998,0.043867177780631095,8
2459125.5624126317,22.110186464285714,0.08691010892438653,28
2459135.563409079,22.390614333333332,0.09899966619458297,24
2459145.5644055265,22.789426916666667,0.1456263655761199,24
2459155.565401974,23.144217649999998,0.14453032212697636,20
2459165.5663984213,23.674913541666665,0.23860575038473994,24
2459175.5673948694,24.331923500000006,0.12290739352665753,30
2459185.5683913166,24.686769625,0.07909665799662048,8
2459195.5693877637,24.71612339285714,0.10349561233430524,28
2459205.570384212,24.3690634375,0.08742124803928444,16
2459225.572377107,23.084887499999997,0.04926482375809914,12
2459235.5733735543,22.858043,0.1131936085662356,65
2459245.5743700014,22.587332375,0.08128773010392568,56
2459255.5753664495,22.511114708333334,0.08688007497765651,48
2459265.5763628967,22.670007360000003,0.07821923590109013,25
2459275.5773593443,22.772947625,0.0587644911095075,16
2459285.578355792,22.918938999999998,0.013139909379444563,4
2459295.579352239,23.273211500000002,0.0398268129216992,8
2459305.5803486872,23.3757485625,0.08350022644091223,32
2459315.5813451344,23.436821266666662,0.1255725305515851,15
2459325.582341582,23.89131383333333,0.09259435934689092,36
2459335.5833380297,24.09533725,0.09261008833106452,16
2459345.584334477,24.251193607142863,0.04844078511907905,28
2459425.592306057,22.115635944444442,0.02897677104446922,18
2459435.593302505,22.067914,0.02955888089897828,28
2459445.5942989523,22.11736475,0.011133249766136702,4
2459455.5952954,22.184945950000003,0.03856500026510421,40
2459465.5962918475,22.217802625,0.044788872225524905,16
2459475.5972882947,22.308313500000004,0.0467820161321941,28
2459485.598284743,22.30515128125,0.030382700196034982,32
2459495.59928119,22.216543222222224,0.04418836008945194,36
2459505.600277637,22.31319738888889,0.039601891931711763,36
2459515.601274085,22.427821857142852,0.06396193414575047,35
2459525.6022705324,22.707969022222223,0.15688800373975037,45
2459535.6032669805,22.981762250000003,0.12074308887390797,32
2459545.6042634277,23.4185275,0.16464905180641082,12
2459555.605259875,24.129185999999997,0.06621437639213991,8
2459565.606256323,24.38005971875,0.08022374201811848,32
2459575.60725277,24.698276138888886,0.11398218717563648,36
2459585.6082492177,24.94372284375,0.06587072762811144,32
2459595.6092456654,25.14260075,0.05365491308759596,8
2459605.6102421125,25.13276125,0.06582941864157316,8
2459615.6112385606,24.846694235294116,0.22431277985871528,17
2459625.612235008,24.252346136363634,0.22061435876069022,44
2459635.613231455,23.097048375,0.2700223697161976,24
2459645.614227903,22.468343276923076,0.2285015528186599,65
2459655.6152243502,21.84365867647059,0.32519156090152745,34
2459665.6162207983,21.46289116666667,0.16573267283850365,36
2459675.6172172455,21.3818290625,0.24209615579144603,32
2459685.6182136927,21.5082494,0.18504553637183468,20
2459695.619210141,21.655237166666666,0.4343927506354573,12
2459705.620206588,21.899152125,0.06728487283701089,24
2459715.6212030356,22.218774599999996,0.07833863888809871,20
2459785.628178168,24.13553,0.017572180442392234,4
2459795.629174616,24.1192115,0.032739215040986945,8
2459805.6301710634,23.532775333333333,0.10470299323430188,12
2459815.6311675105,23.39321325,0.01231919790289893,4
2459825.6321639586,23.11740425,0.013046249071633004,4
2459835.633160406,23.05987365909091,0.04347976827578091,44
2459845.6341568534,23.09961820833333,0.025966034028417354,24
2459865.636149748,22.533037606060606,0.16720500883245995,33
2459875.6371461963,21.967164333333326,0.12023533022821908,60
2459885.6381426435,21.147019982142858,0.2991555153254317,56
2459895.639139091,20.547637864583333,0.18668465697838668,96
2459905.6401355388,20.043792454545454,0.12702892308210503,33
2459915.641131986,19.746699613636363,0.06857713148651574,44
2459955.6451177765,21.348328782608693,0.1772203233636783,23
