JD,RV,RV_err,NP
2421293.016455066,23.950000000000003,1.0,2
2421623.1035013665,21.6,1.0,2
2421953.1905476674,21.0,1.0,1
2422283.277593968,19.0,1.0,1
2422673.380466869,19.166666666666664,1.0,3
2422733.396293469,21.3,1.0,1
2422973.4595998693,22.449999999999996,1.0,5
2423003.467513169,20.7,1.0,1
2423063.4833397698,20.916666666666668,2.172108550592156,6
2423093.4912530696,28.6,1.0,1
2423363.56247277,23.950000000000003,2.6500000000000004,2
2423423.5782993706,23.833333333333332,1.0,3
2423483.5941259703,24.7,1.0,1
2423693.649519071,23.4,1.0,2
2423723.657432371,23.2,1.0,1
2423753.665345671,20.9,1.0,1
2423783.6732589714,23.1,1.0,2
2423813.6811722713,21.9,1.0,2
2423843.689085571,21.7,1.0,1
2424113.760305272,20.2,1.0,1
2424143.7682185723,18.3,1.0,1
2424173.776131872,18.6,1.0,1
2424203.784045172,16.25,1.0,2
2424413.8394382726,19.6,1.0,1
2424473.8552648723,18.512500000000003,1.0,4
2424503.8631781726,22.05,1.0,2
2424533.871091473,22.1125,1.0,4
2424593.8869180726,20.533333333333335,1.1556623882239814,3
2424803.9423111733,15.4,1.0,1
2424833.950224473,16.1,1.0,1
2424893.9660510737,17.1,1.0,2
2424923.9739643736,16.4,1.0,1
2425164.037270774,22.25,1.0,3
2425194.045184074,19.4,1.0,1
2425254.0610106746,22.1,1.0,2
2425314.0768372742,22.8,1.0,1
2425344.0847505745,23.0,1.0,1
2425524.132230375,26.0,1.0,3
2425554.140143675,25.3,1.0,2
2425584.148056975,24.633333333333336,1.811690432226825,3
2425614.1559702754,21.65,1.1500000000000004,2
2425704.1797101754,23.7,1.0,1
2425914.2351032756,23.7,1.0,1
2425944.2430165755,22.9,1.1291589790636216,4
2425974.2509298758,21.8,1.0,1
2426034.266756476,20.25,1.0,1
2426244.3221495766,18.0,1.0,1
2426304.3379761763,19.3,1.0,1
2426604.4171091774,18.6,1.0,1
2428524.9235603814,22.5,1.0,1
2428584.9393869815,22.8,1.0,1
2428825.002693382,20.0,1.0,1
2428885.018519982,22.1,1.0,1
2428975.042259882,21.0,1.0,1
2429215.1055662828,16.799999999999997,1.0,2
2429335.137219483,23.1,1.0,1
2429635.2163524837,21.4,0.824621125123532,2
2429905.2875721846,20.9,1.0,1
2430025.319225385,20.0,1.0,1
2430775.5170578863,17.1,1.0,1
2431045.5882775867,19.3,1.0,1
2431075.5961908866,19.3,1.0,1
2431405.6832371876,14.4,1.0,1
2431435.6911504874,15.3,1.0,1
2431465.6990637877,16.9,1.0,1
2431585.730716988,18.0,1.0,1
2431705.7623701883,19.8,1.0,1
2431795.786110088,17.6,1.0,2
2432185.888982989,20.5,1.0,1
2434706.5537001947,23.7,0.6,1
2436927.1392843993,20.0,0.6,2
2437287.234244,17.233333333333334,1.1145502331533657,3
2437317.2421573,16.700000000000003,0.6,2
2438697.606169103,23.9,0.6,1
2440888.183840008,24.3,0.6,1
2440918.191753308,21.5,0.6,1
2441008.215493208,22.8,0.6,1
2441278.2867129087,20.8,0.6,1
2441668.38958581,21.75,0.6,1
2441728.4054124095,25.0,0.6,1
2442328.563678411,22.65,0.45276925690687087,2
2442358.571591711,23.25,0.3535533905932738,2
2442388.579505011,22.85,0.3535533905932738,2
2442658.650724712,20.5,0.4,1
2442718.6665513115,21.9,0.6,1
2442748.674464612,21.1171875,0.6,2
2442778.682377912,20.765625,0.6,2
2442808.690291212,21.203125,0.6,1
2442838.698204512,21.90625,0.6,1
2443018.7456843127,18.34375,0.6,1
2443078.7615109123,19.03125,0.6,1
2443228.801077413,17.890625,0.6,1
2443408.8485572133,17.0,0.6,1
2443468.8643838135,16.171875,0.6,1
2443498.8722971138,16.000000000000004,0.6,1
2443558.8881237134,14.203124999999998,0.6,1
2443588.8960370137,17.015625,0.6,1
2443798.951430114,17.921875,0.6,1
2443828.9593434143,17.0,0.6,1
2443858.9672567146,17.15625,0.6,1
2444189.0543030147,22.125,0.6,1
2444549.1492626155,21.9375,0.6,1
2444639.173002516,20.40625,0.6,1
2445899.5053611184,22.81,0.6,1
2445989.529101019,25.37,0.6,2
2446019.5370143186,25.78,0.6,2
2446049.544927619,25.16,0.6,1
2446079.5528409192,23.895,1.995000000000001,2
2446109.560754219,19.7,0.6,1
2446139.568667519,19.755,0.6,2
2446169.576580819,20.61,0.6,1
2446319.61614732,22.17,0.6,1
2446349.6240606196,22.145000000000003,0.6,2
2446409.6398872198,23.752499999999998,0.6,4
2446439.64780052,23.244999999999997,0.6,2
2446469.65571382,23.432,0.6886915129432041,5
2446499.6636271197,21.144444444444446,0.8135943721960813,9
2446529.67154042,21.175,1.125,2
2446559.6794537203,21.468,0.8250430291809024,5
2446709.7190202205,20.83,0.6,1
2446739.7269335203,21.155,0.6,2
2446769.7348468206,22.006666666666664,0.8243111602355575,3
2446799.742760121,23.264999999999997,0.6,4
2446829.7506734207,22.688,0.6713985403618327,5
2447099.821893121,24.34,0.6,2
2447129.829806421,24.955,0.6,2
2447159.8377197213,25.27,0.6,4
2447189.8456330216,23.976666666666663,0.6000000000000001,3
2447219.8535463214,24.1275,0.6,4
2447249.861459621,23.16,1.3099999999999987,2
2447369.8931128215,20.25,0.6,1
2447429.908939422,24.48,0.6,2
2447489.924766022,25.82,0.6668208155119335,4
2447519.932679322,27.09,0.6,1
2447549.9405926224,26.849999999999998,0.6,4
2447579.948505922,26.69,0.6,1
2447609.956419222,26.48,0.6000000000000001,3
2447639.9643325224,25.27,0.6,2
2447790.003899023,24.725,0.6,2
2447820.011812323,25.1,0.6,1
2447850.0197256226,27.886666666666667,1.49354909155638,3
2447880.027638923,26.66,0.6,1
2447910.035552223,29.293333333333333,0.6000000000000001,3
2447940.043465523,28.14,0.6,1
2447970.051378823,26.14,0.6,2
2448120.0909453235,25.14,0.6,1
2448150.0988586238,25.35,0.6,2
2448180.1067719236,27.85,0.6,1
2448210.1146852234,27.47,0.6,1
2448240.1225985237,28.97,0.6,1
2448270.130511824,28.51,0.6,1
2448300.138425124,26.685000000000002,1.075000000000001,2
2448330.1463384237,26.3625,0.6,4
2448360.154251724,24.923333333333332,0.8223678549705652,3
2448480.185904924,22.62,0.6,1
2448510.193818224,24.509999999999998,1.049999999999999,2
2448540.2017315244,25.73,0.6,1
2448570.2096448243,26.77,1.032157933651628,4
2448600.217558124,27.745,0.6,2
2448630.2254714244,26.996666666666666,0.6000000000000001,3
2448660.2333847247,25.509999999999998,0.7400000000000002,2
2448690.2412980245,24.057499999999997,0.6,4
2448720.2492113244,23.01,0.6000000000000001,3
2448750.2571246247,23.92,0.6,2
2448840.2808645247,22.89,0.8399999999999999,2
2448870.288777825,22.91,0.6,1
2448900.2966911253,23.85,0.6,1
2448930.304604425,23.18,0.6,1
2448960.312517725,23.33,0.6,1
2449020.3283443255,25.070000000000004,0.6000000000000001,3
2449050.3362576254,25.305,0.6,2
2449080.344170925,24.526666666666667,0.6000000000000001,3
2449110.3520842255,23.89,0.6,2
2449260.391650726,29.56,0.6,1
2449290.399564026,29.006666666666664,0.6000000000000001,3
2449320.4074773258,27.776666666666667,0.6000000000000001,3
2449350.415390626,27.826666666666664,0.6000000000000001,3
2449380.4233039264,27.990000000000002,0.6,2
2449410.431217226,27.055,0.6,2
2449440.439130526,26.669999999999998,0.6,4
2449470.4470438263,26.090000000000003,0.6,6
2449560.4707837263,21.96,0.6,1
2449620.486610327,26.059999999999995,0.6,5
2449650.4945236268,26.26,0.6000000000000001,3
2449680.5024369266,25.995,0.6,4
2449710.510350227,26.822499999999998,0.6,8
2449770.526176827,28.59,0.6,1
2449800.534090127,26.31,0.6,1
2450160.6290497277,21.61,0.1999999999999993,2
2450190.6369630275,21.354999999999997,0.1,2
2450310.668616228,22.41,0.1,1
2450340.676529528,19.015,0.5749999999999993,2
2450370.6844428284,18.1,0.1,1
2450430.700269428,19.96,0.1,1
2450460.7081827284,19.953333333333333,0.2317086292931046,3
2450490.7160960287,19.723333333333333,0.2441766209574993,3
2450520.7240093285,20.42,0.1,1
2450550.7319226284,20.62,0.1,1
2450700.771489129,24.185000000000002,0.2350000000000012,2
2450730.7794024292,24.635,0.5529843276862974,6
2450760.787315729,24.52,0.23000000000000043,2
2450790.795229029,23.145,0.41499999999999915,2
2450820.803142329,21.645,0.125,2
2450850.8110556295,20.985,0.26500000000000057,2
2450880.8189689294,21.97,0.1,1
2450910.826882229,20.666666666666668,0.3954182033689837,3
2451090.87436203,23.296666666666667,0.16937794687883326,3
2451120.88227533,23.814999999999998,0.11500000000000021,2
2451150.8901886297,22.990000000000002,0.16999999999999993,2
2451180.89810193,24.1,0.1,1
2451210.9060152303,24.799999999999997,0.33000000000000007,2
2451240.91392853,22.31,0.7300000000000004,2
2451270.92184183,21.46,0.1,1
2451480.9772349307,20.59,0.1,1
2451510.9851482306,20.064999999999998,1.1150000000000002,2
2451540.9930615304,20.92,0.1,1
2451571.0009748307,20.689999999999998,0.1,2
2451601.008888131,20.48,0.1,1
2451631.016801431,20.77,0.1,1
2451871.0801078314,21.53,0.9700000000000006,2
2451901.088021131,20.88,0.1,1
2451931.0959344315,20.18,0.1,1
2451961.103847732,20.86,0.1,1
2451991.1117610317,21.9,0.1,1
2452201.1671541324,20.71,0.1,1
2452261.182980732,19.45,0.1,1
2452291.1908940324,19.354999999999997,0.1349999999999998,2
2452321.1988073327,20.28,0.1,1
2452351.2067206325,22.03,0.6500000000000004,2
2452531.254200433,21.004434523809522,0.41231056256176607,3
2452561.262113733,19.78689880952381,0.5832525097068725,15
2452591.270027033,20.21,0.1,1
2452651.285853633,18.776666666666667,0.5921899094791202,3
2452681.2937669335,18.08325892857143,0.3618642888969136,6
2452711.3016802333,18.326272321428572,0.4836727808720205,8
2452741.309593533,21.175178571428567,1.6551785714285696,2
2452771.3175068335,21.3,0.1,1
2452891.3491600337,23.734375,0.5,1
2452921.3570733336,22.545401785714283,0.3854017857142846,2
2452951.364986634,23.232142857142854,0.5,1
2452981.3728999337,23.935044642857143,0.36055512754639896,2
2453011.3808132336,23.15377976190476,0.527193830677934,3
2453041.388726534,21.06,0.1,1
2453071.396639834,20.69049107142857,0.36055512754639896,2
2453101.404553134,20.95535714285714,0.5,1
2453281.4520329344,23.533482142857142,0.5,2
2453311.4599462347,21.05580357142857,0.5,1
2453401.4836861347,19.692410714285714,0.39241071428571495,2
2453431.491599435,19.40174107142857,0.3817410714285714,2
2453491.5074260347,19.582589285714285,0.5,1
2453641.5469925352,21.859375,0.5,1
2453761.5786457355,17.824776785714285,0.5,2
2453791.586559036,15.263392857142858,0.5,1
2453821.5944723357,16.318080357142858,0.5,2
2453851.6023856355,17.473214285714285,0.5,1
2454031.6498654364,22.495535714285715,0.5,1
2454061.657778736,22.863839285714285,0.5,1
2454091.665692036,23.098214285714285,0.5,1
2454121.6736053363,22.897321428571427,0.5,1
2454181.6894319365,17.50669642857143,0.5,2
2454211.6973452363,17.171875,0.5,1
2454241.7052585366,17.741071428571427,0.5,1
2454751.8397846376,21.620748,0.2751589927223891,4
2454781.847697938,22.924966230769225,0.19928658489998913,13
2454811.8556112377,24.036322875,0.11289207611025852,16
2454841.8635245375,24.688279473684208,0.2771566002023458,19
2454871.871437838,25.233331599999996,0.07772214281554479,10
2454901.879351138,25.008261333333333,0.009788423309649118,3
2454931.887264438,23.892692,0.04657012002776044,10
2455051.9189176382,22.5136745,0.014420583464276432,2
2455081.926830938,22.777878714285716,0.16963282233081592,7
2455111.9347442384,23.58546257142857,0.20950141924023696,7
2455141.9426575387,23.385493166666667,0.22664454116995333,6
2455171.9505708385,22.809365666666668,0.10422785334491422,6
2455201.9584841384,22.5868446,0.09219201259892273,10
2455231.9663974387,23.20029675,0.33746333200910433,4
2455261.974310739,24.208668666666668,0.16868168938434286,3
2455291.982224039,23.9653616,0.22300359912126977,5
2455442.021790539,23.7386915,0.10652949999999883,2
2455502.0376171395,20.36384,0.0124556657,1
2455532.0455304394,21.115842999999998,0.04382900000000056,2
2455592.0613570395,20.201317000000003,0.20384899999999992,2
2455622.06927034,20.317539666666665,0.03823732513599192,3
2455652.0771836396,20.958082500000003,0.3147480725981503,4
2455802.1167501397,19.92492928571429,0.2892060281572464,7
2455832.12466344,20.652196999999997,0.10878658618751393,6
2455862.1325767403,20.3354418125,0.36093132566289876,16
2455892.14049004,19.55291025,0.1437952013027124,12
2455922.14840334,18.17523857142857,0.25461854598222405,14
2455952.1563166403,16.416241230769234,0.6624329395267295,13
2455982.16422994,16.08584275,0.15615315984054753,4
2456012.1721432405,16.733358,0.11002399999999923,2
2456162.2117097406,19.1475426,0.045262642961276175,5
2456192.2196230404,19.162136636363638,0.0876790017665397,11
2456222.2275363407,19.2304715,0.028357195176005098,4
2456282.243362941,20.051389699999998,0.09725044321600819,20
2456312.2512762407,19.79814933333333,0.07282411723384452,3
2456342.259189541,17.18088466666667,0.6310601147920331,9
2456372.2671028413,15.781913960784314,0.12218907264338102,51
2456402.275016141,16.093854,0.13434041088965032,9
2456522.3066693414,20.19393066666667,0.10004856534148315,6
2456552.3145826412,19.944081210526317,0.13900510384441928,19
2456582.3224959415,19.516142296296294,0.1278721985878481,27
2456612.330409242,19.550499666666664,0.11909193445308412,9
2456642.3383225417,18.8804375,0.05979849999999942,2
2456702.354149142,17.21939088888889,0.0940412137716988,9
2456732.362062442,17.0211742,0.1306133145495767,15
2456762.369975742,17.015921,0.1485969990971114,3
2456882.401628942,20.770286399999996,0.013022250628828707,5
2456912.409542242,20.709759000000002,0.05122775308086725,7
2456942.4174555424,21.559454161290322,0.17336905919288384,62
2456972.4253688427,21.737417019230772,0.09135444162720735,52
2457002.4332821425,22.280815526315788,0.1625765399206331,19
2457032.4411954423,22.43164814705883,0.041596871078219105,102
2457062.4491087426,22.444769484848482,0.026171961329360206,33
2457092.457022043,21.85654688235294,0.16662653192125093,17
2457122.464935343,20.96518815,0.2401622446537496,20
2457242.496588543,21.591194,0.0086448957,1
2457272.504501843,21.85678083333333,0.1294823941139192,6
2457302.512415143,22.498623,0.16099690224597413,5
2457332.5203284435,23.1142732,0.1216839571207312,10
2457362.5282417433,23.320991111111113,0.06570164383778877,9
2457392.536155043,23.06226625,0.08901819591627019,4
2457422.5440683435,22.920804625000002,0.08282198953619972,8
2457452.5519816433,23.205978,0.059630000000000294,2
2457602.591548144,21.224915,0.0092639128,1
2457632.5994614437,21.4111385,0.6679920359744197,4
2457662.6073747436,20.005187000000003,0.07821164536265275,6
2457692.615288044,20.350393,0.25646967852945063,8
2457722.623201344,20.9428911,0.13020567997476196,20
2457752.631114644,21.4726356,0.1468624922321564,5
2457782.639027944,21.615502090909093,0.15153483109020563,11
2457812.646941244,19.80575,0.0077338535,1
2457842.6548545444,19.499719,0.0069916593,1
2457992.6944210446,17.76218075,0.12434979613850419,8
2458022.7023343444,18.800232599999998,0.350256472108425,5
2458052.7102476447,19.9708375,0.24861576382995104,24
2458082.718160945,20.508115041666667,0.07085192564042707,48
2458112.726074245,20.399241047619043,0.0923739332749679,84
2458142.7339875447,20.319170449999998,0.05993684782708814,20
2458172.741900845,20.896949909090907,0.10378095966326387,11
2458202.7498141453,20.84088183333333,0.27326716663088535,6
2458232.757727445,20.539523000000003,0.025095999999999563,2
2458352.7893806454,16.520601125,0.1356269664101109,8
2458382.797293945,16.1960745625,0.05292114700898033,16
2458412.8052072455,16.551429137931038,0.13380218515321088,29
2458442.813120546,18.99119533333333,0.7199898898224912,21
2458472.8210338457,20.808910591463412,0.35432423975801497,164
2458502.8289471455,21.799793092592594,0.15324264871598722,54
2458532.836860446,20.9677363,0.5570365948570256,20
2458562.844773746,18.326870615384617,0.35781388213181015,13
2458592.852687046,16.512140357142858,0.06694914425528724,14
2458712.884340246,15.289458899999998,0.09191750135324249,30
2458742.892253546,15.289233015625001,0.1255061330881249,64
2458772.9001668463,15.318874257575757,0.10117799934106686,132
2458802.9080801466,16.152505030150753,0.37086324799499354,199
2458832.9159934465,17.247221542168678,0.6312956890441612,83
2458862.9239067463,20.422787300781252,0.5829404260776978,256
2458892.9318200466,23.1743335,0.7342319110260169,60
2458922.9397333465,24.557031791666663,0.3105975943316518,72
2458952.9476466468,20.364362593750002,1.205284868255008,32
2458982.9555599466,18.55862484375,0.27828356373087654,32
2459072.979299847,21.121339638888887,0.2514962822143096,72
2459102.987213147,21.61342179411765,0.0757441090073052,68
2459132.9951264467,22.35369825,0.2609769637791121,68
2459163.003039747,23.75729795454545,0.5693502509295317,88
2459193.0109530473,24.604819749999997,0.18408549004929067,52
2459223.018866347,22.946597620689655,0.10678763246046451,58
2459253.026779647,22.576375306818182,0.10117721895845536,176
2459283.0346929473,22.816744,0.16577370152824303,64
2459313.0426062476,23.565375746835446,0.2584694177614854,158
2459343.0505195474,24.149942673076925,0.14361594028274505,104
2459433.074259448,22.087959340425535,0.03820362479921256,47
2459463.0821727477,22.220794226190474,0.067267423214459,84
2459493.0900860475,22.28066547222222,0.060250623444516586,108
2459523.097999348,22.614842386138612,0.21768826196655452,101
2459553.105912648,23.921529673076922,0.5098358553840836,52
2459583.113825948,24.830666862500003,0.19049910904894973,80
2459613.121739248,24.607497017857145,0.31641964997697797,56
2459643.129652548,22.732849233644853,0.5783496281217382,107
2459673.1375658484,21.433403955882355,0.10866740904359524,68
2459703.1454791483,22.004769125,0.21303275085443857,48
2459793.1692190487,24.0132159375,0.19483569183913285,16
2459823.1771323485,23.15116488333333,0.15301032343255916,60
2459853.1850456484,22.901026836734697,0.2247109354980803,49
2459883.1929589487,21.3235761,0.6183825626997156,180
2459913.200872249,20.01029696296296,0.26334423693705844,108
2459943.208785549,21.243719083333332,0.1630973824087206,12
2459973.2166988486,21.94618277419355,0.3426865041926153,62
2460003.224612149,21.3857826637931,0.3041309478420309,116
2460033.2325254492,20.60262175,0.5202732827163246,60
2460063.240438749,18.862420844155846,0.2616487346767105,77
2460153.2641786495,20.135743875000003,0.1879224402502518,8
2460183.2720919494,20.260417500000003,0.027009543910440185,4
2460213.280005249,19.71443439047619,0.21665449973191334,105
2460243.2879185495,19.37313949074074,0.11386600833700011,108
2460273.29583185,18.394082509433964,0.5336125284968637,106
2460303.3037451496,17.178657188405797,0.3493649368130062,207
2460333.3116584495,16.681617937984495,0.11189934302186436,129
2460363.31957175,17.29822723899371,0.26535456520467426,159
2460393.32748505,17.968379149253725,0.13338476597515303,67
2460423.33539835,18.147033978723403,0.15781918109234713,47
