## Radial velocities from https://ui.adsabs.harvard.edu/abs/1962ApJ...136..844W/abstract
## Transcribed by MM, 2024
# NOTE: dates are digitized from Goldberg, because report is only plate num. not date. 
# JD, RV
2434359.9539700807, 22.032258064516128
2434492.0598388957, 23.983870967741936
2435220.2531645573, 18.016129032258064
2436360.87456847, 20.032258064516128
2437275.9493670887, 16.032258064516128
2437424.16570771, 15.935483870967744

